Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,tender opened,Vedbhushan .,20-May-2025 07:42 AM,finance_538448.pdf,BOQ Comparative Chart,09-Sep-2025,"INR 1,366,490.45",90.0,PADMINI MEHER,09-Sep-2025 12:19 PM,7SMC13.pdf (1365.00 KB),successful,1.0,2916973.0,SALEGRAM KHUNTIA,INR,"1,366,490.45",Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_112947_13,7/SMC_SBP/2025-26,"Repairing of road ,drain and culvert",1.0,2916973.0,SALEGRAM KHUNTIA,13-May-2025 07:57 PM,Accepted-AOC,successful,09-Sep-2025 12:19 PM,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,09-Sep-2025 12:15 PM,techsummary_538448.pdf (1364.54 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,09-Sep-2025 12:17 PM,finsummary_538448.pdf (1364.54 KB),AOC,"COMMISSIONER, SMC","SAMBALPUR MUNICIPAL CORPORATION, DURGAPALI, SAMBALPUR, 768006",1,ICICI BANK,"13,665",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN","6,000",0.0,Nil,Nil,No,Municipal Bodies||Sambalpur Municipal Corporation,7/SMC_SBP/2025-26,2025_ORULB_112947_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Repairing of road ,drain and culvert","Repairing of road ,drain and culvert at bhairogali, kadam gali, santoshimandir gali and odia gali , sambalpur ,in ward no-24,32 and 31.",Please refer Tender documents. ,NA ,"13,66,490",Civil Works - Others,NA ,Tender,120.0,90.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,06-May-2025 10:00 AM,16-May-2025 10:00 AM,06-May-2025 10:00 AM,15-May-2025 05:00 PM,NA ,NA ,06-May-2025 10:00 AM,15-May-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,ICICI NEFT/RTGS,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
