Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Repair of C.C. Road from Raja Babu house to Kanhu Babu house in Ward No.24,Repair of C.C. Road from Raja Babu house to Kanhu Babu house in Ward No.24,Please refer Tender documents. ,NA ,"2,72,034",Civil Works - Roads,NA ,Tender,120.0,60.0,Baripada Municipality,757001.0,NA ,NA ,NA ,Baripada Municipality,No ,No,"2,360",0.0,Nil,Nil,No,Municipal Bodies||Baripada Municipality,BPDM-4 OF 2025/2026,2025_ORULB_114263_40,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,750",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD remitted on line mode, GST, PAN,Contractor valid R.C and Labour license as per DTCN","Executive Officer,Baripada Municipality","Executive Officer, Baripada Municipality, Baripada.",09-Jun-2025 01:00 PM,24-Jun-2025 11:30 AM,09-Jun-2025 01:00 PM,23-Jun-2025 05:00 PM,NA ,NA ,09-Jun-2025 01:00 PM,23-Jun-2025 05:00 PM,AOC,"Executive Officer, Baripada Municipality",Internal,"Municipal Engineer, Baripada Municipality, Asst CT and GST Officer,Baripada Tahasilda Baripada Executive Officer, Baripada Municipality Chairperson, Baripada Municipality",Debiprasad Rout,12-Sep-2025 08:49 AM,techsummary_542607.pdf (1017.23 KB),"Executive Officer, Baripada Municipality",Internal,"Municipal Engineer, Baripada Municipality, Asst CT and GST Officer,Baripada Tahasilda Baripada Executive Officer, Baripada Municipality Chairperson, Baripada Municipality",Debiprasad Rout,12-Sep-2025 08:55 AM,finsummary_542607.pdf (1017.23 KB),Finance,The 2 bidders have participated and the documents will be placed before the Tender Committee.,JADABENDRA MOHAPATRA,02-Jul-2025 03:32 PM,,BOQ Comparative Chart,12-Sep-2025,"INR 320,905",60.0,Debiprasad Rout,12-Sep-2025 09:00 AM,40.pdf (8309.00 KB),1.0,2973424.0,BISWAJIT HABODA,INR,"320,905",Municipal Bodies||Baripada Municipality,2025_ORULB_114263_40,BPDM-4 OF 2025/2026,Repair of C.C. Road from Raja Babu house to Kanhu Babu house in Ward No.24,1.0,2973424.0,BISWAJIT HABODA,20-Jun-2025 07:19 PM,Accepted-AOC,AS L1,12-Sep-2025 09:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Affidavits,undertakings and any other documents as per DTCN",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2973408.0,RAJESH KUMAR ROUT,20-Jun-2025 07:07 PM,Rejected-Finance,As L2,12-Sep-2025 08:55 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
