Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of Control Room and Provision of Signage and Marking for Video Analytic of different track at Bhawanipatna in the district of Kalahandi.,Building,Please refer Tender documents. ,NA ,"29,89,819",Civil Works - Buildings,NA ,Tender,90.0,180.0,Kalahandi Bhawanipatna,766001.0,NA ,NA ,NA ,O/O SE Kalahandi R and B Division,No ,No,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,BC KLD-01/2025-26,2025_EICCL_115079_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"29,898",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,05-Jul-2025 10:00 AM,17-Jul-2025 11:00 AM,05-Jul-2025 10:00 AM,16-Jul-2025 05:00 PM,05-Jul-2025 10:00 AM ,09-Jul-2025 05:00 PM ,05-Jul-2025 10:00 AM,16-Jul-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, Contractor RC, PAN, GSTIN, EMD, Affidavits and any other Documents as per DTCN",Superintending Engineer,O/O Superintending Kalahandi R and B Division Bhawanipatna,AOC,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,2025_EICCL_115079_1,BC KLD-01/2025-26,Construction of Control Room and Provision of Signage and Marking for Video Analytic of different track at Bhawanipatna in the district of Kalahandi.,Superintending engineer,Internal,,Shibaji Pradhan,03-Sep-2025 12:01 PM,finsummary_545037.pdf (574.80 KB),Finance,15 No. bidders,Shibaji Pradhan,18-Jul-2025 11:53 AM,,BOQ Comparative Chart,1.0,2999802.0,Suresh Chandra Dash,INR,"2,541,645.283",1,2999636,ALAKA PATRA,15-Jul-2025 08:24 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:01 PM,03-Sep-2025,"INR 2,541,645.283",180.0,Shibaji Pradhan,03-Sep-2025 12:03 PM,controlfinance.pdf (575.00 KB),Superintending Engineer,Internal,,Shibaji Pradhan,03-Sep-2025 11:50 AM,techsummary_545037.pdf (657.83 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,Bill Of Quantity,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3000400,ANMOL AGRAWAL,16-Jul-2025 11:59 AM,Rejected-Finance,Disqualified,03-Sep-2025 12:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3000151,Biswajit Mund,16-Jul-2025 10:15 AM,Rejected-Finance,Disqualified,03-Sep-2025 12:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3000818,Debabrata Mohanty,16-Jul-2025 02:38 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3000974,JAGANATH PADHY,16-Jul-2025 02:23 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2994568,MAA MANGALA TRADERS,09-Jul-2025 09:27 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3000393,Madan Nayak,16-Jul-2025 11:33 AM,Rejected-Finance,Disqualified,03-Sep-2025 12:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3001070,M/S MAA MANGALA CONSTRUCTION,16-Jul-2025 03:51 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3001056,PARAMANANDA SAHU,16-Jul-2025 04:54 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2998778,PAYAL AGRAWAL,15-Jul-2025 11:43 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:01 PM,,,,,,,,,,,,,AOC
