Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Additional Chief Engineer,"O/o Additional Chief Engineer, EC II, Chandikhole","10,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, RC","ACE, EC-II JPD 19 of 2024-25 Protection to Scoured Bank of Mammadulla Talastak TRE on Baitarani left from Astak Biswal Sahi to Nilamadhaba School.",Bank protection work,Please refer Tender documents. ,NA ,"2,48,59,968",Civil Works - Others,NA ,Tender,90.0,180.0,"Dhamnagar, Bhadrak",756117.0,NA ,NA ,NA ,"O/o Additional Chief Engineer, EC II, Chandikhole",No ,No,"2,48,600",Yes,fixed,,Nil,Nil,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,"e Procurement Notice No.ACE, EC-II 05 of 2024-25",2025_ECCHA_109443_7,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,16-Jan-2025 10:00 AM,31-Jan-2025 11:30 AM,16-Jan-2025 10:00 AM,30-Jan-2025 05:00 PM,16-Jan-2025 10:00 AM ,22-Jan-2025 05:00 PM ,16-Jan-2025 10:00 AM,30-Jan-2025 05:00 PM,21-Mar-2025 10:00 AM,1.0,ICICI BANK,AOC,1,2774707,ABINASH TRIPATHY,25-Jan-2025 05:42 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,03-Sep-2025,"INR 21,133,458.64",180.0,PRANAB KUMAR NAYAK,03-Sep-2025 02:12 PM,ACEECIIJPD_19.pdf (492.00 KB),Contract Awarded,Finance,Uploaded Financial bid documents have been downloaded successfully.,PRANAB KUMAR NAYAK,21-Jul-2025 03:48 PM,,BOQ Comparative Chart,"Additional Chief Engineer, Eastern Circle II, Chandiikhole",Internal,"DAO and SE, Jajpur Irrigation Division SE, Jaraka Irrigation Division Asst to ACE, EC II, Chandikhole",PRANAB KUMAR NAYAK,20-Mar-2025 06:17 PM,21-Mar-2025 10:00 AM,techsummary_525826.pdf (2437.89 KB),"Additional Chief Engineer, Eastern Circle II Chandikhole",Internal,"Asst to ACEEC II Chandikhole, Superintending Engineer Estimator and DAO Jajpur Irrigation Division",PRANAB KUMAR NAYAK,03-Sep-2025 02:06 PM,finsummary_525826.pdf (491.50 KB),Technical,Uploaded technical bid documents of all the bidders have been downloaded successfully.,PRANAB KUMAR NAYAK,03-Feb-2025 12:48 PM,technical_525826.pdf,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,2025_ECCHA_109443_7,"e Procurement Notice No.ACE, EC-II 05 of 2024-25","ACE, EC-II JPD 19 of 2024-25 Protection to Scoured Bank of Mammadulla Talastak TRE on Baitarani left from Astak Biswal Sahi to Nilamadhaba School.",1.0,2774505.0,JAYAPRAKASH NARAYAN PANI,INR,"21,133,458.64",AOC
,,,,,,,,.pdf,"Affidavit, No Relation Certificate, undertakings, any other document as per SBD/DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,2784575,Ajaya Kumar Lenka,28-Jan-2025 07:03 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2787170,AJAYA KUMAR MISHRA,29-Jan-2025 05:17 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2788371,Ajay Kishore Routray,30-Jan-2025 04:00 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2781802,AMIT BARAN DAS,27-Jan-2025 08:40 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2781720,AMIT KUMAR DAS,27-Jan-2025 08:16 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2775376,AMULYA KUMAR NAYAK,28-Jan-2025 01:55 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2785174,ANANTA PRASAD MALIK,29-Jan-2025 06:48 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2775720,ARUNA JENA,24-Jan-2025 09:49 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2777312,ARUNA KUMAR SAHOO,26-Jan-2025 11:45 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
