Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2787849,Arun Kumar Das,29-Jan-2025 09:24 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2782113,ASHIT KUMAR JENA,27-Jan-2025 10:41 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2780370,BIBHUDATTA ROUT,28-Jan-2025 05:38 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2777215,Bijaya Kumar Mohapatra,28-Jan-2025 02:43 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,2787847,BIKASH NAYAK,30-Jan-2025 10:30 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,2775654,BINAYA BHUSAN PATTNAIK,24-Jan-2025 09:08 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,2778892,BINAYA KUMAR NATH,29-Jan-2025 08:57 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,2777271,BISWAJIT DAS,26-Jan-2025 12:06 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,2788106,BISWAJIT ROUT,29-Jan-2025 11:48 PM,Rejected-Technical,Does not satisfy the qualifying criteria as per Bid Document,20-Mar-2025 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,2778908,BISWA RANJAN BAI,29-Jan-2025 09:02 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,2775148,CHINMAY KUMAR MOHANTY,24-Jan-2025 05:14 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,2787616,CHINMAY NAYAK,29-Jan-2025 07:58 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,2788964,CHITA RANJAN SWAIN,30-Jan-2025 12:26 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,2784481,chittaranjan sahoo,28-Jan-2025 07:33 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,2786844,DEEPAK KUMAR NATH,29-Jan-2025 03:33 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,2783045,DEEPANKAR RAYSAMANT,28-Jan-2025 11:50 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,2783257,DHARMENDRA PARIDA,28-Jan-2025 12:48 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,2789225,DHIRENDRA KUMAR NAYAK,30-Jan-2025 02:27 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,2789414,Dibyasingha Majhi,30-Jan-2025 03:04 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,2786276,DIGAMBAR BISWAL,29-Jan-2025 01:08 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,2787806,HALADHAR SAHOO,30-Jan-2025 10:07 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,2777546,HEMANTA KUMAR MALIK,26-Jan-2025 10:19 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,2778302,JAHED HOSSAIN KHAN,26-Jan-2025 01:09 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,2789569,JANGYADATTA TRIPATHY,30-Jan-2025 03:07 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,2789839,JAYADEV NANDA,30-Jan-2025 04:41 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,2774505,JAYAPRAKASH NARAYAN PANI,25-Jan-2025 06:55 PM,Accepted-AOC,Won the lottery,03-Sep-2025 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,2788433,JITENDRA KUMAR PARIDA,30-Jan-2025 09:26 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,38,2788422,JYOTIRANJAN PANDA,30-Jan-2025 09:17 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,39,2787563,JYOTIRMAYA SWAIN,29-Jan-2025 08:02 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,40,2774061,JYOTISMITA SAHU,24-Jan-2025 12:59 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,41,2787982,KAILASH CHANDRA DOBAI,29-Jan-2025 10:37 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,42,2787995,KALASHREE PRATIK JENA,30-Jan-2025 09:35 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,43,2785321,KALINGA CONSTRUCTION,28-Jan-2025 11:46 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,44,2779296,KAMAKSHA PRASADA JENA,26-Jan-2025 09:53 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,45,2789441,KARTIK SWAIN,30-Jan-2025 02:55 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,46,2784604,KARUNAKAR BEHERA,29-Jan-2025 02:11 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,47,2785484,LILIMA NAYAK,29-Jan-2025 08:49 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,48,2786684,LWEET PATTANAYAK,29-Jan-2025 03:12 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,49,2784926,MADHUSMITA SAMAL,29-Jan-2025 09:11 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,50,2776032,MANAS RANJAN BISWAL,29-Jan-2025 07:05 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,51,2785619,MANAS RANJAN SAMAL,29-Jan-2025 01:29 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,52,2787122,MANOJ KABI,30-Jan-2025 10:36 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,53,2788735,MANORANJAN ROUT,30-Jan-2025 11:32 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,54,2771182,Milan Das,22-Jan-2025 04:05 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,55,2779014,MITESH MOHANTY,26-Jan-2025 08:31 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,56,2788771,M N RAJKISHAN BISWAL,30-Jan-2025 03:44 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,57,2785935,M/S AKASH INFRATECH PROP. AKASHDEEP SINGH SANDHU,30-Jan-2025 07:19 AM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,58,2778405,M/S AMIYA KUMAR JENA,26-Jan-2025 01:44 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,59,2783738,M/S BHAKTA BANDHU BEHURIA,28-Jan-2025 11:57 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,60,2785273,M/S BISWAJIT BEHURIA,28-Jan-2025 11:03 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,61,2783148,M/S H 2 S FACILITIES SERVICES,28-Jan-2025 12:12 PM,Rejected-Finance,Did not win the lottery,03-Sep-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
