Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,2025_KIDK_115518_1,KIDN-04/2025-26,Engagement of manpower through service provider for smooth running of the C.E and B.M. office period from of 01.06.2025 to 31.03.2026.,1.0,3009520.0,M/S Universal Security Service,INR,"639,506.4",B.Singh,Internal,"J.Parida, C. Nayak",BISWADEEP SINGH,23-Sep-2025 01:24 PM,techsummary_545917.pdf (251.83 KB),23-Sep-2025,"INR 639,506.4",208.0,BISWADEEP SINGH,23-Sep-2025 02:10 PM,AOC04.pdf (321.00 KB),Finance,Technical and financial bid opened of 6 bidders and admitted for evaluation.,BISWADEEP SINGH,25-Jul-2025 04:02 PM,,BOQ Comparative Chart,B.Singh,Internal,"J.Parida, C.Nayak",BISWADEEP SINGH,23-Sep-2025 01:50 PM,finsummary_545917.pdf (251.83 KB),1,3007293,ACTIVE SECURITY AND INTELLIGENCE SEVICES,21-Jul-2025 03:56 PM,Rejected-AOC,Third Lowest,23-Sep-2025 02:10 PM,AOC,Engagement of manpower through service provider for smooth running of the C.E and B.M. office period from of 01.06.2025 to 31.03.2026.,Manpower supply,Please refer Tender documents. ,NA ,"7,80,742",Human Resources Supply,NA ,Tender,90.0,208.0,"Keonjhar, Kanjhari dam site",758001.0,NA ,NA ,NA ,"O/o the EE, Keonjhar Irrigation Division,Keonjhar",No ,No,"7,807",No,fixed,,Nil,Nil,1.0,ICICI BANK,"EE, Keonjhar Irrigation Division","EE, Keonjhar Irrigation Division,Kashipur, Keonjhar-758001","4,000",Nil,Nil,No,14-Jul-2025 10:00 AM,25-Jul-2025 11:30 AM,14-Jul-2025 10:00 AM,24-Jul-2025 05:00 PM,NA ,NA ,14-Jul-2025 10:00 AM,24-Jul-2025 05:00 PM,1.0,Corrigendum,Date,,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,KIDN-04/2025-26,2025_KIDK_115518_1,Yes,Open Tender,Item Rate,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost,EMD,GST,PAN,RC,Affidavit, other document as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3009284,CHANDRA SEKHAR MAHANTA,23-Jul-2025 08:02 PM,Rejected-Technical,Non Responsive,23-Sep-2025 01:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2.0,Corrigendum,Technical Bid,,,,,,,,,,,,,,,,,,.xls,Bills of Quantity,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3011051,GANESH INFOTECH SYSTEM,24-Jul-2025 04:14 PM,Rejected-AOC,Second Lowest,23-Sep-2025 02:10 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3010488,M/s. Shantiram Agency,24-Jul-2025 09:57 AM,Rejected-Technical,Non Responsive,23-Sep-2025 01:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3009520,M/S Universal Security Service,23-Jul-2025 08:58 PM,Accepted-AOC,First Lowest,23-Sep-2025 02:10 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3004432,Satyam Security & Allied Services,19-Jul-2025 06:17 PM,Rejected-Technical,Non Responsive,23-Sep-2025 01:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
