Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
EE RWSS DIVISION JAGATSINGHPUR,OFFICE OF THE SE RWSS DIVISION JAGATSINGHPUR,1.0,ICICI BANK,"5,222",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,26-May-2025 10:00 AM,04-Jun-2025 11:00 AM,26-May-2025 10:00 AM,03-Jun-2025 05:30 PM,26-May-2025 10:00 AM ,02-Jun-2025 05:30 PM ,26-May-2025 10:00 AM,03-Jun-2025 05:30 PM,"4,000",0.0,Nil,Nil,No,EXTERNAL ELECTRIFICATION WORK FOR PWS TO RAGHUNATHPUR AT BAGHASAHI UNDER JSPUR BLOCK,EXTERNAL ELECTRIFICATION WORK FOR PWS TO RAGHUNATHPUR AT BAGHASAHI UNDER JSPUR BLOCK,AS PER DTCN ,NA ,"5,22,153",Electrical Works,NA ,Tender,90.0,NA ,OFFICE OF THE SE RWSS DIVISION JAGATSINGHPUR,754103.0,OFFICE OF THE SE RWSS DIVISION JAGATSINGHPUR  ,OFFICE OF THE SE RWSS DIVISION JAGATSINGHPUR  ,26-May-2025 11:00 AM ,OFFICE OF THE SE RWSS DIVISION JAGATSINGHPUR,No ,No,Rural Water Supply and Sanitation||RWSS Circle Cuttack||EE RWSS Divn Jagatsinghpur,RWSS_6_2025-26,2025_RWSS_113784_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,2949711,ICON BUILDERS,03-Jun-2025 12:22 PM,Rejected-Technical,Details attached,20-Jun-2025 11:57 AM,JYOTI RANJAN DAS,Internal,,Jyotiranjan Das,11-Sep-2025 02:59 PM,finsummary_540926.pdf (401.46 KB),Finance,Summary,Jyotiranjan Das,20-Jun-2025 11:54 AM,finance_540926.pdf,BOQ Comparative Chart,11-Sep-2025,"INR 443,882",60.0,Jyotiranjan Das,11-Sep-2025 03:07 PM,PDF.pdf (482.00 KB),DETAILS ATTACHED,SERWSS,Internal,,Jyotiranjan Das,20-Jun-2025 11:57 AM,techsummary_540926.pdf (454.19 KB),1.0,2949543.0,SHIVASHAKTI SERVICES,INR,"443,882",Rural Water Supply and Sanitation||RWSS Circle Cuttack||EE RWSS Divn Jagatsinghpur,2025_RWSS_113784_1,RWSS_6_2025-26,EXTERNAL ELECTRIFICATION WORK FOR PWS TO RAGHUNATHPUR AT BAGHASAHI UNDER JSPUR BLOCK,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2949996,M/S. RASHMIKANTA JENA,03-Jun-2025 03:44 PM,Rejected-AOC,DETAILS ATTACHED,11-Sep-2025 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2949408,"M/S. TARENI ELECTRICALS,PROP.-SUJATA ROUTRAY",02-Jun-2025 10:17 PM,Rejected-AOC,DETAILS ATTACHED,11-Sep-2025 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2949543,SHIVASHAKTI SERVICES,03-Jun-2025 09:54 AM,Accepted-AOC,DETAILS ATTACHED,11-Sep-2025 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
