Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
05-Jul-2025 10:00 AM,17-Jul-2025 11:00 AM,05-Jul-2025 10:00 AM,16-Jul-2025 05:00 PM,05-Jul-2025 10:00 AM ,09-Jul-2025 05:00 PM ,05-Jul-2025 10:00 AM,16-Jul-2025 05:00 PM,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,BC KLD-01/2025-26,2025_EICCL_115079_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Superintending Engineer,O/O Superintending Engineer Kalahandi R and B Division Bhawanipatna,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, Contractor RC, PAN, GSTIN, EMD, Affidavits and any other Documents as per DTCN","22,435",Yes,percentage,1.0%,Nil,Nil,"S/R to Approach Road from PWD Road to OAV, Masanimunda, Kesinga (0/0 to 0/420km) such as Providing and Laying 200mm thick WMM, 50mm thick BM (Gr-II) and 25mm thick SDBC(Gr-II) for the year 2025-26.",Road,Please refer Tender documents. ,NA ,"22,43,521",Civil Works - Roads,NA ,Tender,90.0,90.0,Kalahandi Bhawanipatna,766001.0,NA ,NA ,NA ,O/O SE Kalahandi R and B Division,No ,No,AOC,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,2025_EICCL_115079_3,BC KLD-01/2025-26,"S/R to Approach Road from PWD Road to OAV, Masanimunda, Kesinga (0/0 to 0/420km) such as Providing and Laying 200mm thick WMM, 50mm thick BM (Gr-II) and 25mm thick SDBC(Gr-II) for the year 2025-26.",Superintending Engineer,Internal,,Shibaji Pradhan,03-Sep-2025 12:22 PM,finsummary_545044.pdf (548.71 KB),Finance,12 no. of bidder,Shibaji Pradhan,18-Jul-2025 12:46 PM,,BOQ Comparative Chart,1.0,3000740.0,Priyabrata Patra,INR,"1,907,216.961",03-Sep-2025,"INR 1,907,216.961",90.0,Shibaji Pradhan,03-Sep-2025 12:25 PM,oavfin.pdf (549.00 KB),1,3000404,ANMOL AGRAWAL,16-Jul-2025 12:02 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:22 PM,Superintending Engineer,Internal,,Shibaji Pradhan,03-Sep-2025 11:42 AM,techsummary_545044.pdf (540.47 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3000984,JAGANATH PADHY,16-Jul-2025 02:28 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3000396,JUBRAJ SAHU,16-Jul-2025 12:15 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3000390,Madan Nayak,16-Jul-2025 11:31 AM,Rejected-Finance,Disqualified,03-Sep-2025 12:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2994746,MANOJ KUMAR PADHI,10-Jul-2025 09:05 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3001014,M/S MAA MANGALA CONSTRUCTION,16-Jul-2025 03:19 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2998751,M/S PAYAL INFRA,15-Jul-2025 11:34 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3000740,Priyabrata Patra,16-Jul-2025 03:40 PM,Accepted-AOC,1st Lowest Bidders,03-Sep-2025 12:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3001204,RASHMI RANJAN JENA,16-Jul-2025 04:23 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3001165,ROSAN PRADHAN,16-Jul-2025 04:12 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2997449,SUBHASHREE PADHI,16-Jul-2025 03:10 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2998910,TANKADHAR MEHER,15-Jul-2025 08:18 PM,Rejected-Finance,Disqualified,03-Sep-2025 12:22 PM,,,,,,,AOC
