Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
Superintending Engineer,Internal,,SWAPNA BEHERA,11-Sep-2025 04:09 PM,techsummary_534086.pdf (144.85 KB),11-Sep-2025,"INR 566,508.01",60.0,SWAPNA BEHERA,11-Sep-2025 04:24 PM,galgadalt.pdf (112.00 KB),AOC,1,2875884,Akshaya Kumar Mishra,04-Apr-2025 05:38 PM,Rejected-AOC,Reject,11-Sep-2025 04:25 PM,1.0,2875531.0,GHASIANI HIAL,INR,"566,508.01",Finance,On Opening the bids total 19 nos.of bids were found to be received online. Hence 19 nos.of bids ewre found to be valid.,SWAPNA BEHERA,11-Sep-2025 04:04 PM,finance_534086.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,,SWAPNA BEHERA,11-Sep-2025 04:18 PM,finsummary_534086.pdf (144.85 KB),"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore",2025_CEMIB_111853_3,MIDJEY12/2024-25,Improvement to Galgada Check Dam near Khurli G.P.in Nandapur Block of Koraput District under Imp. to Check Dam,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN GSTIN, License, Affidavit and as per DTCN","CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore",MIDJEY12/2024-25,2025_CEMIB_111853_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,700",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,Improvement to Galgada Check Dam near Khurli G.P.in Nandapur Block of Koraput District under Imp. to Check Dam,Improvement to Galgada Check Dam near Khurli G.P.in Nandapur Block of Koraput District under Imp. to Check Dam,Please refer tender documents ,NA ,"6,66,402",Civil Works - Water Works,NA ,Tender,90.0,60.0,Nandapur,764037.0,NA ,NA ,NA ,"Superintending Engineer, M.I. Division, Jeypore",No ,No,Superintending Engineer,"Superintending Engineer, M.I. Division, Jeypore",24-Mar-2025 10:00 AM,07-Apr-2025 11:00 AM,24-Mar-2025 10:00 AM,05-Apr-2025 05:00 PM,NA ,NA ,24-Mar-2025 10:00 AM,05-Apr-2025 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2,2874817,Babuli Sisa,02-Apr-2025 04:19 PM,Rejected-AOC,Reject,11-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,3,2876115,DAITARI BENIA,04-Apr-2025 06:15 PM,Rejected-AOC,Reject,11-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2869972,DEBABRATA ROUT,26-Mar-2025 09:20 PM,Rejected-AOC,Reject,11-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2875531,GHASIANI HIAL,05-Apr-2025 01:44 PM,Accepted-AOC,Reject,11-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2874269,JAYADAS KHORA (S.C),01-Apr-2025 02:30 PM,Rejected-AOC,Reject,11-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2874301,JOSADA KHARA,01-Apr-2025 04:32 PM,Rejected-AOC,Reject,11-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2876192,KAILASH CHANDRA CHOUDHURY,04-Apr-2025 07:20 PM,Rejected-AOC,Reject,11-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2872423,Kailash Chandra Golari,28-Mar-2025 06:02 PM,Rejected-AOC,Reject,11-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2875431,Laxman Hantal,03-Apr-2025 06:35 PM,Rejected-AOC,Reject,11-Sep-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
