Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2892699,Barsha Priyadarshini Behera,23-Apr-2025 03:46 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2885112,BHARAT BHUSAN JENA,16-Apr-2025 09:22 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2891986,BHARAT KUMAR SAHOO,22-Apr-2025 08:24 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2891882,BIJAYA KUMAR JENA,22-Apr-2025 06:38 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2892767,BIKASH CHANDRA NAYAK,23-Apr-2025 04:41 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2887462,BIKASH RANJAN DAS,17-Apr-2025 04:03 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2892431,Bikramjit Barik,23-Apr-2025 12:21 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2889972,BINAYAK SAMAL,21-Apr-2025 12:25 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2887738,BIRANCHI KUMAR DWIBEDI,19-Apr-2025 07:03 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2891642,BISWAJIT BISWAL,22-Apr-2025 02:46 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2887840,BISWAJIT DAS,18-Apr-2025 12:41 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2889259,BISWAJIT MOHAPATRA,22-Apr-2025 07:45 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2891938,BISWAJIT PANDA,22-Apr-2025 07:57 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2889444,Biswajit Samal,20-Apr-2025 02:26 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2891863,BISWOJIT MALLA,22-Apr-2025 05:39 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2891297,CHINMAY CHIRASUNDAR PARIDA,22-Apr-2025 11:45 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2891024,CHINMAY ROUT,21-Apr-2025 10:57 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2892494,Chiranjib Nayak,23-Apr-2025 01:07 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2892090,DEBASHIS MISHRA,22-Apr-2025 10:50 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2891423,DEBASHIS SAHOO,22-Apr-2025 12:48 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2890178,DEBASISH ROUT,23-Apr-2025 02:09 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2889985,DEEPTI RANJAN PANDA,21-Apr-2025 12:39 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2890737,DHIRENDRA KUMAR NAYAK,22-Apr-2025 10:45 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2892539,Dibyasingha Majhi,23-Apr-2025 01:43 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2892410,DIGAMBAR BISWAL,23-Apr-2025 12:29 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2891437,DILLIP KUMAR BEHERA,23-Apr-2025 11:11 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2892351,DILLIP KUMAR ROUT,23-Apr-2025 11:52 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2889302,GIRISH DWIBEDY,21-Apr-2025 08:50 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2892198,JANGYADATTA TRIPATHY,23-Apr-2025 09:54 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2890974,JINESH KUMAR MALLICK,21-Apr-2025 10:13 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2888558,J N GRAPHICES,21-Apr-2025 07:17 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2884838,JULKAR RAHEMAN KHAN,16-Apr-2025 01:55 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,2892067,JYOTI PRAKASH SAHOO,22-Apr-2025 09:57 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2890977,JYOTI RANJAN NAYAK,21-Apr-2025 10:15 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2892275,KALASHREE PRATIK JENA,23-Apr-2025 11:23 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2890956,KALINGA CONSTRUCTION,21-Apr-2025 10:49 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2888986,KALINGA KESHARI DEO,19-Apr-2025 04:59 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2890729,KALPATARU SAHOO,21-Apr-2025 07:07 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2891122,KAMALJIT MOHANTY,22-Apr-2025 10:59 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2888512,KARMABIR SAMAL,19-Apr-2025 10:40 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2890921,KUMAR GOURAB MAHARANA,21-Apr-2025 09:46 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2892548,KUNAL DAS,23-Apr-2025 03:33 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2891860,Laxmikanta Sahoo,23-Apr-2025 11:02 AM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2892147,LUCKY RANJAN PATRA,23-Apr-2025 12:40 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2890565,LWEET PATTANAYAK,21-Apr-2025 05:18 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2889413,MADHUSMITA SAMAL,21-Apr-2025 09:25 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2892521,MAHAMAD PAJ RIZWAN SEIKH,23-Apr-2025 01:36 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2891611,MAHAVIR BHOL,22-Apr-2025 03:56 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2891852,MANASA RANJAN BISWAL,22-Apr-2025 06:02 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2889461,MANAS RANJAN SAMAL,20-Apr-2025 02:48 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2890835,MANOJ KUMAR SETHI,21-Apr-2025 08:18 PM,Rejected-Finance,defeated in transparent lottery,24-Jun-2025 08:46 PM,,,,,,,,,,,,,,AOC
