S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,2956783.0,DEBASHIS MOHANTY,INR,"4,242,917",Finance,progress,Alok Kumar Naik,11-Jun-2025 10:31 AM,,BOQ Comparative Chart,SErourkelarandbdivision,Internal,SERandbdivisionRourkelaDAORourkelaRandBDivisionAEstimatorRourkelaRandB Division,Alok Kumar Naik,19-Sep-2025 12:41 PM,finsummary_541761.pdf (552.67 KB),EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-ROURKELA,2025_EICCL_114065_1,Bid id05 of 2025-26,"Construction of CD Works and RCC Drain at 3.000 km in the Pharmacy College chowk to BSNL chowk via Bandhposh, Pradhanpali, Tulsiltola in the dist. of Sundargarh for the year 2025-26",SErourkelarandbdivision,Internal,SERandbdivisionRourkelaDAORourkelaRandBDivisionAEstimatorRourkelaRandB Division,Alok Kumar Naik,19-Sep-2025 12:22 PM,techsummary_541761.pdf (365.16 KB),1,2956783,DEBASHIS MOHANTY,09-Jun-2025 02:05 PM,Accepted-AOC,"Lottery was held among above 8 bidders. Sri Debasish mohanty stood 1st lowest. His bid was accepted,Agmt drawn and Work order issued",19-Sep-2025 12:52 PM,19-Sep-2025,"INR 4,242,917",90.0,Alok Kumar Naik,19-Sep-2025 12:52 PM,workorderrccdrain.pdf (553.00 KB),"Lottery was held among above 8 bidders. Sri Debasish mohanty stood 1st lowest. His bid was accepted,Agmt drawn and Work order issued",AOC,1.0,ICICI BANK,"50,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration certificate, Registration in CDMS, PAN Card, GSTIN Certificate, Affidavit etc","6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-ROURKELA,Bid id05 of 2025-26,2025_EICCL_114065_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,31-May-2025 06:30 PM,10-Jun-2025 11:00 AM,31-May-2025 06:30 PM,09-Jun-2025 05:00 PM,NA ,NA ,31-May-2025 06:30 PM,09-Jun-2025 05:00 PM,Superintending Engineer rourkela R and division,Office of Superintending Engineer Rourkela R and B division,"Construction of CD Works and RCC Drain at 3.000 km in the Pharmacy College chowk to BSNL chowk via Bandhposh, Pradhanpali, Tulsiltola in the dist. of Sundargarh for the year 2025-26","Construction of CD Works and RCC Drain at 3.000 km in the Pharmacy College chowk to BSNL chowk via Bandhposh, Pradhanpali, Tulsiltola in the dist. of Sundargarh for the year 2025-26",Please refer tender document ,NA ,"49,90,868",Civil Works - Roads,NA ,Tender,90.0,90.0,Rourkela,769012.0,NA ,NA ,NA ,Office of Superintending Engineer Rourkela R and B,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2956119,DEEPAK KUMAR ROUT,08-Jun-2025 11:36 AM,Rejected-AOC,"Lottery was held among above 8 bidders. Sri Debasish mohanty stood 1st lowest. His bid was accepted,Agmt drawn and Work order issued",19-Sep-2025 12:52 PM,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,"Financial instruments such as cost of tender paper, EMD, Affidavit etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2953251,GANESH ROUT,05-Jun-2025 06:26 PM,Rejected-AOC,"Lottery was held among above 8 bidders. Sri Debasish mohanty stood 1st lowest. His bid was accepted,Agmt drawn and Work order issued",19-Sep-2025 12:52 PM,,,,,,,,AOC,,,,,,,,,,,.pdf,"Experience Certificate, List of Machinaries,Lease Deeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2953967,GIRISH SAMAL,07-Jun-2025 09:47 AM,Rejected-AOC,"Lottery was held among above 8 bidders. Sri Debasish mohanty stood 1st lowest. His bid was accepted,Agmt drawn and Work order issued",19-Sep-2025 12:52 PM,,,,,,,,AOC,,,,,,,,,,,.pdf,"No Relation Certificate, Schedule-E, Schedule-F, Affidavit etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2957926,M/S P M CONSTRUCTIONS,09-Jun-2025 04:41 PM,Rejected-AOC,"Lottery was held among above 8 bidders. Sri Debasish mohanty stood 1st lowest. His bid was accepted,Agmt drawn and Work order issued",19-Sep-2025 12:52 PM,,,,,,,,AOC,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2957743,PRATIK BHUYAN,09-Jun-2025 03:15 PM,Rejected-AOC,"Lottery was held among above 8 bidders. Sri Debasish mohanty stood 1st lowest. His bid was accepted,Agmt drawn and Work order issued",19-Sep-2025 12:52 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2957323,PRITI RANJAN SAMAL,09-Jun-2025 12:36 PM,Rejected-AOC,"Lottery was held among above 8 bidders. Sri Debasish mohanty stood 1st lowest. His bid was accepted,Agmt drawn and Work order issued",19-Sep-2025 12:52 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2955302,SUBASHIS SAHOO,07-Jun-2025 12:27 PM,Rejected-AOC,"Lottery was held among above 8 bidders. Sri Debasish mohanty stood 1st lowest. His bid was accepted,Agmt drawn and Work order issued",19-Sep-2025 12:52 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
