Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
03-Sep-2025,"INR 19,335,144",180.0,Bikram Keshari Malla,03-Sep-2025 03:56 PM,WORKORDER.pdf (569.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 26.08.2025,1.0,2989438.0,ASHOK KUMAR SETHI,INR,"19,335,144",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_114584_26,06/OPHWC/2025-26,"Constn. of Ancillary work at Automated Testing Station (ATS), Kalahandi",1,2989438,ASHOK KUMAR SETHI,04-Jul-2025 08:26 PM,Accepted-AOC,QUALIFIED BIDDER,03-Sep-2025 03:56 PM,Finance,financial bid opened,Bikram Keshari Malla,11-Aug-2025 11:39 AM,,BOQ Comparative Chart,AS PER TC MINUTES,Internal,AS PER TC MINUTES,Narmada Behera,08-Aug-2025 07:29 PM,11-Aug-2025 10:30 AM,techsummary_543607.pdf (183.72 KB),Technical,6 Nos. of bidders have been participated,Bikram Keshari Malla,08-Jul-2025 04:18 PM,,AS PER AS ACCEPTANCE LETTER,Internal,AS PER AS ACCEPTANCE LETTER,Bikram Keshari Malla,03-Sep-2025 03:51 PM,finsummary_543607.pdf (334.06 KB),AOC,19-Jun-2025 06:55 PM,07-Jul-2025 10:30 AM,19-Jun-2025 06:55 PM,05-Jul-2025 05:00 PM,NA ,NA ,19-Jun-2025 06:55 PM,05-Jul-2025 05:00 PM,11-Aug-2025 10:30 AM,"11,800",0.0,Nil,Nil,No,"Constn. of Ancillary work at Automated Testing Station (ATS), Kalahandi",Building Work,Please refer Tender documents. ,NA ,"2,27,44,553",Civil Works - Buildings,NA ,Tender,90.0,180.0,Kalahandi,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"2,27,400",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",Orissa State Police Housing and Welfare Corporation Ltd,06/OPHWC/2025-26,2025_OSPHW_114584_26,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,2990741,BIKRAM SETHI,05-Jul-2025 04:26 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,08-Aug-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,2986106,GIRISH CHANDRA BEHERA,04-Jul-2025 04:52 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,08-Aug-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,2984659,MS JAYARAM PRADHAN,05-Jul-2025 01:55 PM,Rejected-Finance,DUE TO L1 BIDDER BUT L2 BIDDER IS SC BIDDER GET WORK AT L1 RATE,03-Sep-2025 03:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,2988567,M/s Jyoti Engineering Works,05-Jul-2025 04:22 PM,Rejected-Technical,Non-securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,08-Aug-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,2990470,SOUMITRA BADAJENA,05-Jul-2025 03:59 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,08-Aug-2025 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
