S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,BDO ASTARANGA,ASTARANGA BLOCK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||ASTARANGA Block,09/2024-25/Astaranga Block,2025_ZPAB_114621_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,21-Jun-2025 04:30 PM,07-Jul-2025 11:00 AM,21-Jun-2025 04:30 PM,05-Jul-2025 05:00 PM,21-Jun-2025 04:30 PM ,04-Jul-2025 10:00 AM ,21-Jun-2025 04:30 PM,05-Jul-2025 05:00 PM,Construction of Additional Class Room at Astaranga Degree College,Construction of Additional Class Room at Astaranga Degree College,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,NA ,ASTARANGA BLOCK,752109.0,NA ,NA ,NA ,ASTARANGA BLOCK,No ,No,"35,094",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST,PAN,CONTRACTOR RC",AOC,1.0,2989820.0,PRIYABRATA PARIDA,INR,"2,983,394",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||ASTARANGA Block,2025_ZPAB_114621_1,09/2024-25/Astaranga Block,Construction of Additional Class Room at Astaranga Degree College,BDO Astaranga,Internal,,SASMITA BEHERA,16-Sep-2025 08:12 PM,techsummary_543682.pdf (847.89 KB),BDO Astaranga,Internal,,SASMITA BEHERA,16-Sep-2025 08:24 PM,finsummary_543682.pdf (847.89 KB),Finance,Finalisation of bid on 29/07/2025,SASMITA BEHERA,28-Jul-2025 02:39 PM,finance_543682.pdf,BOQ Comparative Chart,16-Sep-2025,"INR 2,983,394",150.0,SASMITA BEHERA,16-Sep-2025 08:33 PM,aggr1.pdf (154.00 KB),1,2990686,ADITI INDIA,05-Jul-2025 04:09 PM,Rejected-AOC,Bidder lose lottery,16-Sep-2025 08:33 PM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2989534,ADITYA NARAYAN SENAPATI,04-Jul-2025 08:27 PM,Rejected-AOC,Bidder lose lottery,16-Sep-2025 08:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2989283,BASANTA KUMAR BISWAL,04-Jul-2025 06:19 PM,Rejected-AOC,Bidder lose lottery,16-Sep-2025 08:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2987523,BIJAYA KUMAR MISHRA,04-Jul-2025 12:14 PM,Rejected-AOC,Bidder lose lottery,16-Sep-2025 08:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2990029,BISWOJIT PATTANAIK,05-Jul-2025 11:55 AM,Rejected-AOC,Bidder lose lottery,16-Sep-2025 08:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2984994,DEBADATTA BISWAL,02-Jul-2025 06:37 PM,Rejected-AOC,Bidder lose lottery,16-Sep-2025 08:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2990560,DEBASMITA KHANDUAL,05-Jul-2025 03:50 PM,Rejected-AOC,Bidder lose lottery,16-Sep-2025 08:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2990752,GOPABANDHU NAYAK,05-Jul-2025 04:25 PM,Rejected-AOC,Bidder lose lottery,16-Sep-2025 08:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2990797,KAILASH CHANDRA NAYAK,05-Jul-2025 04:51 PM,Rejected-AOC,Bidder lose lottery,16-Sep-2025 08:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2989833,KRUSHNA CHANDRA SWAIN,05-Jul-2025 09:16 AM,Rejected-AOC,Bidder lose lottery,16-Sep-2025 08:33 PM,AOC
