EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"2,24,000",Yes,fixed,,Nil,Nil,22-Mar-2024 10:00 AM,10-Jun-2024 11:00 AM,22-Mar-2024 10:00 AM,07-Jun-2024 05:00 PM,22-Mar-2024 10:00 AM ,28-Mar-2024 05:00 PM ,22-Mar-2024 10:00 AM,07-Jun-2024 05:00 PM,23-Jul-2024 04:30 PM,"CCE, Balangir (R and B) Circle, Balangir","O/o CCE, Balangir (R and B) Circle, Balangir",1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of tender paper cost and EMD, GSTIN, PAN, RC and Affidavit.","Construction of Guest House at Saheed Rendo Majhi Medical College Teaching Hospital, Bhawanipatna in the District of Kalahandi.",Building work,Please refer tender documents ,NA ,"2,23,70,857",Civil Works - Buildings,NA ,Tender,90.0,210.0,Bhawanipatna,766001.0,NA ,NA ,NA ,"O/o CCE, Balangir (R and B) Circle, Balangir",No ,No,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,CCE (R and B) BGR-50-2023-24,2024_EICCL_102923_9,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,B K Pattanaik,Internal,,Basistha Kumar Pattanaik,26-Sep-2024 05:48 PM,finsummary_500698.pdf (719.31 KB),Technical,The Technical bids of 14 (Fourteen) Nos. of bidders are opened for further consideration.,Basistha Kumar Pattanaik,10-Jun-2024 12:57 PM,technical_500698.pdf,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,2024_EICCL_102923_9,CCE (R and B) BGR-50-2023-24,"Construction of Guest House at Saheed Rendo Majhi Medical College Teaching Hospital, Bhawanipatna in the District of Kalahandi.",1.0,2493549.0,DILLIP KUMAR MISHRA,INR,"19,017,466",16-Sep-2025,"INR 19,017,466",210.0,Tapan Kumar Behera,16-Sep-2025 12:09 PM,agrmt.pdf (3350.00 KB),1,2493471,Bhakta Charan Bhoi,06-Jun-2024 08:55 PM,Rejected-Finance,lost by transparent lottery system,26-Sep-2024 05:48 PM,Finance,The Financial bids of 14 (Fourteen) Nos. of bidders are opened for further consideration.,Basistha Kumar Pattanaik,23-Jul-2024 06:22 PM,finance_500698.pdf,BOQ Comparative Chart,B K Pattanaik,Internal,,Basistha Kumar Pattanaik,23-Jul-2024 11:59 AM,23-Jul-2024 04:30 PM,techsummary_500698.pdf (930.65 KB),AOC
,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.pdf,Machineries and work Experience.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2488215,BYOMAKESH DASH,03-Jun-2024 09:55 AM,Rejected-Finance,lost by transparent lottery system,26-Sep-2024 05:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2493549,DILLIP KUMAR MISHRA,07-Jun-2024 12:44 PM,Accepted-AOC,aoc,16-Sep-2025 12:10 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2493517,Gupteswar Behera,06-Jun-2024 08:41 PM,Rejected-Finance,lost by transparent lottery system,26-Sep-2024 05:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2493671,JAY PRAKASH SHARMA,07-Jun-2024 02:12 PM,Rejected-Finance,lost by transparent lottery system,26-Sep-2024 05:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2493600,LOKNATH MAHARANA,07-Jun-2024 12:03 PM,Rejected-Finance,lost by transparent lottery system,26-Sep-2024 05:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2493582,MOHIT KUMAR AGRAWAL,07-Jun-2024 11:03 AM,Rejected-Finance,lost by transparent lottery system,26-Sep-2024 05:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2492878,M/s Jyoti Engineering Works,03-Jun-2024 09:15 AM,Rejected-Finance,lost by transparent lottery system,26-Sep-2024 05:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2490251,M/S UNISON INFRACON,07-Apr-2024 12:02 PM,Rejected-Finance,lost by transparent lottery system,26-Sep-2024 05:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2493573,NANU AGRAWAL,07-Jun-2024 04:24 PM,Rejected-Finance,lost by transparent lottery system,26-Sep-2024 05:48 PM,,,,,,,,,,,,,,AOC
