Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of 50 MT Godown and Office building at Kendumunda PACS under RMC Khariar Road,Construction of 50 MT Godown and Office building at Kendumunda PACS under RMC Khariar Road,Please refer DTCN ,NA ,"33,10,496",Civil Works - Buildings,NA ,Tender,90.0,180.0,NUAPADA,766105.0,NA ,NA ,NA ,"RMC, KHARIAR ROAD",No ,No,"33,105",Yes,fixed,,Nil,Nil,15-Apr-2025 10:00 AM,02-May-2025 10:00 AM,15-Apr-2025 10:00 AM,01-May-2025 05:00 PM,15-Apr-2025 10:00 AM ,30-Apr-2025 05:00 PM ,15-Apr-2025 10:00 AM,01-May-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, BID security, RC, GSTN, PAN, Affidavit and other documents as per DTCN",Odisha State Agricultural Marketing Board||RMC Khariarroad,01/RMCKHROAD/2025-26,2025_OSAMB_112458_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,000",Nil,Nil,No,"Collector, Nuapada-cum-Chairman, RMC, Khariar Road","O/o the Collector, Nuapada-cum-Chairman, RMC, Khariar Road",AOC,Chairman,Internal,"Accountant, Secretary, Junior Engineer, Asst. Engineer, CT GST Officer, ADM",Arjya Kumar Muduli,29-Sep-2025 01:01 PM,finsummary_536412.pdf (725.80 KB),Odisha State Agricultural Marketing Board||RMC Khariarroad,2025_OSAMB_112458_1,01/RMCKHROAD/2025-26,Construction of 50 MT Godown and Office building at Kendumunda PACS under RMC Khariar Road,1.0,2902856.0,JANAK RAM DURIA,INR,"2,814,253",Finance,All the member of the tender committee were present at the time of opening of bids.,Arjya Kumar Muduli,29-Sep-2025 12:42 PM,,BOQ Comparative Chart,03-Oct-2025,"INR 2,814,253",180.0,Arjya Kumar Muduli,29-Sep-2025 01:08 PM,JanakRamDuriaKendumunda.pdf (726.00 KB),Selected as L-1 bidder through transparency lottery system.,1,2903277,AKSHAYA KUMAR SETH,01-May-2025 03:07 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 01:01 PM,Chairman,Internal,"Accountant, Secretary, Junior Engineer, Asst. Engineer, CT GST Officer, ADM",Arjya Kumar Muduli,29-Sep-2025 12:51 PM,techsummary_536412.pdf (6112.72 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantities,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2900688,CH SUBASH CHANDRA PATRO,29-Apr-2025 05:43 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2902640,HARA MEHER,01-May-2025 04:16 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2902856,JANAK RAM DURIA,01-May-2025 11:32 AM,Accepted-AOC,Selected as L-1 bidder through transparency lottery system.,29-Sep-2025 01:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2903209,POOJA MITTAL,01-May-2025 02:14 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2890754,RAJENDRA PRASAD MEHER,01-May-2025 04:25 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2902651,ROHAN KUMAR NAG,30-Apr-2025 07:47 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2902800,Rupsing Majhi,01-May-2025 02:02 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2903128,SANJAY KUMAR AGRAWAL,01-May-2025 03:21 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2900002,SHASHIRAM MANGARAJ,29-Apr-2025 04:55 PM,Rejected-Finance,As per transparency lottery system.,29-Sep-2025 01:01 PM,,,,,,,AOC
