S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"6,300",Yes,fixed,,Nil,Nil,11-Weed clearance of HLC Range-I from RD 10.490 Km to 13.490 Km and 13.490Km to 15.490Km,Weed clearance of HLC Range-I from RD 10.490 Km to 13.490 Km and 13.490Km to 15.490Km (Weed Clearance),Please refer Tender documents. ,NA ,"6,29,734",Civil Works - Others,NA ,Tender,90.0,150.0,Jaraka,755050.0,NA ,NA ,NA ,"Superintending Engineer,Jaraka Irrigation Division",No ,No,"4,000",Nil,Nil,No,"SE, Jaraka Irrigation Division, Jaraka","Superintending Engineer, Jaraka Irrigation Division",09-Jun-2025 11:00 AM,19-Jun-2025 11:00 AM,09-Jun-2025 11:00 AM,18-Jun-2025 05:00 PM,09-Jun-2025 11:00 AM ,13-Jun-2025 05:00 PM ,09-Jun-2025 11:00 AM,18-Jun-2025 05:00 PM,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,JKID-02 OF 2025-26,2025_JIRR_114251_11,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN, RC, No Relation Certificate, Affidavit regarding authenticity",AOC,"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka AEE(Estimator), Jaraka Irrigation Division, Jaraka",Suman Satabdi Behera,07-Jul-2025 05:44 PM,finsummary_542359.pdf (4062.46 KB),CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,2025_JIRR_114251_11,JKID-02 OF 2025-26,11-Weed clearance of HLC Range-I from RD 10.490 Km to 13.490 Km and 13.490Km to 15.490Km,1.0,2972350.0,AMINA CHARAN NAYAK,INR,"535,336.66",Finance,Document of all the bidders downloaded,Sisira Kumar Das,20-Jun-2025 12:16 PM,,BOQ Comparative Chart,16-Aug-2025,"INR 535,336.66",150.0,Sisira Kumar Das,04-Sep-2025 01:03 PM,11.pdf (5487.00 KB),The work has been awarded to Amina Charan Nayak,1,2972112,Alekha Chandra Bastia,18-Jun-2025 01:38 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:44 PM,"Superintending Engineer, Jaraka Irrigation Division, Jaraka",Internal,"S.E., Jaraka Irrigation Division, Jaraka, DAO, Jaraka Irrigation Division, Jaraka AEE(Estimator), Jaraka Irrigation Division, Jaraka",Suman Satabdi Behera,07-Jul-2025 04:32 PM,techsummary_542359.pdf (4062.46 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2972350,AMINA CHARAN NAYAK,18-Jun-2025 04:25 PM,Accepted-AOC,The work has been awarded to Amina Charan Nayak,04-Sep-2025 01:03 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2971871,ANIL KUMAR MOHANTY,18-Jun-2025 03:36 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2970064,DEBADATTA MOHANTY,16-Jun-2025 09:53 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2972163,JYOTI MOHAN MOHANTY,18-Jun-2025 02:10 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2965995,KISHORE KUMAR MOHANTY,18-Jun-2025 02:02 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2971524,MAHESHWAR BEHERA,18-Jun-2025 09:33 AM,Rejected-Finance,Other than L1,07-Jul-2025 05:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2971554,PABITRA KUMAR ROUT,18-Jun-2025 09:34 AM,Rejected-Finance,Other than L1,07-Jul-2025 05:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2971328,RABI SETHI,17-Jun-2025 08:59 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2966345,RITA MALLIK,17-Jun-2025 09:37 PM,Rejected-Finance,Other than L1,07-Jul-2025 05:44 PM,,,,,,,AOC
