Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2977875,BUILDSCAPE,23-Jun-2025 12:06 AM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2985188,DEBASIS MOHAPATRA,01-Jul-2025 01:27 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2981977,KUNI BAXI,28-Jun-2025 11:50 AM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2985206,MAA FABRICATION,01-Jul-2025 01:35 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2983722,MAA SAMALEI TRADERS,30-Jun-2025 01:13 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2984047,MANORANJAN JENA,30-Jun-2025 03:28 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2980855,M/S MIRZA ARIF BAIG,26-Jun-2025 04:50 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2985361,M/s.TULSHI ENTERPRISES,01-Jul-2025 03:30 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2983061,P M CONSTRUCTION,01-Jul-2025 02:41 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2976511,PRAMOD KUMAR MOHANTY,27-Jun-2025 01:37 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2983499,RABINDRA KUMAR JENA,30-Jun-2025 11:35 AM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2985160,RADHASYAM MAHAPATRA,01-Jul-2025 01:08 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2978990,RAJESH KUMAR NAYAK,25-Jun-2025 07:31 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2984134,RATIKANTA SETHI,30-Jun-2025 03:51 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2984447,RIDHI CONSTRUCTION,30-Jun-2025 06:44 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2984967,SANTOSH KUMAR MALLICK,01-Jul-2025 11:42 AM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2983887,SASMITA SAMAL,30-Jun-2025 10:08 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2985505,SATISH KUMAR DUNGURI,01-Jul-2025 04:49 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2985317,SHUSANTA KUMAR ROUT,01-Jul-2025 02:59 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2977505,SUBHADRA ENTERPRISES,01-Jul-2025 04:56 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2982266,TAPAN SAHOO,28-Jun-2025 05:41 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
