Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Rourkela Municipal Corporation,MC/RMC/25/2025,2025_RMC_114629_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","6,000",Nil,Nil,No,"16,700",Yes,fixed,,Nil,Nil,"Painting on median Grills from Hanuman Vatika Chowk to Bisra Chowk, RMC, Rourkela.",Works,Please refer Tender documents. ,NA ,"16,70,000",Civil Works - Others,NA ,Tender,90.0,60.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,20-Jun-2025 06:00 PM,02-Jul-2025 11:00 AM,20-Jun-2025 06:00 PM,01-Jul-2025 05:00 PM,NA ,NA ,20-Jun-2025 06:00 PM,01-Jul-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN",AOC,04-Sep-2025,"INR 1,419,425.62",60.0,Manas Biswal,04-Sep-2025 03:44 PM,BID25.pdf (2713.00 KB),Awarded to Annapurna Hiteksha,1.0,2985001.0,ANNAPURNA HITEKSHA ENTERPRISES,INR,"1,419,425.62",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,04-Sep-2025 12:14 PM,finsummary_543695.pdf (2713.48 KB),Rourkela Municipal Corporation,2025_RMC_114629_6,MC/RMC/25/2025,"Painting on median Grills from Hanuman Vatika Chowk to Bisra Chowk, RMC, Rourkela.",Finance,EMD refund,Manas Biswal,03-Sep-2025 05:07 PM,finance_543695.pdf,BOQ Comparative Chart,1,2982348,ABHILASI SAMAL,28-Jun-2025 07:35 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,04-Sep-2025 11:28 AM,techsummary_543695.pdf (2713.48 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2979455,AJAY KUMAR SAMAL,24-Jun-2025 07:47 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2984279,ANITA SETHI,30-Jun-2025 04:47 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2985001,ANNAPURNA HITEKSHA ENTERPRISES,01-Jul-2025 12:14 PM,Accepted-AOC,By The Tender Committee,04-Sep-2025 03:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2980191,ARADHYA CONSTRUCTION,25-Jun-2025 06:12 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2979375,ARATI TRIPATHY,24-Jun-2025 06:26 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2985242,BABU CHANDAN KUMAR SAHOO,01-Jul-2025 01:57 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2983000,BAISHNAB CHARAN BEHERA,30-Jun-2025 08:46 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2982158,BIJAY KUMAR SAHOO,28-Jun-2025 03:02 PM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2983375,BRAJA MOHAN BEURA,30-Jun-2025 10:44 AM,Rejected-Technical,By The Tender Committee,04-Sep-2025 11:28 AM,,,,,,,AOC
