Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
SUPERINTENDING ENGINEER,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD","CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",e- Procurement Notice Bid Identification No- 04/MIDA/2025-26,2025_CEMIB_113585_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,19-May-2025 10:00 AM,30-May-2025 11:00 AM,19-May-2025 10:05 AM,29-May-2025 05:00 PM,NA ,NA ,19-May-2025 10:10 AM,29-May-2025 05:00 PM,Repair And Improvement To Posinallah Check Dam Over Kundi Nallah Near Village Kanpur In Ghasipura Block Of Keonjhar District For The Year 2025-26,Repair And Improvement To Posinallah Check Dam Over Kundi Nallah Near Village Kanpur In Ghasipura Block Of Keonjhar District For The Year 2025-26,Please refer Tender documents. ,NA ,"6,65,000",Civil Works - Others,NA ,Rate Contract,90.0,30.0,GHASIPURA,758020.0,NA ,NA ,NA ,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",No ,No,"6,700",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, PAN, GST, EMD, Affidavits,Other relevant documents as per DTCN","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,SE,Internal,,Ashok Kumar Sethi,20-Sep-2025 07:14 AM,finsummary_540101.pdf (202.96 KB),"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",2025_CEMIB_113585_2,e- Procurement Notice Bid Identification No- 04/MIDA/2025-26,Repair And Improvement To Posinallah Check Dam Over Kundi Nallah Near Village Kanpur In Ghasipura Block Of Keonjhar District For The Year 2025-26,1.0,2927357.0,RAJESH KUMAR PEREI,INR,"564,817.02",Finance,summary,Ashok Kumar Sethi,07-Aug-2025 07:44 AM,,BOQ Comparative Chart,1,2934788,BHARATI NAYAK,27-May-2025 12:39 PM,Accepted-Technical,technical evaluation,07-Aug-2025 09:58 PM,20-Sep-2025,"INR 564,817.02",30.0,Ashok Kumar Sethi,20-Sep-2025 07:39 AM,posinallaimpcd.pdf (181.00 KB),SE,Internal,,Ashok Kumar Sethi,07-Aug-2025 09:58 PM,techsummary_540101.pdf (202.96 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2940554,BIBEKANANDA NAYAK,29-May-2025 02:30 PM,Accepted-Technical,technical evaluation,07-Aug-2025 09:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2939269,BINAYA KUMAR SAHOO,28-May-2025 10:25 PM,Accepted-Technical,technical evaluation,07-Aug-2025 09:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2936250,BUDDHADEVA SAHU,27-May-2025 10:56 PM,Accepted-Technical,technical evaluation,07-Aug-2025 09:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2929063,HADIBANDHU KHUNTIA,22-May-2025 06:59 PM,Accepted-Technical,technical evaluation,07-Aug-2025 09:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2928810,HITESH KUMAR PRUSTY,22-May-2025 03:55 PM,Accepted-Technical,technical evaluation,07-Aug-2025 09:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2929005,JUGALA KISHOR BHUYAN,22-May-2025 05:48 PM,Accepted-Technical,technical evaluation,07-Aug-2025 09:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2930145,KALANDI BEHERA,23-May-2025 06:31 PM,Accepted-Technical,technical evaluation,07-Aug-2025 09:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2931898,KAPILA CHARAN MALIK,25-May-2025 04:06 PM,Accepted-Technical,technical evaluation,07-Aug-2025 09:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2936353,LIMA MANGAL,27-May-2025 09:46 PM,Accepted-Technical,technical evaluation,07-Aug-2025 09:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2938783,MANGULI CHARAN NAHAK,28-May-2025 06:19 PM,Accepted-Technical,technical evaluation,07-Aug-2025 09:58 PM,,,,,,,,,,,,,AOC
