Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Er Soumya Kishore Jaipuria,Internal,"Er Manoj Kumar Dash Estimator, Er Sourav Kumar Dash AEE, Sri Dilip Kumar Shaw DAO",SOUMYA KISHORE JAIPURIA,09-Jun-2025 10:10 AM,techsummary_535542.pdf (373.54 KB),11-Jun-2025,"INR 1,093,217",60.0,SOUMYA KISHORE JAIPURIA,16-Sep-2025 12:58 PM,rohit.pdf (1105.00 KB),selected as L1 bidder through transparent lottery system,1,2885678,ADITYA KUMAR DURIA,16-Apr-2025 11:51 AM,Rejected-Finance,not selected in transparent lottery system,09-Jun-2025 10:19 AM,1.0,2878544.0,ROHIT KUMAR AGRAWAL,INR,"1,093,217",Finance,12 nos of bidders have participated in this tender,SOUMYA KISHORE JAIPURIA,22-Apr-2025 12:47 PM,finance_535542.pdf,BOQ Comparative Chart,Er Soumya Kishore Jaipuria,Internal,"Er Manoj Kumar Dash Estimator, Er Sourav Kumar Dash AEE, Sri Dilip Kumar Shaw DAO",SOUMYA KISHORE JAIPURIA,09-Jun-2025 10:19 AM,finsummary_535542.pdf (348.97 KB),CCE Lower Indra Irr. Project Nuapada||CCE LIP||EE Lower Indra Canal Divn. Khariar,2025_CCELI_112251_2,SELICD 01/2025-26,Cleaning of toe drain and longitudinal drain of DS slope along with bush cutting in earth dam from Rd 0.00m to 1920m Earth Dam of Lower Indra Irrigation Project,AOC,"12,900",Yes,fixed,,Nil,Nil,07-Apr-2025 10:00 AM,19-Apr-2025 11:00 AM,07-Apr-2025 10:00 AM,17-Apr-2025 05:00 PM,07-Apr-2025 10:00 AM ,13-Apr-2025 05:00 PM ,07-Apr-2025 10:00 AM,17-Apr-2025 05:00 PM,CCE Lower Indra Irr. Project Nuapada||CCE LIP||EE Lower Indra Canal Divn. Khariar,SELICD 01/2025-26,2025_CCELI_112251_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Cleaning of toe drain and longitudinal drain of DS slope along with bush cutting in earth dam from Rd 0.00m to 1920m Earth Dam of Lower Indra Irrigation Project,Cleaning of toe drain and longitudinal drain of DS slope along with bush cutting in earth dam from Rd 0.00m to 1920m Earth Dam of Lower Indra Irrigation Project,As per DTCN ,NA ,"12,85,987",Civil Works - Others,NA ,Tender,90.0,60.0,DAM SITE TIKHALI,766107.0,NA ,NA ,NA ,O/o THE SE LI CANAL DIVISION KHARIAR,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, GST, PAN, Contractors RC, EMD, Affidavit, No Relation Certificate","6,000",Nil,Nil,No,SE LI CANAL DIVISION KHARIAR,"O/o THE SE LI CANAL DIVISION KHARIAR, Dist- Nuapada",AOC
,,,,,,,,,,,,,2,2886474,DHANANJAYA PADHAN,17-Apr-2025 11:00 AM,Rejected-Finance,not selected in transparent lottery system,09-Jun-2025 10:19 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITIES,,,,,,,AOC
,,,,,,,,,,,,,3,2882975,JANAK RAM DURIA,12-Apr-2025 04:20 PM,Rejected-Finance,not selected in transparent lottery system,09-Jun-2025 10:19 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any Other Documents as per DTCN,,,,,,,AOC
,,,,,,,,,,,,,4,2885949,JYOTIRADITYA CONSTRUCTIONS,16-Apr-2025 01:21 PM,Rejected-Finance,not selected in transparent lottery system,09-Jun-2025 10:19 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2885742,MAA TARINI CONSTRUCTION PROPRIETOR SNEHALATA MAJHI (S.T),16-Apr-2025 01:04 PM,Rejected-Finance,not selected in transparent lottery system,09-Jun-2025 10:19 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2887180,MANOJ DANG,17-Apr-2025 01:29 PM,Rejected-Finance,not selected in transparent lottery system,09-Jun-2025 10:19 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2885925,MOHIT AGRAWAL,16-Apr-2025 06:57 PM,Rejected-Finance,not selected in transparent lottery system,09-Jun-2025 10:19 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2885824,MURARI LAL AGRAWAL,16-Apr-2025 12:51 PM,Rejected-Finance,not selected in transparent lottery system,09-Jun-2025 10:19 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2885192,NEELAM GUPTA,16-Apr-2025 08:54 PM,Rejected-Finance,not selected in transparent lottery system,09-Jun-2025 10:19 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2883150,NETRANANDA MEHER,13-Apr-2025 12:21 PM,Rejected-Finance,not selected in transparent lottery system,09-Jun-2025 10:19 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
