EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,400",Yes,fixed,,Nil,Nil,"Construction of Water Body near village Bhuluda, Belda RF of Patna Range","Construction of Water Body near village Bhuluda, Belda RF of Patna Range under SS-WLCP",Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,120.0,150.0,Belda RF of Patna Range,758030.0,NA ,NA ,NA ,O/o the Divisional Forest Officer Keonjhar Divisio,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Divisional Forest Officer,At/Po/Dist- Keonjhar-758001,08-Jul-2025 10:00 AM,18-Jul-2025 10:00 AM,08-Jul-2025 10:00 AM,17-Jul-2025 05:00 PM,08-Jul-2025 10:00 AM ,17-Jul-2025 05:00 PM ,08-Jul-2025 10:00 AM,17-Jul-2025 05:00 PM,Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,FEnCC-DFOT KJR-01_2025-26,2025_DFOKJ_115123_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",Nil,Nil,No,AOC,"Dhanraj HD, IFS",Internal,"Jyotirmaya Suar, Jr Asst., Narayan Panda, I/c Head Clerk, Ashok Ku Das, ACF, Sudipta Ku Panda, ACF",Ashok Kumar Das,20-Sep-2025 10:44 AM,finsummary_545238.pdf (166.86 KB),"Dhanraj HD, IFS",Internal,"Jyotirmaya Suar, Jr Asst., Narayan Panda, I/c Head Clerk, Ashok Ku Das, ACF, Sudipta Ku Panda, ACF",Ashok Kumar Das,20-Sep-2025 10:39 AM,techsummary_545238.pdf (351.90 KB),1.0,2998422.0,RASMILATA PALEI,INR,"637,613",Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,2025_DFOKJ_115123_27,FEnCC-DFOT KJR-01_2025-26,"Construction of Water Body near village Bhuluda, Belda RF of Patna Range",1,3001732,ANIL NAIK,17-Jul-2025 12:28 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,24-Sep-2025,"INR 637,613",150.0,Dhanraj Hanumant Dhamdhere,25-Sep-2025 06:23 PM,27.pdf (525.00 KB),Work Order Issue to L1 Bidder selected through Lottery,Finance,BOQ Chart Comparission,Dhanraj Hanumant Dhamdhere,28-Jul-2025 03:56 PM,finance_545238.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2995133,ANNAPURNA ROUT,10-Jul-2025 10:36 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3000275,BHAGYADHAR SETHY,15-Jul-2025 07:12 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2995086,BISHNUPRASAD JENA,11-Jul-2025 11:45 AM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3002529,biswajit behera,17-Jul-2025 04:55 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2999768,CHAITANYA PANDIT,17-Jul-2025 02:31 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3002055,CHANDRA SEKHAR MOHANTA,17-Jul-2025 12:45 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2994763,GANGADHAR DAS,13-Jul-2025 11:19 AM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2999005,GANGADHAR NAIK,16-Jul-2025 08:38 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2999795,HEMANTA KUMAR NAIK,15-Jul-2025 12:42 PM,Rejected-Technical,dis-qualified,20-Sep-2025 10:39 AM,,,,,,,,,,,,,,AOC
