EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3002386,JAGADISH CHANDRA SINGH,17-Jul-2025 03:09 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3001283,JYOTIPRIYOM SETHY,16-Jul-2025 05:27 PM,Rejected-Technical,DIS-QUALIFY,20-Sep-2025 10:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3001908,JYOTISMITA SAHU,17-Jul-2025 11:29 AM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,3000871,LATIKA DEHURY,16-Jul-2025 01:18 PM,Rejected-Technical,Dis-Qualify,20-Sep-2025 10:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,3002162,LAVESH KUMAR MOHANTA,17-Jul-2025 01:13 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,2997934,MAHAVIR CONSTRUCTION,13-Jul-2025 01:40 PM,Rejected-Technical,dIS-qUALIFY,20-Sep-2025 10:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,3000061,MINATI MOHAPATRA,16-Jul-2025 11:49 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,18,3000001,NAMITA JENA,16-Jul-2025 02:08 PM,Rejected-Technical,DIS-QUALIFY,20-Sep-2025 10:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,19,3000799,NIRMAL KUMAR MOHANTA,17-Jul-2025 01:08 AM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,20,2999848,Prahallada Chandra Sahu,15-Jul-2025 09:29 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,21,3000521,PRAVATI SAHOO,16-Jul-2025 10:33 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,22,2999546,PRIYARANJAN SINGH,15-Jul-2025 07:05 PM,Rejected-Technical,dis-qualified,20-Sep-2025 10:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,23,3000788,PURNA CHANDRA MAHANTA,16-Jul-2025 12:21 PM,Rejected-Technical,Dis-Qualify,20-Sep-2025 10:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,24,3001978,RADHANATH SETHY,17-Jul-2025 12:08 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,25,2998422,RASMILATA PALEI,13-Jul-2025 10:15 PM,Accepted-AOC,Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,26,3001353,SAGARIKA GIRI,16-Jul-2025 06:18 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,27,3000597,Sankhali Charan Parida,17-Jul-2025 05:23 AM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,28,2997514,SAROJINI JENA,13-Jul-2025 08:03 AM,Rejected-Technical,Dis-Qualify,20-Sep-2025 10:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,29,3002234,SATYA NARAYAN NAIK,17-Jul-2025 01:40 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,30,2998951,SHAIKH JOBER PARWAYS,14-Jul-2025 01:39 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,31,2998475,SRI RAMA CHANDRA ROUT,14-Jul-2025 01:15 PM,Rejected-Technical,Dis-qualify,20-Sep-2025 10:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,32,2997867,SUDHIR KUMAR SWAIN,13-Jul-2025 02:23 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,33,3001620,SUJATA PRUSTY,17-Jul-2025 01:19 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,34,3000218,SUSAMA SETHY,15-Jul-2025 06:49 PM,Rejected-Technical,dis-qualify,20-Sep-2025 10:39 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,35,2996643,TRILOCHAN MAHANTA,11-Jul-2025 06:30 PM,Rejected-AOC,Not Accepted,25-Sep-2025 06:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,36,3000448,TRILOCHAN SAHU,16-Jul-2025 11:51 AM,Rejected-Technical,DIS-QUALIFY,20-Sep-2025 10:39 AM,,,,,,,,,,,,,,AOC
