EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"13,198",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,30-Nov-2024 06:00 PM,07-Dec-2024 11:00 AM,30-Nov-2024 06:00 PM,06-Dec-2024 05:00 PM,30-Nov-2024 06:00 PM ,06-Dec-2024 05:00 PM ,30-Nov-2024 06:00 PM,06-Dec-2024 05:00 PM,Additional Chief Engineer,O/O Superintending Engineer Kalahandi R and B Division Bhawanipatna,1.0,ICICI BANK,Power supply to newly constructed Town Hall building at Dharmagarh in the district of Kalahandi.,Power Supply,Please refer Tender documents. ,NA ,"13,19,848",Electrical Works,NA ,Tender,90.0,60.0,"Dharamgarh, Kalahandi",766015.0,NA ,NA ,NA ,O/O SE Kalahandi R and B Division Bhawanipatna,No ,No,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,BC KLD-10/2024-2025,2024_EICCL_107744_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contactor RC, PAN, GSTIN, Affidavits, Under taking other documents as per DTCN",AOC,03-Sep-2025,"INR 1,122,003.031",60.0,Shibaji Pradhan,03-Sep-2025 01:39 PM,textilefin.pdf (356.00 KB),1,2686135,DHARMENDRA KUMAR JOSHI,06-Dec-2024 04:48 PM,Rejected-Finance,Disqualified,03-Sep-2025 01:37 PM,Superintending Engineer,Internal,,Shibaji Pradhan,03-Sep-2025 01:24 PM,techsummary_518735.pdf (346.70 KB),EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,2024_EICCL_107744_2,BC KLD-10/2024-2025,Power supply to newly constructed Town Hall building at Dharmagarh in the district of Kalahandi.,Superintending Engineer,Internal,,Shibaji Pradhan,03-Sep-2025 01:37 PM,finsummary_518735.pdf (312.46 KB),Finance,5 No. of bidders,Prakash Kumar Behera,07-Dec-2024 12:52 PM,,BOQ Comparative Chart,1.0,2680842.0,MAA BHUBANESWARI ELECTRICALS,INR,"1,122,003.031",AOC
,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill Of Quantity,AOC,,,,,,,2,2680652,DINESH KUMAR AGRAWAL,04-Dec-2024 12:27 PM,Rejected-Finance,Disqualified,03-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2680842,MAA BHUBANESWARI ELECTRICALS,04-Dec-2024 09:02 PM,Accepted-AOC,1st Lowest bidder,03-Sep-2025 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2686045,SANDIP KUMAR AGRAWAL,06-Dec-2024 04:35 PM,Rejected-Technical,Disqualified,03-Sep-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2680277,UNITED POWER,04-Dec-2024 10:12 AM,Rejected-Finance,Disqualified,03-Sep-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
