Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, Registration Certificate, Affidavit, NRC, undertakings, any other documents as per DTCN.",CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,e-Procurement Notice No.2/2024-25,2025_SCDBH_109446_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"16,900",Yes,fixed,,Nil,Nil,(17) Improvement to approach road to village Hengupati from Chandabali-Hengupati T.R.E.,Improvement to approach road,Please refer Tender documents. ,NA ,"16,84,032",Civil Works - Roads,NA ,Tender,90.0,120.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o S.E, Salandi Canal Division, Bhadrak",No ,No,"6,000",Nil,Nil,No,1.0,ICICI BANK,16-Jan-2025 01:00 PM,01-Feb-2025 11:00 AM,16-Jan-2025 01:00 PM,31-Jan-2025 05:00 PM,16-Jan-2025 01:00 PM ,22-Jan-2025 05:00 PM ,16-Jan-2025 01:00 PM,31-Jan-2025 05:00 PM,Superintending Engineer,"O/o S.E, Salandi Canal Division, Bhadrak",AOC,"SE, Salandi Canal Division",Internal,"SE and DAO, Office of the SE, Salandi Canal Division, Bhadrak",Raikan Besra,01-Sep-2025 01:06 PM,techsummary_525882.pdf (731.21 KB),"SE, Salandi Canal Division",Internal,"SE and DAO, Office of the SE, Salandi Canal Division, Bhadrak",Raikan Besra,01-Sep-2025 01:10 PM,finsummary_525882.pdf (731.21 KB),Finance,Uploaded documents of all the participated bidders have been downloaded successfully.,Raikan Besra,01-Sep-2025 01:00 PM,,BOQ Comparative Chart,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,2025_SCDBH_109446_17,e-Procurement Notice No.2/2024-25,(17) Improvement to approach road to village Hengupati from Chandabali-Hengupati T.R.E.,1.0,2790696.0,RAJASHREE CHAKRA,INR,"1,431,595",1,2784584,AJAYA KUMAR DASH,29-Jan-2025 10:22 AM,Rejected-Technical,Did not won the lottery,01-Sep-2025 01:06 PM,01-Sep-2025,"INR 1,431,595",120.0,Raikan Besra,01-Sep-2025 01:14 PM,WOSAP2P17.pdf (731.00 KB),Won the lottery,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2788130,Ajit Kumar Bhoi,30-Jan-2025 08:30 AM,Rejected-Technical,Did not won the lottery,01-Sep-2025 01:06 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2789812,Ashish Puhana,30-Jan-2025 04:18 PM,Rejected-Technical,Did not won the lottery,01-Sep-2025 01:06 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2788262,ASWINI KUMAR MALLICK,30-Jan-2025 06:31 AM,Rejected-Technical,Did not won the lottery,01-Sep-2025 01:06 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2788285,BAIDHAR BHARATI,30-Jan-2025 07:35 AM,Rejected-Technical,Did not won the lottery,01-Sep-2025 01:06 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2790326,BHABESH KUMAR NAYAK,31-Jan-2025 07:53 AM,Rejected-Technical,Did not won the lottery,01-Sep-2025 01:06 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2770913,"BHADRAKALI ENGINEERING AND INFRASTRUCTURE PVT. LTD, DIRECTOR-TAPAN KUMAR DAS",23-Jan-2025 11:49 AM,Rejected-Technical,Did not won the lottery,01-Sep-2025 01:06 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2771538,Biswanath Barik,25-Jan-2025 06:05 AM,Rejected-Technical,Did not won the lottery,01-Sep-2025 01:06 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2788458,Biswaranjan Samal,30-Jan-2025 09:54 AM,Rejected-Technical,Did not won the lottery,01-Sep-2025 01:06 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2787756,BRAJASUNDAR MOHANTY,29-Jan-2025 08:41 PM,Rejected-Technical,Did not won the lottery,01-Sep-2025 01:06 PM,,,,,,,,AOC
