Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
Finance,6 Nos. Bidders Participated,MANAS RANJAN BUDA,19-Apr-2025 04:26 PM,finance_534856.pdf,BOQ Comparative Chart,1.0,2881306.0,Pankaj kumar pandey,INR,"1,298,895",Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Nuapada,2025_OLIC_112006_43,OLIC-NPD-03/2024-25,Revival of SOLBANDH-I defunct LI. Project under KOMNA Block in NUAPADA District under State Plan Fund 2024-25.,EE,Internal,EE and others,MANAS RANJAN BUDA,07-Sep-2025 09:38 AM,finsummary_534856.pdf (198.53 KB),EE,Internal,EE and ohers,MANAS RANJAN BUDA,07-Sep-2025 05:49 AM,techsummary_534856.pdf (1298.31 KB),07-Sep-2025,"INR 1,527,932.05",90.0,MANAS RANJAN BUDA,07-Sep-2025 09:40 AM,43.pdf (1298.00 KB),Success on Lottery system,1,2881098,MOHAMMED SALMAN,10-Apr-2025 07:26 PM,Rejected-Finance,Unsuccess on Lottery system,07-Sep-2025 09:38 AM,AOC,1.0,ICICI BANK,Revival of SOLBANDH-I defunct LI. Project under KOMNA Block in NUAPADA District under State Plan Fund 2024-25.,Revival of SOLBANDH-I defunct LI. Project under KOMNA Block in NUAPADA District under State Plan Fund 2024-25.,Please refer Tender documents. ,NA ,"15,27,932",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Nuapada,766105.0,NA ,NA ,NA ,"O/O. the Executive Engineer, L.I. Division, Nuapad",No ,No,"15,279",Yes,percentage,1.0%,Nil,Nil,"Executive Engineer, L.I. Division, Nuapada","O/O. the Executive Engineer, L.I. Division, Nuapad",Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Nuapada,OLIC-NPD-03/2024-25,2025_OLIC_112006_43,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,04-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,04-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,04-Apr-2025 11:00 AM ,09-Apr-2025 05:00 PM ,04-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of TP, EMD, PAN, GST, RC, Affidavits, Joint Venture and other imp Document as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2881382,NIRAJ KUMAR PANDEY,11-Apr-2025 01:47 AM,Rejected-Finance,Unsuccess on Lottery system,07-Sep-2025 09:38 AM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2881306,Pankaj kumar pandey,11-Apr-2025 04:47 PM,Accepted-AOC,Success on Lottery system,07-Sep-2025 09:41 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2879236,ROHIT KUMAR TRIVEDI,08-Apr-2025 06:59 PM,Rejected-Finance,Unsuccess on Lottery system,07-Sep-2025 09:38 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2879363,SEELA RAJEYA REDDY,08-Apr-2025 09:45 PM,Rejected-Finance,Unsuccess on Lottery system,07-Sep-2025 09:38 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2881321,SURENDRA KUMAR AGRAWAL,10-Apr-2025 10:02 PM,Rejected-Finance,Unsuccess on Lottery system,07-Sep-2025 09:38 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
