Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Construction of 04 nos E type Qrs. for staff of Angul (R and B) Division for the year 2024-25,Construction of 04 nos E type Qrs. for staff of Angul (R and B) Division for the year 2024-25,Please refer Tender documents ,NA ,"1,47,12,848",Civil Works - Buildings,NA ,Tender,90.0,210.0,Angul,759122.0,NA ,NA ,NA ,CCE Dhenkanal R and B Circle Dhenkanal,No ,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CCE Dhenkanal R and B Circle Dhenkanal,CCE Dhenkanal R and B Circle Dhenkanal,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, EMD, PAN, Valid RC",07-Feb-2025 02:00 PM,24-Feb-2025 11:00 AM,07-Feb-2025 02:00 PM,21-Feb-2025 05:00 PM,NA ,NA ,07-Feb-2025 02:00 PM,21-Feb-2025 05:00 PM,10-Mar-2025 11:00 AM,"1,47,000",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,CCE DKL R and B/16-2024-25,2025_EICCL_110328_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,CCE Dhenkanal Circle,Internal,SE DAO Estimator of Division PA to CCE Estimator,Purna Chandra Dalai,11-Sep-2025 11:00 AM,finsummary_529133.pdf (158.05 KB),Technical,Opened,Purna Chandra Dalai,24-Feb-2025 01:51 PM,technical_529133.pdf,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,2025_EICCL_110328_1,CCE DKL R and B/16-2024-25,Construction of 04 nos E type Qrs. for staff of Angul (R and B) Division for the year 2024-25,1.0,2828348.0,Sumeet Satpathy,INR,"12,507,392",1,2828690,ANIL KUMAR SAHOO,21-Feb-2025 09:25 AM,Rejected-AOC,Disqualify in transparent lottery,11-Sep-2025 11:14 AM,11-Sep-2025,"INR 14,712,848",210.0,Purna Chandra Dalai,11-Sep-2025 11:13 AM,EType_Angul.pdf (293.00 KB),Agreement on dt. 29.04.2025,Finance,Opened,Purna Chandra Dalai,10-Mar-2025 02:36 PM,finance_529133.pdf,BOQ Comparative Chart,CCE Dhenkanal Circle,Internal,SE DAO Estimator of Division PA to CCE Estimator of Circle,Purna Chandra Dalai,06-Mar-2025 09:50 PM,10-Mar-2025 11:00 AM,techsummary_529133.pdf (1824.48 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,"Affidavit, Machineries and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2808150,BIJAY KUMAR SWAIN,10-Feb-2025 05:31 PM,Rejected-AOC,Disqualify in transparent lottery,11-Sep-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2808196,BISWANATH PRATAP MANDAL,10-Feb-2025 05:45 PM,Rejected-AOC,Disqualify in transparent lottery,11-Sep-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2825979,CHINMAYA KUMAR JENA,19-Feb-2025 04:57 PM,Rejected-AOC,Disqualify in transparent lottery,11-Sep-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2828528,DILESWAR PRADHAN,20-Feb-2025 10:11 PM,Rejected-AOC,Disqualify in transparent lottery,11-Sep-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2825791,HSB INFRATECH PRIVATE LIMITED,20-Feb-2025 06:38 PM,Rejected-Technical,Disqualified as per DTCN clause No 7 and 112 e,06-Mar-2025 09:50 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2829476,KALYAN KUMAR SAHOO,21-Feb-2025 04:44 PM,Rejected-AOC,Disqualify in transparent lottery,11-Sep-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2808124,M/s SHREE JAGANNATH CONSTRUCTION AND SUPPLIERS Prop PRITI RANJAN SENAPATI,10-Feb-2025 05:10 PM,Rejected-AOC,Disqualify in transparent lottery,11-Sep-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2825299,M/s.SUBHRANSU SOBHAN PATTANAIK,21-Feb-2025 09:49 AM,Rejected-AOC,Disqualify in transparent lottery,11-Sep-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2825861,Naresh Bhoi,19-Feb-2025 04:03 PM,Rejected-AOC,Disqualify in transparent lottery,11-Sep-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,AOC
