Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
DebiprasannaGhose,Internal,"DebiprasannaGhose,Upendra Kumar,Sushree sangita Nayak",Debi Prasanna Ghose,16-Sep-2025 05:49 PM,techsummary_532122.pdf (123.30 KB),1,2848199,ABHILASH PRADHAN,09-Mar-2025 09:22 PM,Rejected-Finance,Looser of the transparent lottery system.,16-Sep-2025 05:56 PM,16-Sep-2025,"INR 27,445,036.66",30.0,Debi Prasanna Ghose,16-Sep-2025 06:47 PM,118.pdf (123.00 KB),Winner of the transparent lottery system.,1.0,2848854.0,MESSERS BIRAJA ELECTRICAL AND CONSTRUCTION,INR,"2,745,036.66",Finance,Technically Submitted,Debi Prasanna Ghose,16-Sep-2025 05:45 PM,finance_532122.pdf,BOQ Comparative Chart,DebiprasannaGhose,Internal,"DebiprasannaGhose,Upendra Kumar,Sushree sangita Nayak",Debi Prasanna Ghose,16-Sep-2025 05:56 PM,finsummary_532122.pdf (123.30 KB),EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BHADRAK,2025_EICCL_111304_1,SE RandB BDK-42/2024-25-5,Shifting of 11KV/DTR/LT line for widening and strengthening of Ichhapur to Basudevpur road from 0/000km to 23/700km (Except 10/000km to 10/600km) from padmapur PSS to Sabaranga Market end.,AOC,1.0,ICICI BANK,"32,291",Yes,fixed,,Nil,Nil,Shifting of 11KV/DTR/LT line for widening and strengthening of Ichhapur to Basudevpur road from 0/000km to 23/700km (Except 10/000km to 10/600km) from padmapur PSS to Sabaranga Market end.,Shifting of 11KV/DTR/LT line for widening and strengthening of Ichhapur to Basudevpur road from 0/000km to 23/700km (Except 10/000km to 10/600km) from padmapur PSS to Sabaranga Market end.,Please refer Tender documents. ,NA ,,Electrical Works,NA ,Tender,90.0,30.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/O the Superitending Engineer (RnB) Division , Bh",No ,No,1.0,corrigendum for modification,Other,,"Superitending Engineer (RnB) Division , Bhadrak","O/O the Superitending Engineer (RnB) Division , Bh","6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BHADRAK,SE RandB BDK-42/2024-25-5,2025_EICCL_111304_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,04-Mar-2025 09:00 AM,11-Mar-2025 11:30 AM,04-Mar-2025 09:00 AM,10-Mar-2025 05:00 PM,NA ,NA ,04-Mar-2025 09:00 AM,10-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online payment receipt of Paper cost, Bid Security, GSTIN, PAN, Registration Certificates",AOC
,,,,,,2,2848980,ASIT KUMAR SARANGI,10-Mar-2025 02:13 PM,Rejected-Finance,Looser of the transparent lottery system.,16-Sep-2025 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC
,,,,,,3,2848474,BIPLAB KUMAR NAYAK,10-Mar-2025 02:53 PM,Rejected-Finance,Looser of the transparent lottery system.,16-Sep-2025 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2847250,DEBABRATA MISHRA,08-Mar-2025 02:53 PM,Rejected-Finance,Looser of the transparent lottery system.,16-Sep-2025 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2849269,DINESH KUMAR AGARWALA,10-Mar-2025 03:35 PM,Rejected-Finance,Looser of the transparent lottery system.,16-Sep-2025 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2847144,GOPINATH DAS,10-Mar-2025 02:10 PM,Rejected-Finance,Looser of the transparent lottery system.,16-Sep-2025 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2848108,JHADESWAR ELECTRICALS AND ERECTORS,10-Mar-2025 06:20 AM,Rejected-Finance,Looser of the transparent lottery system.,16-Sep-2025 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2848854,MESSERS BIRAJA ELECTRICAL AND CONSTRUCTION,10-Mar-2025 02:05 PM,Accepted-AOC,Winner of the transparent lottery system.,16-Sep-2025 06:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2849411,M/s. Ganapati Electricals,10-Mar-2025 04:26 PM,Rejected-Finance,Looser of the transparent lottery system.,16-Sep-2025 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2847812,M/S GOURISHANKAR ENTERPRISES.RAMAKANTA MAHANI,09-Mar-2025 02:23 PM,Rejected-Finance,Looser of the transparent lottery system.,16-Sep-2025 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
