EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"17,200",Yes,fixed,,Nil,Nil,15-Feb-2025 10:00 AM,25-Feb-2025 11:00 AM,15-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,15-Feb-2025 10:00 AM ,21-Feb-2025 05:00 PM ,15-Feb-2025 10:00 AM,24-Feb-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption","6,000",Nil,Nil,No,Superintending Engineer,"O/o the SE, Kendrapara Irr. Division, Kendrapara",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,e-Procurement Notice No.KID-04 of 2024-25,2025_KIRRD_110670_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,KID-106 of 2024-25 Repair of service road from Bharatpur bridge to Bharatpur School and construction of retaining wall on right bank of G.Canal and Construction of two nos bathing ghat.,Repair of service road and construction of retaining wall and Construction of bathing ghat.,Please refer Tender documents. ,NA ,"17,19,692",Civil Works - Canal,NA ,Tender,90.0,120.0,Kendrapara,754211.0,NA ,NA ,NA ,"O/o the SE, Kendrapara Irr. Division, Kendrapara",No ,No,1.0,ICICI BANK,AOC,"Superintending Engineer, Kendrapara Irrigation Division",Internal,"Estimator and DAO, Kendrapara Irrigation Division",Gorasasi Sahoo,21-May-2025 01:35 PM,techsummary_530170.pdf (426.59 KB),"Superintending Engineer, Kendrapara Irrigation Division",Internal,"Estimator and DAO, Kendrapara Irrigation Division",Gorasasi Sahoo,21-May-2025 01:47 PM,finsummary_530170.pdf (426.59 KB),Finance,Uploaded tender documents of all the bidders have been downloaded successfully.,Rashmiranjan Khuntia,25-Feb-2025 06:52 PM,finance_530170.pdf,BOQ Comparative Chart,03-Sep-2025,"INR 1,725,054",120.0,Gorasasi Sahoo,03-Sep-2025 12:12 PM,106.pdf (483.00 KB),Contract Awarded,1,2835709,BIJAYA KETAN JENA,24-Feb-2025 03:59 PM,Rejected-Finance,Did not win the lottery,21-May-2025 01:47 PM,1.0,2834520.0,SADIK KHAN,INR,"1,725,054",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,2025_KIRRD_110670_14,e-Procurement Notice No.KID-04 of 2024-25,KID-106 of 2024-25 Repair of service road from Bharatpur bridge to Bharatpur School and construction of retaining wall on right bank of G.Canal and Construction of two nos bathing ghat.,AOC
,,,,,,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2832056,bijaya kumar senapati,23-Feb-2025 10:32 AM,Rejected-Finance,Did not win the lottery,21-May-2025 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,2833395,KSHIROD KUMAR NAYAK,23-Feb-2025 08:49 PM,Rejected-Finance,Did not win the lottery,21-May-2025 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,2832707,PRADIP KUMAR SETHY,23-Feb-2025 03:44 PM,Rejected-Finance,Did not win the lottery,21-May-2025 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,2831705,Prasanta Baral,23-Feb-2025 12:33 AM,Rejected-Finance,Did not win the lottery,21-May-2025 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,2826982,PRATIVA SWAIN,20-Feb-2025 11:39 AM,Rejected-Finance,Did not win the lottery,21-May-2025 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,2830121,RANJEET MOHANTY,22-Feb-2025 12:07 AM,Rejected-Finance,Did not win the lottery,21-May-2025 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,2834520,SADIK KHAN,24-Feb-2025 12:26 PM,Accepted-AOC,Won the lottery,03-Sep-2025 12:12 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,2834302,SAMIR RANJAN BISWAL,24-Feb-2025 10:55 AM,Rejected-Finance,Did not win the lottery,21-May-2025 01:47 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,2831736,SHAKUNTALA BEHERA,23-Feb-2025 12:10 AM,Rejected-Finance,Did not win the lottery,21-May-2025 01:47 PM,,,,,,,,,,AOC
