Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
30-Jun-2025 10:00 AM,10-Jul-2025 11:00 AM,30-Jun-2025 10:00 AM,09-Jul-2025 05:00 PM,30-Jun-2025 10:00 AM ,08-Jul-2025 05:00 PM ,30-Jun-2025 10:00 AM,09-Jul-2025 05:00 PM,Executive Engineer,"RURAL WORKS DIVISION, GUNUPUR",CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-GUNUPUR,EERWGNP Online 01 2025 26,2025_CERWI_114889_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"31,030",Yes,percentage,1.0%,Nil,Nil,Construction of Proposed IB Annexure building at Dangsoroda under Chandrapur Tahasil in the district of Rayagada for the year 2024-25.,Construction of Proposed IB Annexure building at Dangsoroda under Chandrapur Tahasil in the district of Rayagada for the year 2024-25.,NA ,NA ,"31,02,970",Civil Works - Buildings,NA ,Tender,90.0,180.0,Gunupur,764062.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, GUNUPUR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN PAN CARD LICENCE AFFIDAVIT,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-GUNUPUR,2025_CERWI_114889_1,EERWGNP Online 01 2025 26,Construction of Proposed IB Annexure building at Dangsoroda under Chandrapur Tahasil in the district of Rayagada for the year 2024-25.,Executive Engineer,Internal,"EE,DAO,Estimator",Gajendra Pradhani,04-Sep-2025 04:45 PM,finsummary_544508.pdf (190.14 KB),Finance,Tender Open,Gajendra Pradhani,04-Sep-2025 01:25 PM,finance_544508.pdf,BOQ Comparative Chart,1.0,2991298.0,Simadri Trinath Rao,INR,"2,637,834.712",04-Sep-2025,"INR 2,637,834.712",180.0,Gajendra Pradhani,04-Sep-2025 05:24 PM,Agreement.PDF (101.00 KB),The qualified bidder selected through transparent lottery system.,1,2993877,AKASH KUAMR DAS,09-Jul-2025 12:27 PM,Rejected-AOC,Unsuccessful Lottery,04-Sep-2025 05:24 PM,Executive Engineer,Internal,"EE,DAO,Estimator",Gajendra Pradhani,04-Sep-2025 04:34 PM,techsummary_544508.pdf (190.14 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,2.0,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2990834,Balaram Panigrahi,06-Jul-2025 01:34 PM,Rejected-AOC,Unsuccessful Lottery,04-Sep-2025 05:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2993571,CHINMAY NAYAK,09-Jul-2025 04:22 PM,Rejected-AOC,Unsuccessful Lottery,04-Sep-2025 05:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2986451,JAGADISH PANDA,02-Jul-2025 03:57 PM,Rejected-AOC,Unsuccessful Lottery,04-Sep-2025 05:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2987687,K.UMAMAHESWARI,03-Jul-2025 01:52 PM,Rejected-AOC,Unsuccessful Lottery,04-Sep-2025 05:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2993824,Niranjan Behera,09-Jul-2025 11:43 AM,Rejected-AOC,Unsuccessful Lottery,04-Sep-2025 05:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2993808,PRIYANKA PANDA,09-Jul-2025 01:49 PM,Rejected-AOC,Unsuccessful Lottery,04-Sep-2025 05:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2991881,RAGHUNATH KONDAGORI,07-Jul-2025 12:08 PM,Rejected-Technical,Due to not apply price preference in shape of affidavit,04-Sep-2025 04:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2994103,SIBASIS SAHU,09-Jul-2025 02:27 PM,Rejected-AOC,Unsuccessful Lottery,04-Sep-2025 05:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2991298,Simadri Trinath Rao,06-Jul-2025 02:36 PM,Accepted-AOC,Lottery Winner,04-Sep-2025 05:24 PM,,,,,,,AOC
