Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
01-Sep-2025,"INR 21,088,642",240.0,Sujit Behera,18-Sep-2025 06:48 PM,TECH.pdf (26.00 KB),AOC,SUSHIL CHANDRA SAMANTARAY,Internal,EE ESTIMATOR DAO,Sushil Chandra Samantaray,21-Nov-2023 05:29 PM,finsummary_458935.pdf (22.06 KB),Finance,EE ESTIMATOR DAO,Madhusmita Mohanty,29-Sep-2023 12:34 PM,finance_458935.pdf,BOQ Comparative Chart,1,2250618,DEBASISH PADHAN,12-Sep-2023 03:35 PM,Rejected-Technical,Due to insufficient ATO as per clause No.2.1.5 of DTCN,26-Sep-2023 08:08 PM,Technical,3 NOS BIDDER,Madhusmita Mohanty,13-Sep-2023 12:47 PM,technical_458935.pdf,CE RW I||RWCIRCLE-SAMBALPUR,2023_CERWI_93899_1,Road Tender Online RWCSBP-22/2023-24,Construction of road from Bankey to Tureiniktimal under CMRL in the District of Sambalpur for the year 2022-23.,1.0,2250947.0,M/S SUMEET & ASSOCIATES,INR,"21,088,642",SUSHIL CHANDRA SAMANTARAY,Internal,EE ESTIMATOR DAO,Sushil Chandra Samantaray,26-Sep-2023 08:08 PM,29-Sep-2023 11:00 AM,techsummary_458935.pdf (479.91 KB),AOC,1.0,ICICI BANK,"2,34,292",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Online copy of Tender cost, EMD, GSTIN, PAN, RC, Affidavit and other document as per DTCN",CCE RW CIRCLE SAMBALPUR,CCE RW CIRCLE SAMBALPUR,CE RW I||RWCIRCLE-SAMBALPUR,Road Tender Online RWCSBP-22/2023-24,2023_CERWI_93899_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of road from Bankey to Tureiniktimal under CMRL in the District of Sambalpur for the year 2022-23.,Construction of road from Bankey to Tureiniktimal under CMRL in the District of Sambalpur for the year 2022-23.,Please refer Tender documents. ,NA ,"2,34,29,221",Civil Works - Roads,NA ,Tender,90.0,240.0,Kuchinda,768222.0,NA ,NA ,NA ,CCE RW CIRCLE SAMBALPUR,No ,No,06-Sep-2023 09:00 AM,13-Sep-2023 11:00 AM,06-Sep-2023 09:00 AM,12-Sep-2023 05:00 PM,06-Sep-2023 09:00 AM ,08-Sep-2023 05:00 PM ,06-Sep-2023 09:00 AM,12-Sep-2023 05:00 PM,29-Sep-2023 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,2,2250947,M/S SUMEET & ASSOCIATES,12-Sep-2023 04:24 PM,Accepted-AOC,AOC,18-Sep-2025 06:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2250924,NILIMA NAIK,12-Sep-2023 04:51 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,21-Nov-2023 05:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
