Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"GM(C), OMC Ltd.","Office of the GM(C), OMC Ltd., Bhubaneswar",Orissa Mining Corporation,NIT No. 03/OMC/CIVIL/2025,2025_OMC_110991_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,"Power supply to Drill Core Library,Jagannath Prasad, Bhubaneswar in the district of Khordha.","Power supply to Drill Core Library,Jagannath Prasad, Bhubaneswar in the district of Khordha.","RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requirements. ",NA ,"82,92,000",Electrical Works,NA ,Tender,180.0,150.0,JAGANNATHPRASAD BBSR,751003.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requireme","82,920",Yes,fixed,,Nil,Nil,20-Feb-2025 06:30 PM,07-Mar-2025 11:00 AM,20-Feb-2025 06:30 PM,06-Mar-2025 05:00 PM,NA ,NA ,20-Feb-2025 06:30 PM,06-Mar-2025 05:00 PM,19-Apr-2025 02:00 PM,AOC,R K PANDA,Internal,S JENA S PADHI A K PADHI,Satyajit Jena,19-Apr-2025 01:40 PM,19-Apr-2025 02:00 PM,techsummary_531020.pdf (969.49 KB),1,2845064,AKHANDALAMANI ELECTRICALS AND CONSTRUCTION,06-Mar-2025 03:19 PM,Rejected-Finance,NOT BEING L1,17-Jul-2025 12:25 PM,17-Jul-2025,"INR 7,048,516.76",150.0,Sidharth Pattnaik,03-Sep-2025 03:24 PM,2025_OMC_110991_3.pdf (928.00 KB),"Power supply to Drill Core Library,Jagannath Prasad, Bhubaneswar in the district of Khordha.",Finance,Financial bid of 14 (Fourteen) qualified bidders had been open,Jyoti Bikash Prusty,19-Apr-2025 02:36 PM,,BOQ Comparative Chart,1.0,2842372.0,Kapaacon Enterprises Pvt Ltd,INR,"7,048,516.76",Orissa Mining Corporation,2025_OMC_110991_3,NIT No. 03/OMC/CIVIL/2025,"Power supply to Drill Core Library,Jagannath Prasad, Bhubaneswar in the district of Khordha.",Technical,14 (Fourteen) bids has been received subjected to evaluation by committee,Jyoti Bikash Prusty,11-Mar-2025 10:31 AM,,R K PANDA,Internal,A K PADHI S PADHI S JENA,Sidharth Pattnaik,17-Jul-2025 12:25 PM,finsummary_531020.pdf (358.81 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2844168,ASPIRE CONSTRUCTION,04-Mar-2025 03:58 PM,Rejected-Finance,NOT BEING L1,17-Jul-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2845290,BABA LALITESWARA AGENCY,06-Mar-2025 12:10 PM,Rejected-Finance,NOT BEING L1,17-Jul-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2845739,DIVINE ENTERPRISES,06-Mar-2025 01:04 PM,Rejected-Finance,NOT BEING L1,17-Jul-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2842372,Kapaacon Enterprises Pvt Ltd,01-Mar-2025 07:51 PM,Accepted-AOC,L1,03-Sep-2025 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2845567,M/s BASANTI ELECTRICALS AND CONSTRUCTION,06-Mar-2025 12:02 PM,Rejected-Finance,NOT BEING L1,17-Jul-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2844906,"M/S ORISSA TRADING HOUSE, PROP. RITU MODI",06-Mar-2025 01:43 PM,Rejected-Finance,NOT BEING L1,17-Jul-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2844964,M/S SOUDAMINI ELECTRICAL WORKS,05-Mar-2025 05:14 PM,Rejected-Finance,NOT BEING L1,17-Jul-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2841760,RAMESH CHANDRA BISWAL,28-Feb-2025 05:34 PM,Rejected-Finance,NOT BEING L1,17-Jul-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2845902,RAMESH CHANDRA SAMAL,06-Mar-2025 02:22 PM,Rejected-Finance,NOT BEING L1,17-Jul-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
