Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
05-Jun-2025 06:00 PM,17-Jun-2025 11:00 AM,05-Jun-2025 06:00 PM,16-Jun-2025 05:00 PM,NA ,NA ,05-Jun-2025 06:00 PM,16-Jun-2025 05:00 PM,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","6,060",Yes,fixed,,Nil,Nil,"4,000",Nil,Nil,No,1.0,ICICI BANK,"Repair and maintanance of Ahaar Kitchen, Koel Nagar.",Works,Please refer Tender documents. ,NA ,"6,06,000",Civil Works - Others,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, EMD, GST, PAN, Paper cost and Other Documents as per DTCN",Rourkela Municipal Corporation,MC/RMC/23/2025,2025_RMC_114235_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,02-Sep-2025 05:01 PM,techsummary_542287.pdf (3039.05 KB),Rourkela Municipal Corporation,2025_RMC_114235_11,MC/RMC/23/2025,"Repair and maintanance of Ahaar Kitchen, Koel Nagar.",1.0,2966061.0,S.K. INFRA PROJECTS,INR,"515,174.64",1,2963615,ARADHYA CONSTRUCTION,12-Jun-2025 01:00 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 05:01 PM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,03-Sep-2025 03:48 PM,finsummary_542287.pdf (3039.05 KB),Finance,EMD refund,Birendra Nanda,02-Sep-2025 04:08 PM,finance_542287.pdf,BOQ Comparative Chart,03-Sep-2025,"INR 515,174.64",30.0,Manas Biswal,03-Sep-2025 04:18 PM,BID23.pdf (3039.00 KB),Awarded to S.K. Infra Project,AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2965420,ARATI TRIPATHY,13-Jun-2025 12:42 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2969600,BABU CHANDAN KUMAR SAHOO,16-Jun-2025 04:19 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2969267,BABULA NAYAK,16-Jun-2025 03:00 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2968206,CHIDA ORAM,16-Jun-2025 11:02 AM,Rejected-Technical,By The Tender Committee,02-Sep-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2969322,GANESH CONSTRUCTION PROP. GANESH SAHOO,16-Jun-2025 03:15 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2964624,KARTIK DAS,12-Jun-2025 06:00 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2964554,PRAVAT KUMAR BEHURA,12-Jun-2025 05:05 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2966685,RABINDRA KUMAR JENA,14-Jun-2025 01:42 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2968917,RADHASYAM MAHAPATRA,16-Jun-2025 01:38 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,AOC
