Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
Finance,Tender Status,LAXMAN SAHOO,03-Jul-2025 12:44 PM,finance_539236.pdf,BOQ Comparative Chart,1.0,2942280.0,SUNIL KUMAR NAIK,INR,"975,641",ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_113355_4,ITDASNG-02/2025-2026,Construction of ICT Education and smart learning facility center in Birkaldihi SSD High School under Balisankara Block,"Collector, Sundargarh",Internal,"PA, ITDA, Sundargarh, SE, MI Division, Sundargarh, AEE, ITDA, Sundargarh",Dhirendra Kumar Sethy,15-Jul-2025 07:31 PM,finsummary_539236.pdf (380.65 KB),"Collector, Sundargarh",Internal,"PA, ITDA, Sundargarh, SE, MI Division, Sundargarh, AEE, ITDA, Sundargarh",Dhirendra Kumar Sethy,15-Jul-2025 07:29 PM,techsummary_539236.pdf (380.66 KB),1,2940618,JIWAN PRAKASH MINZ,29-May-2025 03:46 PM,Rejected-AOC,NOT QUALIFIED IN LOTTERY,25-Sep-2025 01:25 PM,08-Aug-2025,"INR 975,641",120.0,Dhirendra Kumar Sethy,25-Sep-2025 01:25 PM,ICTBIRKALDIHI.pdf (357.00 KB),AOC,AOC,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-02/2025-2026,2025_STSCD_113355_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"11,477",Yes,fixed,,Nil,Nil,16-May-2025 11:00 AM,31-May-2025 11:00 AM,16-May-2025 11:00 AM,30-May-2025 05:00 PM,NA ,NA ,16-May-2025 11:00 AM,30-May-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, Pan Card, GSTIN, Affidavits and other documents as per DTCN",Construction of ICT Education and smart learning facility center in Birkaldihi SSD High School under Balisankara Block,Construction of ICT Education and smart learning facility center in Birkaldihi SSD High School under Balisankara Block,As per DTCN ,NA ,"11,47,677",Civil Works - Buildings,NA ,Tender,90.0,120.0,Sundargarh,770001.0,NA ,NA ,NA ,"ITDA, Sundargarh",No ,No,Project Administrator,"ITDA, Sundargarh","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2942787,LAXMIKANTA MALLICK,30-May-2025 12:35 PM,Rejected-AOC,NOT QUALIFIED IN LOTTERY,25-Sep-2025 01:25 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2935117,MAHENDRA KHUKHARI,27-May-2025 02:18 PM,Rejected-AOC,NOT QUALIFIED IN LOTTERY,25-Sep-2025 01:25 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2930371,M/S GANESHRAM TOPPO,23-May-2025 06:11 PM,Rejected-AOC,NOT QUALIFIED IN LOTTERY,25-Sep-2025 01:25 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2936076,P. TARINI PRASAD,27-May-2025 08:06 PM,Rejected-AOC,NOT QUALIFIED IN LOTTERY,25-Sep-2025 01:25 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2942280,SUNIL KUMAR NAIK,30-May-2025 12:09 PM,Accepted-AOC,QUALIFIED IN LOTTERY,25-Sep-2025 01:25 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
