Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
03-Sep-2025,"INR 2,025,990",180.0,Gadardhar Patra,03-Sep-2025 12:08 PM,work011.pdf (1155.00 KB),Awarded the contract,"ST and SC Development Deptt||ITDA, Phulbani",2025_STSCD_114522_11,PAITDA PLB_01 OF 2025-26,Construction of New Hostel building at Ranapatuli SS under Khajuripada Block,1.0,2984746.0,PRADIP KUMAR PANIGRAHI,INR,"2,025,990",1,2986599,ANATHA RANJAN GURU,02-Jul-2025 02:51 PM,Rejected-Finance,Not selected in Lottery,03-Sep-2025 11:51 AM,Technical,ALL BIDDERS ARE ADMITTED,CHHOTRAY MAJHI,08-Jul-2025 03:58 PM,,"PA ITDA, PHULBANI",Internal,Members of ITDA Phulbani,Gadardhar Patra,03-Sep-2025 11:51 AM,finsummary_543522.pdf (1154.63 KB),Finance,All bidders are admitted,CHHOTRAY MAJHI,09-Jul-2025 01:56 PM,,BOQ Comparative Chart,"PA ITDA, PHULBANI",Internal,"ITDA, PHULBANI",CHHOTRAY MAJHI,08-Jul-2025 04:06 PM,09-Jul-2025 09:00 AM,techsummary_543522.pdf (459.94 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Fee,23-Jun-2025 11:00 AM,03-Jul-2025 11:00 AM,23-Jun-2025 11:00 AM,02-Jul-2025 05:00 PM,NA ,NA ,23-Jun-2025 11:00 AM,02-Jul-2025 05:00 PM,09-Jul-2025 09:00 AM,"20,027",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,Construction of New Hostel building at Ranapatuli SS under Khajuripada Block,Construction of New Hostel building at Ranapatuli SS under Khajuripada Block,Please refer Tender documents. ,NA ,"20,02,721",Civil Works - Buildings,NA ,Tender,90.0,180.0,"ITDA,Phulbani",762001.0,NA ,NA ,NA ,"ITDA, Phulbani",No ,No,"PA ITDA, Phulbani","ITDA, Phulbani",1.0,ICICI BANK,"ST and SC Development Deptt||ITDA, Phulbani",PAITDA PLB_01 OF 2025-26,2025_STSCD_114522_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,2980415,BISWAJEET PATTANAYAK,26-Jun-2025 07:01 AM,Rejected-Finance,Not selected in Lottery,03-Sep-2025 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,2981264,BISWARANJAN PATTANAYAK,29-Jun-2025 11:45 AM,Rejected-Finance,Not selected in Lottery,03-Sep-2025 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Check list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,2983175,IPSITA PATTNAIK,29-Jun-2025 11:55 PM,Rejected-Finance,Not selected in Lottery,03-Sep-2025 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Financial bid boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,2980281,M/S GIRIJA MOHAPATRA,25-Jun-2025 08:32 PM,Rejected-Finance,Not selected in Lottery,03-Sep-2025 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,2985525,PRABINA KUMAR SAHOO,01-Jul-2025 05:01 PM,Rejected-Finance,Not selected in Lottery,03-Sep-2025 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,2984746,PRADIP KUMAR PANIGRAHI,01-Jul-2025 08:18 PM,Accepted-AOC,Awarded the work in lottery,03-Sep-2025 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,2985698,SANUJA KUMAR DALABEHERA,01-Jul-2025 06:34 PM,Rejected-Finance,Not selected in Lottery,03-Sep-2025 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9,2984648,SRI SUKANTA KANHAR,30-Jun-2025 09:45 PM,Rejected-Finance,Not selected in Lottery,03-Sep-2025 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
