Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
CE RW I||RWCIRCLE-SUNABEDA,2025_CERWI_110486_21,CCERWCSBD Online - 18/2024-25,"Improvement of PWD Road to Solpa via Pujariput,Podeikera, Goudaguda, Siraguda (Kaliagam to Padeikera) road under MMSY-Impvt. of Existing RD Road in the Districts of Koraput for the year 2024-25.",1.0,2849980.0,BATU PRAVEEN KUMAR,INR,"46,756,503.32",1,2849980,BATU PRAVEEN KUMAR,10-Mar-2025 10:50 PM,Accepted-AOC,"Award of contract to Sri Batu Praveen Kumar, A Class Engineering Contractor through transparency lottery system",06-Sep-2025 09:18 PM,06-Sep-2025,"INR 55,001,180.239",272.0,Prabhakara Behera,06-Sep-2025 09:18 PM,AOCSOLPA.pdf (1302.00 KB),"Award of contract to Sri Batu Praveen Kumar, A Class Engineering Contractor through transparency lottery system","Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division, Jeypore Estimator, R.W. Circle Sunabeda",Prabhakara Behera,18-Apr-2025 07:38 PM,23-Apr-2025 11:00 AM,techsummary_532348.pdf (1620.70 KB),Finance,cs,Prabhakara Behera,06-Sep-2025 09:04 PM,finance_532348.pdf,BOQ Comparative Chart,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division, Jeypore Estimator, R.W. Circle Sunabeda",Prabhakara Behera,06-Sep-2025 09:11 PM,finsummary_532348.pdf (811.30 KB),Technical,BIDDERS NAME,Prabhakara Behera,26-Mar-2025 08:02 PM,technical_532348.pdf,AOC,"Improvement of PWD Road to Solpa via Pujariput,Podeikera, Goudaguda, Siraguda (Kaliagam to Padeikera) road under MMSY-Impvt. of Existing RD Road in the Districts of Koraput for the year 2024-25.","Improvement of PWD Road to Solpa via Pujariput,Podeikera, Goudaguda, Siraguda (Kaliagam to Padeikera) road under MMSY-Impvt. of Existing RD Road in the Districts of Koraput for the year 2024-25.",N.A. ,NA ,"5,50,01,000",Civil Works - Roads,NA ,Tender,90.0,272.0,JEYPORE,764005.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",06-Mar-2025 10:00 AM,13-Mar-2025 11:00 AM,06-Mar-2025 10:00 AM,12-Mar-2025 05:00 PM,06-Mar-2025 10:00 AM ,11-Mar-2025 02:00 PM ,06-Mar-2025 10:00 AM,12-Mar-2025 05:00 PM,23-Apr-2025 11:00 AM,CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online - 18/2024-25,2025_CERWI_110486_21,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,corrigendum-4,Technical Bid,,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate","5,51,000",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,2,2846367,CHETAN BISOI,07-Mar-2025 10:41 AM,Rejected-AOC,REJECT,06-Sep-2025 09:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",,,,,,,,,,,,AOC
,,,,,,,,,3,2851160,DEEPAK KUMAR SAHU,12-Mar-2025 07:01 AM,Rejected-AOC,REJECT,06-Sep-2025 09:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,,,,,,,AOC
,,,,,,,,,4,2851072,GANESH PATNAIK,12-Mar-2025 01:28 PM,Rejected-AOC,REJECT,06-Sep-2025 09:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC
,,,,,,,,,5,2851338,JAMI RAVISANKAR,12-Mar-2025 10:04 AM,Rejected-AOC,REJECT,06-Sep-2025 09:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,2852340,Nirod Kumar Nayak,12-Mar-2025 04:29 PM,Rejected-AOC,REJECT,06-Sep-2025 09:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,2848681,SARASWATI HOTA,11-Mar-2025 06:02 PM,Rejected-AOC,REJECT,06-Sep-2025 09:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,2851642,Somnath Patra,12-Mar-2025 11:35 AM,Rejected-AOC,REJECT,06-Sep-2025 09:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
