EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"2,83,267",No,fixed,,Nil,Nil,1.0,Modification of clauses,Other,,09-Jul-2025 11:00 AM,29-Jul-2025 11:00 AM,09-Jul-2025 11:00 AM,28-Jul-2025 09:00 AM,NA ,NA ,09-Jul-2025 11:00 AM,28-Jul-2025 09:00 AM,08-Aug-2025 11:00 AM,1.0,ICICI BANK,Selection and appointment of Leve-II Transport Contractor for transportation of CMR from RRCs to FPSs of Korei block for the Year 2025-26 and 2026-27.,Selection and appointment of Leve-II Transport Contractor for transportation of CMR from RRCs to FPSs of Korei block for the Year 2025-26 and 2026-27.,Please refer Tender documents. ,NA ,"56,65,339",Handling and Transportation,NA ,Tender,180.0,575.0,FPSs of Korei Block,755001.0,"O/o the CSO-cum-DM., Jajpur ","O/o the CSO-cum-DM., Jajpur At/Po/Dist-Jajpur 755001 ",18-Jul-2025 11:00 AM ,"Collectorate, Jajpur",No ,No,"5,900",0.0,Nil,Nil,No,"CSO-cum-DM, Jajpur","O/o the CSO-cum-DM., Jajpur At/Po/Dist-Jajpur 755001",Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jajpur,2482/04.07.2025,2025_OSCSC_115199_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,AOC,"Collector, Jajpur.",Internal,"CSO,Jajpur,RTO,Jajpur,DSWO,Jajpur,DLO,Jajpur",SK MOHAMMED IZHARUL HAQUE,12-Sep-2025 12:56 PM,finsummary_545285.pdf (947.93 KB),Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jajpur,2025_OSCSC_115199_1,2482/04.07.2025,Selection and appointment of Leve-II Transport Contractor for transportation of CMR from RRCs to FPSs of Korei block for the Year 2025-26 and 2026-27.,Technical,Opening of Technical Bid.,SK MOHAMMED IZHARUL HAQUE,30-Jul-2025 01:11 PM,technical_545285.pdf,1.0,3009872.0,JAGADISWAR MALLICK,INR,0.85,1,3009356,BIJAYA KUMAR PATI,27-Jul-2025 07:17 PM,Rejected-Finance,Above 25.00 percentage SOR,12-Sep-2025 12:56 PM,12-Sep-2025,"INR 5,665,339",575.0,SK MOHAMMED IZHARUL HAQUE,12-Sep-2025 01:43 PM,negotiatedproceedingfinance2527.pdf (1197.00 KB),Below 14.99 % of Contract Value,Finance,Opening of Financial Bid.,SK MOHAMMED IZHARUL HAQUE,08-Aug-2025 04:07 PM,finance_545285.pdf,BOQ Comparative Chart,"Collector, Jajpur.",Internal,"CSO-cum-DM,Jajpur,RTO/DSWO/DLO,Jajpur",SK MOHAMMED IZHARUL HAQUE,07-Aug-2025 08:02 PM,08-Aug-2025 11:00 AM,techsummary_545285.pdf (3259.68 KB),AOC
,,,,,,2.0,Technical Bid,Technical Bid,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,2,3013901,DEBI PRASANNA SAHOO,28-Jul-2025 08:25 AM,Rejected-Technical,As per proceedings of the District Level Tender committee.,07-Aug-2025 08:02 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3010460,DILLIP KUMAR SAMAL,27-Jul-2025 11:44 AM,Rejected-Technical,As per proceedings of the District Level Tender committee.,07-Aug-2025 08:02 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3009872,JAGADISWAR MALLICK,27-Jul-2025 05:39 PM,Accepted-AOC,Below 14.99 percentage of Contract Value,12-Sep-2025 01:43 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3014086,JOGENDRA BEHERA,27-Jul-2025 10:34 PM,Rejected-Technical,As per proceedings of the District Level Tender committee.,07-Aug-2025 08:02 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3013704,MEGHNA MINES AND MINERALS RESOURCES PRIVATE LIMITED,27-Jul-2025 06:12 PM,Rejected-Technical,As per proceedings of the District Level Tender committee.,07-Aug-2025 08:02 PM,,,,,,,,,,,,,,,,,,,,,AOC
