Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,1,ICICI BANK,"Construction of Paver block Road from Sarda Mehar House to Bikram Meher house in Kressarpada, Ward no.-7","Construction of Paver block Road from Sarda Mehar House to Bikram Meher house in Kressarpada, Ward no.-7",Please refer Tender documents. ,NA ,"13,13,996",Civil Works - Others,NA ,Tender,120.0,90.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",Municipal Bodies||Sambalpur Municipal Corporation,6/SMC_SBP/2025-26,2025_ORULB_112943_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"13,140",Yes,percentage,1.0%,Nil,Nil,"COMMISSIONER, SMC","SAMBALPUR MUNICIPAL CORPORATION, DURGAPALI, SAMBALPUR, 768006",05-May-2025 10:00 AM,15-May-2025 10:00 AM,05-May-2025 10:00 AM,14-May-2025 05:00 PM,NA ,NA ,05-May-2025 10:00 AM,14-May-2025 05:00 PM,AOC,16-Sep-2025,"INR 1,313,995.8",90.0,PADMINI MEHER,16-Sep-2025 12:01 PM,6SMC5.pdf (1149.00 KB),successful,1,2911980,M/S PRAKASH CHANDRA NAYAK,12-May-2025 10:37 AM,Rejected-Technical,UNSUCCESSFUL,16-Sep-2025 11:22 AM,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,16-Sep-2025 11:22 AM,techsummary_538246.pdf (1148.54 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,16-Sep-2025 11:24 AM,finsummary_538246.pdf (1148.55 KB),Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_112943_5,6/SMC_SBP/2025-26,"Construction of Paver block Road from Sarda Mehar House to Bikram Meher house in Kressarpada, Ward no.-7",1.0,2917786.0,RAJKISHOR DEBTA,INR,"1,313,995.8",Finance,TENDER OPENED,Vedbhushan .,17-May-2025 08:25 AM,finance_538246.pdf,BOQ Comparative Chart,AOC
,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2917786,RAJKISHOR DEBTA,14-May-2025 03:56 PM,Accepted-AOC,successful,16-Sep-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
