S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,1.0,corrigendum for modification,Other,,04-Mar-2025 02:15 PM,11-Mar-2025 11:30 AM,04-Mar-2025 02:15 PM,10-Mar-2025 05:00 PM,NA ,NA ,04-Mar-2025 02:15 PM,10-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online payment receipt of Paper cost, Bid Security, GSTIN, PAN, Registration Certificates.",EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BHADRAK,SE RandB BDK-42/2024-25-11,2025_EICCL_111328_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Shifting of 11KV/DTR/LT line for widening and strengthening of Ichhapur to Basudevpur road from 0/000km to 23/700km (Except 10/000km to 10/600km) from Kamaragaon-Matipaka road to Kamaragaon end (Near Das Mobile store),Shifting of 11KV/DTR/LT line for widening and strengthening of Ichhapur to Basudevpur road from 0/000km to 23/700km (Except 10/000km to 10/600km) from Kamaragaon-Matipaka road to Kamaragaon end (Near Das Mobile store),Please refer Tender documents. ,NA ,,Electrical Works,NA ,Tender,90.0,30.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/O the Superitending Engineer (RnB) Division , Bh",No ,No,"Superitending Engineer (RnB) Division , Bhadrak","O/O the Superitending Engineer (RnB) Division , Bh","18,248",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC,DebiprasannaGhose,Internal,"DebiprasannaGhose,Upendra Kumar,Sushree sangita Nayak",Debi Prasanna Ghose,22-Sep-2025 11:55 AM,finsummary_532208.pdf (126.73 KB),EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BHADRAK,2025_EICCL_111328_1,SE RandB BDK-42/2024-25-11,Shifting of 11KV/DTR/LT line for widening and strengthening of Ichhapur to Basudevpur road from 0/000km to 23/700km (Except 10/000km to 10/600km) from Kamaragaon-Matipaka road to Kamaragaon end (Near Das Mobile store),1.0,2846907.0,SANJAY KUMAR PATRA,INR,"1,551,229.33",Finance,Technically Submitted,Debi Prasanna Ghose,22-Sep-2025 11:25 AM,finance_532208.pdf,BOQ Comparative Chart,1,2848229,ABHILASH PRADHAN,09-Mar-2025 09:59 PM,Rejected-Finance,Looser of the transparent lottery system.,22-Sep-2025 11:55 AM,22-Sep-2025,"INR 1,551,229.33",30.0,Debi Prasanna Ghose,22-Sep-2025 11:58 AM,kamara.pdf (127.00 KB),Winner of the transparent lottery system.,DebiprasannaGhose,Internal,"DebiprasannaGhose,Upendra Kumar,Sushree sangita Nayak",Debi Prasanna Ghose,22-Sep-2025 11:45 AM,techsummary_532208.pdf (126.73 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2847267,DEBABRATA MISHRA,08-Mar-2025 03:52 PM,Rejected-Finance,Looser of the transparent lottery system.,22-Sep-2025 11:55 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2849390,DINESH KUMAR AGARWALA,10-Mar-2025 04:19 PM,Rejected-Finance,Looser of the transparent lottery system.,22-Sep-2025 11:55 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2847178,GOPINATH DAS,10-Mar-2025 02:33 PM,Rejected-Finance,Looser of the transparent lottery system.,22-Sep-2025 11:55 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2848129,JHADESWAR ELECTRICALS AND ERECTORS,10-Mar-2025 06:37 AM,Rejected-Finance,Looser of the transparent lottery system.,22-Sep-2025 11:55 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2849480,M/s. Ganapati Electricals,10-Mar-2025 04:51 PM,Rejected-Finance,Looser of the transparent lottery system.,22-Sep-2025 11:55 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2847848,M/S GOURISHANKAR ENTERPRISES.RAMAKANTA MAHANI,09-Mar-2025 02:32 PM,Rejected-Finance,Looser of the transparent lottery system.,22-Sep-2025 11:55 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2849200,"M/S KK ENTERPRISES,PROPRIETOR-KABERI MOHANTY",10-Mar-2025 04:09 PM,Rejected-Finance,Looser of the transparent lottery system.,22-Sep-2025 11:55 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2847034,POWERTECH ENGINEERING.TAPAS RANJAN PATI,08-Mar-2025 12:30 PM,Rejected-Finance,Looser of the transparent lottery system.,22-Sep-2025 11:55 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2846907,SANJAY KUMAR PATRA,07-Mar-2025 10:43 PM,Accepted-AOC,Winner of the transparent lottery system.,22-Sep-2025 11:58 AM,,,,,,,,,,,,,,AOC
