S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,22-Jul-2025 10:00 AM,31-Jul-2025 10:00 AM,22-Jul-2025 10:00 AM,30-Jul-2025 05:30 PM,22-Jul-2025 10:00 AM ,29-Jul-2025 05:30 PM ,22-Jul-2025 10:00 AM,30-Jul-2025 05:30 PM,Superintending Engineer,"O/o the Superintending Engineer,M.I. Division, Jharsuguda",Improvement to Kiakata (D/W) MIP (Res.) of Lakhanpur Block under DPIW scheme in Jharsuguda District 2024-25.,Improvement to Kiakata (D/W) MIP (Res.) of Lakhanpur Block under DPIW scheme in Jharsuguda District 2024-25.,Please refer Tender documents. ,NA ,"17,68,000",Civil Works - Others,NA ,Tender,90.0,120.0,Jharsuguda,768202.0,NA ,NA ,NA ,Jharsuguda,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TCN,"6,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||EE M.I. Division Jharsuguda",TCN-02/2025-26,2025_CEMIB_115798_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"17,680",Yes,percentage,1.0%,Nil,Nil,AOC,superintending engineer,Internal,,DEBADATTA DAS,18-Sep-2025 11:40 AM,finsummary_546705.pdf (733.24 KB),"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||EE M.I. Division Jharsuguda",2025_CEMIB_115798_5,TCN-02/2025-26,Improvement to Kiakata (D/W) MIP (Res.) of Lakhanpur Block under DPIW scheme in Jharsuguda District 2024-25.,1.0,3010452.0,RANESWAR RAMACHANDI INDUSTRIES (OPC) PRIVATE LIMITED,INR,"1,502,957",Finance,all docukments are furnished,DEBADATTA DAS,18-Sep-2025 11:33 AM,,BOQ Comparative Chart,18-Sep-2025,"INR 1,502,957",120.0,DEBADATTA DAS,18-Sep-2025 11:45 AM,663.pdf (733.00 KB),1,3010435,Dinesh Kumar Bhoi,27-Jul-2025 04:59 PM,Rejected-AOC,rejected,18-Sep-2025 11:45 AM,superintending engineer,Internal,,DEBADATTA DAS,18-Sep-2025 11:36 AM,techsummary_546705.pdf (733.24 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3010443,MANABODH BHOI,27-Jul-2025 04:46 PM,Rejected-AOC,rejected,18-Sep-2025 11:45 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3015903,PRADIP MEHER,28-Jul-2025 08:39 PM,Rejected-AOC,rejected,18-Sep-2025 11:45 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3010452,RANESWAR RAMACHANDI INDUSTRIES (OPC) PRIVATE LIMITED,27-Jul-2025 04:51 PM,Accepted-AOC,accepted,18-Sep-2025 11:45 AM,,,,,,,AOC
