Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
Finance,BIDS OF ALL THE SEVEN BIDDERS HAVE BEEN ADMITTED,Dilip Kumar Sethy,06-Jun-2025 01:53 PM,,BOQ Comparative Chart,13-Sep-2025,"INR 320,100",90.0,Abhishek Panda,13-Sep-2025 01:14 PM,91.pdf (696.00 KB),Contract value includes GST.,1.0,2942096.0,SANJAYA MOHANTY,INR,"320,100",Municipal Bodies||Paradeep Municipality,2025_ORULB_113460_91,EO/PDPM/W_1/2025-26,"Repair, maintainance and colourt washing of crematorium near MCC area of Madhuban in ward no 13",1,2934916,ARTATRAN MOHANTY,30-May-2025 07:54 AM,Rejected-Finance,L3,13-Sep-2025 01:12 PM,Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Abhishek Panda,13-Sep-2025 01:09 PM,techsummary_539980.pdf (695.53 KB),Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Abhishek Panda,13-Sep-2025 01:12 PM,finsummary_539980.pdf (695.53 KB),AOC,"EO, PARADEEP MUNICIPALITY",PARADEEP MUNICIPALITY,Municipal Bodies||Paradeep Municipality,EO/PDPM/W_1/2025-26,2025_ORULB_113460_91,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"Repair, maintainance and colourt washing of crematorium near MCC area of Madhuban in ward no 13","Repair, maintainance and colourt washing of crematorium near MCC area of Madhuban in ward no 13",Please refer Tender documents. ,NA ,"3,01,368",Civil Works - Others,NA ,Tender,120.0,90.0,PARADEEP MUNICIPALITY,754142.0,NA ,NA ,NA ,PARADEEP MUNICIPALITY,No ,No,"3,014",Yes,percentage,1.0%,Nil,Nil,19-May-2025 10:00 AM,02-Jun-2025 11:00 AM,19-May-2025 10:00 AM,31-May-2025 05:00 PM,19-May-2025 10:00 AM ,31-May-2025 05:00 PM ,19-May-2025 10:00 AM,31-May-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents,AOC
,,,,,,,,,,,,,,,,,,,,,,2,2942149,ARUN KUMAR SAHOO,30-May-2025 09:14 PM,Rejected-Finance,L2,13-Sep-2025 01:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,AOC
,,,,,,,,,,,,,,,,,,,,,,3,2939475,ASISH KUMAR MOHAPATRA,30-May-2025 11:42 AM,Rejected-Finance,L7,13-Sep-2025 01:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,2936659,BASANTA BEHERA,30-May-2025 07:06 AM,Rejected-Finance,L4,13-Sep-2025 01:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,2939516,MALLICK CONSTRUCTION,30-May-2025 11:07 AM,Rejected-Finance,L6,13-Sep-2025 01:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,2942096,SANJAYA MOHANTY,30-May-2025 09:01 AM,Accepted-AOC,Contract value includes GST.,13-Sep-2025 01:14 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,2935346,VISSION ENTERPRISES PROP. MAMALI PATRA,27-May-2025 09:58 PM,Rejected-Finance,L5,13-Sep-2025 01:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
