S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
1.0,3000073.0,DEBASISH PADHAN,INR,"6,786,619",Technical,Bid Opened,Raj Kumar Meher,21-Jul-2025 02:25 PM,technical_545553.pdf,CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,2025_CERWI_115337_1,online Tender/02/RWD Kuchinda/2025-26,"Construction of Additional Class Rooms with Multipurpose utility Building of Jamankira Degree College, Jamankira under Infrastructure grants of Department of Higher Education, Odisha for the year 2024-25.",Executive Engineer,Internal,Executive Engineer Divisional Accounts Officer JE Estimators,Raj Kumar Meher,05-Aug-2025 01:04 PM,finsummary_545553.pdf (347.32 KB),Executive Engineer,Internal,Executive Engineer Divisional Accounts Officer JE Estimators,Raj Kumar Meher,05-Aug-2025 11:22 AM,05-Aug-2025 11:30 AM,techsummary_545553.pdf (337.18 KB),Finance,Bid Opened,Raj Kumar Meher,05-Aug-2025 12:07 PM,finance_545553.pdf,BOQ Comparative Chart,1,2999436,BISWARANJAN MAHAKUL,14-Jul-2025 07:27 PM,Rejected-AOC,Reject,08-Sep-2025 06:52 PM,20-Aug-2025,"INR 6,786,619",270.0,Debarsi Naik,08-Sep-2025 06:51 PM,img959.pdf (243.00 KB),AOC,AOC,1.0,Fee/PreQual/Technical,.pdf,"PAPER COST, EMD, GSTIN, PAN, RC, AFFIDAVIT, DOCUMENT AS PER DTCN",CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,online Tender/02/RWD Kuchinda/2025-26,2025_CERWI_115337_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,10-Jul-2025 11:00 AM,21-Jul-2025 11:00 AM,10-Jul-2025 11:00 AM,19-Jul-2025 05:00 PM,10-Jul-2025 11:00 AM ,18-Jul-2025 05:00 PM ,10-Jul-2025 11:00 AM,19-Jul-2025 05:00 PM,05-Aug-2025 11:30 AM,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"Construction of Additional Class Rooms with Multipurpose utility Building of Jamankira Degree College, Jamankira under Infrastructure grants of Department of Higher Education, Odisha for the year 2024-25.","Construction of Additional Class Rooms with Multipurpose utility Building of Jamankira Degree College, Jamankira under Infrastructure grants of Department of Higher Education, Odisha for the year 2024-25.",NA ,NA ,"79,83,318",Civil Works - Buildings,NA ,Tender,90.0,270.0,Kuchinda,768222.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KUCHINDA",No ,No,"79,833",Yes,percentage,1.0%,Nil,Nil,Superintending Engineer,"O/o the Superintending Engineer, Rural Works Division, Kuchinda",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3000073,DEBASISH PADHAN,19-Jul-2025 02:19 PM,Accepted-AOC,Accepted through Transparent Lottery,08-Sep-2025 06:52 PM,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3004157,LIZA CHOUDHARY,19-Jul-2025 03:51 PM,Rejected-AOC,Reject,08-Sep-2025 06:52 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3004204,NARESH BEHERA,19-Jul-2025 03:39 PM,Rejected-Technical,MOU with EI contractor has not furnished,05-Aug-2025 11:22 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3002887,PURUSOTTAM SHARMA,18-Jul-2025 10:04 PM,Rejected-AOC,Reject,08-Sep-2025 06:52 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2999990,SOMANATH SAHU,19-Jul-2025 01:12 PM,Rejected-AOC,Reject,08-Sep-2025 06:52 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
