Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"EMD,TC RC, GSTIN,Aff.,NRC,PAN, LabourLicense , EPF No. for sl.8,28,29 , 39 , all doc. as per DTCN","4,200",Yes,fixed,,Nil,Nil,"SUPERINTENDING ENGINEER, MND-I, JAGATPUR","SUPERINTENDING ENGINEER, MAHANADI NORTH DIVISION-I, JAGATPUR",1.0,ICICI BANK,16-May-2025 10:00 AM,28-May-2025 11:30 AM,16-May-2025 10:00 AM,26-May-2025 05:30 PM,16-May-2025 10:00 AM ,22-May-2025 05:30 PM ,16-May-2025 10:00 AM,26-May-2025 05:30 PM,"A/R to Karandia Branch Canal with its system from RD 17.70 Km to RD 19.50 Km with Khannagar, Nuasasan, Gopei Minor and its system for the year 2025-26","A/R to Karandia Branch Canal with its system from RD 17.70 Km to RD 19.50 Km with Khannagar, Nuasasan, Gopei Minor and its system for the year 2025-26",Please refer Tender documents. ,NA ,"4,12,651",Civil Works - Others,NA ,Tender,90.0,30.0,NAGESHPUR,754021.0,NA ,NA ,NA ,"O/O THE SUPERINTENDING ENGINEER, MND-I, JAGATPUR",No ,No,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",MND-04/2025-26,2025_CELBB_113423_36,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,AOC,ER. SANDEEP KUMAR,Internal,,Rosalin Mohanty,05-Aug-2025 09:33 PM,techsummary_539515.pdf (515.69 KB),Er. Sandeep Kumar,Internal,,Sandeep Kumar,09-Sep-2025 05:51 PM,finsummary_539515.pdf (430.36 KB),Finance,11 nos. bidders are participated,Debendra Kumar Biswal,02-Jul-2025 02:08 PM,,BOQ Comparative Chart,09-Sep-2025,"INR 350,795",30.0,Sandeep Kumar,09-Sep-2025 05:54 PM,436.pdf (430.00 KB),"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",2025_CELBB_113423_36,MND-04/2025-26,"A/R to Karandia Branch Canal with its system from RD 17.70 Km to RD 19.50 Km with Khannagar, Nuasasan, Gopei Minor and its system for the year 2025-26",1.0,2932541.0,KALPANA PARIJA,INR,"350,795",1,2932845,AMAR KUMAR MALLA,26-May-2025 01:00 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,09-Sep-2025 05:51 PM,AOC
,,.xls,BILL OF QUANTITY,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2932541,KALPANA PARIJA,26-May-2025 10:45 AM,Accepted-AOC,selected in lottery,09-Sep-2025 05:54 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2929650,M/S Ratnakar Rout,23-May-2025 11:52 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,09-Sep-2025 05:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2933222,RABINDRA KUMAR KAR,26-May-2025 03:54 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,09-Sep-2025 05:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2925733,Rajesh Kumar Das,20-May-2025 12:31 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,09-Sep-2025 05:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2933250,SAMARJEET SWAIN,26-May-2025 03:04 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,09-Sep-2025 05:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2932896,SANJAYA KUMAR SETHY,26-May-2025 01:25 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,09-Sep-2025 05:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2929241,SHIBANI BEHERA,23-May-2025 08:26 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,09-Sep-2025 05:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2932465,SUKADEV SETHI,26-May-2025 10:12 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,09-Sep-2025 05:51 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2932994,UMAKANTA SAHOO,26-May-2025 01:21 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,09-Sep-2025 05:51 PM,AOC
