Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, Pan Card, GSTIN, Affidavits and other documents as per DTCN","Construction of ICT Education and smart learning facility center in Govt. SSD Girls High School, Telendihi in Tangarpali Block","Construction of ICT Education and smart learning facility center in Govt. SSD Girls High School, Telendihi in Tangarpali Block",As per DTCN ,NA ,"11,47,108",Civil Works - Buildings,NA ,Tender,90.0,120.0,Sundargarh,770001.0,NA ,NA ,NA ,"ITDA, Sundargarh",No ,No,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-02/2025-2026,2025_STSCD_113355_20,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Project Administrator,"ITDA, Sundargarh",16-May-2025 11:00 AM,31-May-2025 11:00 AM,16-May-2025 11:00 AM,30-May-2025 05:00 PM,NA ,NA ,16-May-2025 11:00 AM,30-May-2025 05:00 PM,"11,471",Yes,fixed,,Nil,Nil,AOC,"Collector, Sundargarh",Internal,"PA, ITDA, Sundargarh, SE, MI Division, Sundargarh, AEE, ITDA, Sundargarh",Dhirendra Kumar Sethy,15-Jul-2025 12:24 PM,finsummary_539264.pdf (337.95 KB),"Collector, Sundargarh",Internal,"PA, ITDA, Sundargarh, SE, MI Division, Sundargarh, AEE, ITDA, Sundargarh",Dhirendra Kumar Sethy,15-Jul-2025 12:19 PM,techsummary_539264.pdf (337.95 KB),08-Aug-2025,"INR 975,156",120.0,LAXMAN SAHOO,26-Sep-2025 11:50 AM,TelendihiICT.pdf (374.00 KB),AOC,1,2930380,M/S GANESHRAM TOPPO,23-May-2025 06:10 PM,Accepted-AOC,QUALIFIED IN LOTTERY,26-Sep-2025 11:50 AM,1.0,2930380.0,M/S GANESHRAM TOPPO,INR,"975,156",ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_113355_20,ITDASNG-02/2025-2026,"Construction of ICT Education and smart learning facility center in Govt. SSD Girls High School, Telendihi in Tangarpali Block",Finance,Tender Opened,LAXMAN SAHOO,13-Jul-2025 10:11 PM,finance_539264.pdf,BOQ Comparative Chart,AOC
,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2941024,PRAYASH SUBHANKAR BHOL,29-May-2025 09:47 PM,Rejected-AOC,NOT QUALIFIED IN LOTTERY,26-Sep-2025 11:50 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2936099,P. TARINI PRASAD,27-May-2025 08:03 PM,Rejected-AOC,NOT QUALIFIED IN LOTTERY,26-Sep-2025 11:50 AM,,,,,,,,,,,,,,,,AOC
