Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Superintending Engineer,Internal,DAO AND ESTIMATORS,Amir Kumar Sethy,02-Aug-2025 04:25 PM,techsummary_545064.pdf (515.94 KB),12-Sep-2025,"INR 2,669,017",180.0,Sujata Behera,12-Sep-2025 10:43 AM,Ada.pdf (216.00 KB),Awarded through lottery winner,1,2997302,AJIT KUMAR SWAIN,12-Jul-2025 04:02 PM,Rejected-AOC,Rejected,12-Sep-2025 10:44 AM,Finance,45 nos of bidders are participated and go to technical evaluation,Amir Kumar Sethy,01-Aug-2025 10:49 AM,finance_545064.pdf,BOQ Comparative Chart,1.0,2999224.0,Satya Ranjan Pradhan,INR,"2,669,017",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,2025_CERWI_115106_1,ETCN01-5,42/6323-SR to GAD Building and construction of compound wall at Ada for the year 2024-25.,Superintending Engineer,Internal,DAO and Estimators,Amir Kumar Sethy,13-Aug-2025 12:29 PM,finsummary_545064.pdf (515.94 KB),AOC,42/6323-SR to GAD Building and construction of compound wall at Ada for the year 2024-25.,42/6323-SR to GAD Building and construction of compound wall at Ada for the year 2024-25.,NA ,NA ,"31,39,650",Civil Works - Buildings,NA ,Tender,90.0,180.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, BALASORE",No ,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,ETCN01-5,2025_CERWI_115106_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P Cost, EMD Online, RC, PAN, GSTIN, Affidavit, NRC, Bid Declaration and Other doc. as per DTCN",1.0,ICICI BANK,04-Jul-2025 05:00 PM,15-Jul-2025 11:00 AM,04-Jul-2025 05:00 PM,14-Jul-2025 05:00 PM,04-Jul-2025 05:00 PM ,14-Jul-2025 03:00 PM ,04-Jul-2025 05:00 PM,14-Jul-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION NO.II, BALASORE","31,397",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,2,2993955,ANASUYA NAYAK,09-Jul-2025 06:39 PM,Rejected-AOC,Rejected,12-Sep-2025 10:44 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,2997124,ANIRUDDHA BEHERA,12-Jul-2025 12:45 PM,Rejected-AOC,Rejected,12-Sep-2025 10:44 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2996005,ASHWINI KUMAR MOHANTY,11-Jul-2025 12:28 PM,Rejected-AOC,Rejected,12-Sep-2025 10:44 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2997347,BASANTA MAHARANA,13-Jul-2025 05:29 PM,Rejected-AOC,Rejected,12-Sep-2025 10:44 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2995517,Bibek Kumar Mohanta,11-Jul-2025 06:24 PM,Rejected-AOC,Rejected,12-Sep-2025 10:44 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2998763,BIDYADHAR BEHERA,14-Jul-2025 12:43 PM,Rejected-AOC,Rejected,12-Sep-2025 10:44 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2999315,Budhiram Murmu,14-Jul-2025 04:59 PM,Rejected-AOC,Rejected,12-Sep-2025 10:44 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2998833,Chiranjib Nayak,14-Jul-2025 12:46 PM,Rejected-AOC,Rejected,12-Sep-2025 10:44 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2996901,DIBYARANI DAS,11-Jul-2025 10:30 PM,Rejected-AOC,Rejected,12-Sep-2025 10:44 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
