S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1,ICICI BANK,"7,080",0.0,Nil,Nil,No,EXECUTIVE OFFICER NAC POLASARA,"NOTIFIED AREA COUNCIL POLASARA,NEAR BUS STAND,MAIN ROAD,POLASARA",Construction of Paver road at TulasiNagar of Surya Nagar ward No. 7 of N.A.C Polasara,Construction of Paver road at TulasiNagar of Surya Nagar ward No. 7 of N.A.C Polasara,Please refer Tender documents. ,NA ,"10,59,578",Civil Works - Others,NA ,Tender,90.0,60.0,NAC AREA OF NAC POLASARA,761105.0,NA ,NA ,NA ,NAC OFFICE NAC POLASARA,No ,No,08-Sep-2023 11:00 AM,25-Sep-2023 11:00 AM,08-Sep-2023 11:00 AM,22-Sep-2023 05:30 PM,08-Sep-2023 11:00 AM ,22-Sep-2023 05:30 PM ,08-Sep-2023 11:00 AM,22-Sep-2023 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Polasara NAC,NAC/PLS-02/2023-24,2023_ORULB_93911_39,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"10,596",Yes,fixed,,Nil,Nil,AOC,1,2261096,Nilanchala Behera,20-Sep-2023 05:32 PM,Accepted-AOC,lowest bid,24-Sep-2025 12:05 PM,24-Sep-2025,"INR 1,059,577.39",60.0,Panchanan Sethy,24-Sep-2025 12:05 PM,39.pdf (272.00 KB),Chairperson,Internal,"TAHASILDAR, EXECUTIVE OFFICER,MUNICIPAL ENGINEER,JUNIOR ENGINEER,ACCOUNTANT",Panchanan Sethy,24-Sep-2025 11:47 AM,techsummary_459640.pdf (2257.52 KB),Chairperson,Internal,"TAHASILDAR, EXECUTIVE OFFICER,MUNICIPAL ENGINEER,JUNIOR ENGINEER,ACCOUNTANT",Panchanan Sethy,24-Sep-2025 11:55 AM,finsummary_459640.pdf (2257.52 KB),Municipal Bodies||Polasara NAC,2023_ORULB_93911_39,NAC/PLS-02/2023-24,Construction of Paver road at TulasiNagar of Surya Nagar ward No. 7 of N.A.C Polasara,1.0,2261096.0,Nilanchala Behera,INR,"1,250,300",Finance,attached,Panchanan Sethy,24-Sep-2025 11:42 AM,finance_459640.pdf,BOQ Comparative Chart,AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,2,2261717,Santosh Kumar Sethi,20-Sep-2023 05:24 PM,Rejected-AOC,highest,24-Sep-2025 12:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
