Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN",17-Jan-2025 06:55 PM,28-Jan-2025 11:00 AM,17-Jan-2025 06:55 PM,27-Jan-2025 05:30 PM,17-Jan-2025 06:55 PM ,24-Jan-2025 05:30 PM ,17-Jan-2025 06:55 PM,27-Jan-2025 05:30 PM,30-Jun-2025 11:00 AM,"Chief Construction Engineer, R.W.Circle, BAM","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11",CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/16-2024-25/BPR,2025_CERWI_109521_9,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"2,56,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Improvement to PWD road (Khandadeuli) to Balarampur road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2024-25.,Improvement to PWD road (Khandadeuli) to Balarampur road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2024-25.,Please refer Tender documents. ,NA ,"2,56,68,000",Civil Works - Roads,NA ,Tender,90.0,210.0,Ganjam,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM",No ,No,AOC,1,2778589,ASISH KUMAR PANDA,26-Jan-2025 03:33 PM,Accepted-AOC,Successful bidders after lottery system,09-Sep-2025 03:24 PM,06-Sep-2025,"INR 21,819,733",210.0,Lopamudra Dalai,09-Sep-2025 03:24 PM,Khandadeili.pdf (278.00 KB),Finance,Documents to be verified,Lopamudra Dalai,03-Jul-2025 01:44 PM,finance_526243.pdf,BOQ Comparative Chart,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,"Asst Engineer, R.W.Circle,BAM P.A. to CCE, R.W.Circle, BAM SE, R.W.Divn-II, Gm, BAM",Lopamudra Dalai,20-Jun-2025 06:26 PM,30-Jun-2025 11:00 AM,techsummary_526243.pdf (3175.20 KB),"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,,Lopamudra Dalai,17-Jul-2025 06:49 PM,finsummary_526243.pdf (636.83 KB),CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_109521_9,Online Tender/16-2024-25/BPR,Improvement to PWD road (Khandadeuli) to Balarampur road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2024-25.,Technical,Documents to be verified,Lopamudra Dalai,11-Jun-2025 04:58 PM,technical_526243.pdf,1.0,2778589.0,ASISH KUMAR PANDA,INR,"21,819,733",AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,2,2778205,Charan Behera,26-Jan-2025 12:34 PM,Rejected-AOC,3rd Lowest,09-Sep-2025 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2780118,Jajati Kesari Nayak,27-Jan-2025 12:16 PM,Rejected-AOC,2nd Lowest,09-Sep-2025 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2773648,M/S MAA TRISHAKTI CONSTRUCTIONS,26-Jan-2025 05:12 PM,Rejected-AOC,1st Lowest,09-Sep-2025 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2779475,Rajendra Patra,27-Jan-2025 12:35 PM,Rejected-AOC,1st Lowest,09-Sep-2025 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
