Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,06-Feb-2025 06:55 PM,14-Feb-2025 11:00 AM,06-Feb-2025 06:55 PM,13-Feb-2025 05:00 PM,06-Feb-2025 06:55 PM ,12-Feb-2025 03:00 PM ,06-Feb-2025 06:55 PM,13-Feb-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, CONTRACTOR REGISTRATION CERTIFICATE, PAN, GSTIN, AFFIDAVIT, ETC","Construction of Compound wall, Gate, Cow catcher of PHC(N) D.Anandapur for the year 2024-25.","Construction of Compound wall, Gate, Cow catcher of PHC(N) D.Anandapur for the year 2024-25.",Please refer Tender documents. ,NA ,"10,07,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,"10,070",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-12/2024-25,2025_CERWI_110261_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"O/o EE R.W.DIVISION-II,BHADRAK","O/o EE R.W.DIVISION-II,BHADRAK",AOC,Executive Engineer,Internal,,Saraseebala Behera,08-Sep-2025 12:00 PM,finsummary_528914.pdf (786.06 KB),Executive Engineer,Internal,,Saraseebala Behera,08-Sep-2025 11:54 AM,techsummary_528914.pdf (873.10 KB),08-Sep-2025,"INR 856,292.03",60.0,Saraseebala Behera,08-Sep-2025 12:07 PM,wo17.pdf (703.00 KB),1,2811784,Asoka Kumar Rout,12-Feb-2025 12:40 AM,Rejected-AOC,Rejected,08-Sep-2025 12:08 PM,1.0,2810661.0,NIRAKAR MALLICK,INR,"856,292.03",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_110261_17,SE/BDK-II/TCN-12/2024-25,"Construction of Compound wall, Gate, Cow catcher of PHC(N) D.Anandapur for the year 2024-25.",Finance,total 14 bidders accepted,Lambodar Naik,17-Feb-2025 04:32 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2802779,BAIDHAR BHARATI,07-Feb-2025 07:21 PM,Rejected-AOC,Rejected,08-Sep-2025 12:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2813517,BASANTA KUMAR MAHARANA,12-Feb-2025 03:41 PM,Rejected-AOC,Rejected,08-Sep-2025 12:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2815543,BIKASH CHANDRA TRIPATHY,13-Feb-2025 02:42 PM,Rejected-AOC,Rejected,08-Sep-2025 12:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2814043,BISWAJIT MOHANTY,13-Feb-2025 11:53 AM,Rejected-AOC,Rejected,08-Sep-2025 12:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2813832,Chitaranjan Nayak,12-Feb-2025 05:18 PM,Rejected-AOC,Rejected,08-Sep-2025 12:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2810256,Kailash Chandra Biswal,11-Feb-2025 04:23 PM,Rejected-AOC,Rejected,08-Sep-2025 12:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2814090,Manorama Panigrahi,12-Feb-2025 06:29 PM,Rejected-AOC,Rejected,08-Sep-2025 12:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2810661,NIRAKAR MALLICK,11-Feb-2025 05:50 PM,Accepted-AOC,Selected through transparent lottery system,08-Sep-2025 12:08 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2816164,PRASANTA KUMAR ROUT,13-Feb-2025 03:53 PM,Rejected-AOC,Rejected,08-Sep-2025 12:08 PM,,,,,,,,,,,,,,,,AOC
