Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
Smt Anu Garg Additional Chief Secretary to Govt DOWR,External,"Er B R Mohanty, Er C S Padhi, Er L Gouda , Er R.K Mohapatra Mr.M Dash",Ramakanta Mohapatra,03-Aug-2024 06:13 PM,05-Aug-2024 11:00 AM,techsummary_495259.pdf (1027.72 KB),Finance,The financial bid documents of above bidders have been downloaded successfully from website,Ramakanta Mohapatra,05-Aug-2024 01:11 PM,finance_495259.pdf,BOQ Comparative Chart,22-Jan-2025,"INR 245,285,467",730.0,Chitta Ranjan Bhuyan,25-Sep-2025 11:29 AM,BhalubasaBGBUILD.pdf (777.00 KB),"The work is awarded to MS Big Build Infrastructure and Co vide Memo No.497/WE dt.22.01.2025 of SE, Baisinga Canal Division, Laxmiposi",1,2469767,Atanu Kumar Paul,13-Mar-2024 08:25 AM,Rejected-Technical,"As per approval of Technical bid Lr No.17718 dt.29.06.24 of Govt. of Odisha , DoWR",03-Aug-2024 06:13 PM,1.0,2475798.0,M/S BIG BUILD INFRASTRUCTURE & CO,INR,"245,285,467",Technical,The Technical bid documents of the above bidder have been downloaded from web site on 12.03.2024,Ramakanta Mohapatra,02-Apr-2024 12:46 PM,technical_495259.pdf,"CE-BM,BSB Basin,Laxmiposi",2024_CEBML_101525_1,"41/ 23-24 of CEBM, SBB, Laxmiposi",Construction of Bhalubasa Minor from RD 00M to RD 1700M along with Minors and Sub-Minors including all structures with CC lining and service road.,Smt Anu Garg Additional Chief Secretary to Govt DOWR,External,"Er C S Padhi, Er B K Samal, Er L Gouda, Er. R K Mohapatra, Mr. N R Panda, Mr B Mallick, M Dash",Ramakanta Mohapatra,18-Dec-2024 11:52 AM,finsummary_495259.pdf (327.81 KB),AOC,"CE-BM,BSB Basin,Laxmiposi","41/ 23-24 of CEBM, SBB, Laxmiposi",2024_CEBML_101525_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Corrigendum No.1,Technical Bid,,"28,85,400",No,fixed,,Nil,Nil,Construction of Bhalubasa Minor from RD 00M to RD 1700M along with Minors and Sub-Minors including all structures with CC lining and service road.,Construction of Bhalubasa Minor from RD 00M to RD 1700M along with Minors and Sub-Minors including all structures with CC lining and service road.,As per Technical bid  ,NA ,"28,85,37,192",Civil Works - Canal,NA ,Tender,90.0,730.0,Betnoti Block,757025.0,"Office of the CE and BM, S and B Basin, Laxmiposi ","Office of the CE and BM, S and B Basin, Laxmiposi ",01-Mar-2024 11:30 AM ,"Office of the CE and BM, S and B Basin, Laxmiposi",No ,No,1.0,Fee/PreQual/Technical,.pdf,"EMD, GST, PAN, Contractors R.C., Affidavit, no relationship with Department etc","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,21-Feb-2024 11:15 AM,14-Mar-2024 11:00 AM,21-Feb-2024 11:15 AM,13-Mar-2024 05:00 PM,21-Feb-2024 11:30 AM ,28-Feb-2024 05:00 PM ,21-Feb-2024 11:45 AM,13-Mar-2024 05:00 PM,05-Aug-2024 11:00 AM,"CE and BM, S and B Basin, Laxmiposi","Office of the CE and BM, S and B Basin, Laxmiposi",AOC
,,,,,,,,,,,,,,,,,,,,2,2474907,GVV CONSTRUCTIONS PRIVATE LIMITED,13-Mar-2024 01:26 PM,Rejected-Finance,As per approval of Financial Bid.,18-Dec-2024 11:52 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as per DTCN,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,2475618,GYANENDRA KUMAR ROUTRAY,13-Mar-2024 01:28 PM,Rejected-Finance,As per approval of Financial Bid.,18-Dec-2024 11:52 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2475782,LORDS INFRACON PRIVATE LIMITED,13-Mar-2024 03:05 PM,Rejected-Finance,As per approval of Financial Bid.,18-Dec-2024 11:52 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2474323,MSA CONSTRUCTION PRIVATE LIMITED,13-Mar-2024 02:48 PM,Rejected-Finance,As per approval of Financial Bid.,18-Dec-2024 11:52 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2475798,M/S BIG BUILD INFRASTRUCTURE & CO,13-Mar-2024 03:11 PM,Accepted-AOC,Awarded,25-Sep-2025 11:29 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2469415,M/S BMT Profile,12-Mar-2024 02:24 PM,Rejected-Finance,As per approval of Financial Bid.,18-Dec-2024 11:52 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,2475277,M S H M CONSTRUCTION,13-Mar-2024 04:20 PM,Rejected-Finance,As per approval of Financial Bid.,18-Dec-2024 11:52 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,2472113,M/S L.R. MAKKAR,12-Mar-2024 10:59 AM,Rejected-Technical,"As per approval of Technical bid Lr No.17718 dt.29.06.24 of Govt. of Odisha , DoWR",03-Aug-2024 06:13 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,2467525,MS MISRA CONSTRUCTION PVT LTD,12-Mar-2024 11:02 AM,Rejected-Finance,As per approval of Financial Bid.,18-Dec-2024 11:52 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
