Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,EMD refund,Manas Biswal,10-Sep-2025 11:20 AM,finance_544211.pdf,BOQ Comparative Chart,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,10-Sep-2025 11:39 AM,techsummary_544211.pdf (1186.48 KB),1,2987875,ECO ELECTRIC POWER SOLUTIONS,03-Jul-2025 03:38 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:39 AM,Rourkela Municipal Corporation,2025_RMC_114799_1,MC/RMC/27/2025,"Repair and Replacement of Pathway lights from Hanuman Vatika Chowk to Bisra Chowk Both Side, Rourkela.",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,10-Sep-2025 11:55 AM,finsummary_544211.pdf (1186.48 KB),10-Sep-2025,"INR 3,399,818.53",90.0,Manas Biswal,10-Sep-2025 12:02 PM,BID27.pdf (1186.00 KB),Awarded to Sk. Alli Bux,1.0,2993204.0,SK ALLI BUX,INR,"3,399,818.53",AOC,"39,990",Yes,fixed,,Nil,Nil,24-Jun-2025 06:00 PM,09-Jul-2025 11:00 AM,24-Jun-2025 06:00 PM,08-Jul-2025 05:00 PM,NA ,NA ,24-Jun-2025 06:00 PM,08-Jul-2025 05:00 PM,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN","Repair and Replacement of Pathway lights from Hanuman Vatika Chowk to Bisra Chowk Both Side, Rourkela.",Electrical,Please refer Tender documents. ,NA ,"39,99,000",Electrical Works,NA ,Tender,90.0,90.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,Rourkela Municipal Corporation,MC/RMC/27/2025,2025_RMC_114799_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,000",Nil,Nil,No,AOC
,,,,,,,,,,,,2,2991122,Hindusthan Electric Company,06-Jul-2025 11:02 AM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC
,,,,,,,,,,,,3,2988800,JBS ENTERPRISES,04-Jul-2025 03:05 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2990478,JUPITER ENGINEERS,05-Jul-2025 04:08 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2991714,KALINGA ELECTRICAL WORKS,06-Jul-2025 11:55 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2992918,MARUTI CONSTRUCTIONS,08-Jul-2025 11:50 AM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2992648,M/S AJAY KUMAR DAS,07-Jul-2025 09:06 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2990243,M/s. EASTERN ENGINEERING,05-Jul-2025 02:39 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2985413,M/S GANGA ELECTRIC,01-Jul-2025 04:22 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2993263,MS SHREEMAA ELECTRICAL CONSTRUCTION,08-Jul-2025 02:50 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
