Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Paper Cost and EMD Online, PAN, GSTIN, Affidavit, Regd. Certificate and other Documents as per DTCN.",05-Dec-2024 02:00 PM,20-Dec-2024 11:30 AM,05-Dec-2024 02:00 PM,19-Dec-2024 05:00 PM,NA ,NA ,05-Dec-2024 02:00 PM,19-Dec-2024 05:00 PM,24-Feb-2025 11:45 AM,1.0,ICICI BANK,Construction of New Community Health Centre at Jajpur Road in District of Jajpur.,Construction of New Community Health Centre at Jajpur Road in District of Jajpur.,Please refer Tender documents. ,NA ,"15,39,78,537",Civil Works - Buildings,NA ,Tender,90.0,547.0,JAJPUR DIST.,755019.0,NA ,NA ,NA ,"O/o. the E.I.C. (Civil), Odisha, Bhubaneswar.",No ,No,"15,40,000",Yes,fixed,,Nil,Nil,EIC-CIVIL,C.E. (B) - 22 / 2024-25,2024_EICCL_107933_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Chief Engineer, Buildings-I (I/C), Odisha, BBSR","O/o. the E.I.C. (Civil), Odisha, Unit-V, Nirman Soudha, Bhubaneswar.","10,000",0.0,Nil,Nil,No,AOC,23-Sep-2025,"INR 136,594,360",547.0,Priyabrata Samantara,23-Sep-2025 02:12 PM,AOC_JAJPUROAD.pdf (2428.00 KB),AOC,1,2700697,ARUN KUMAR NAYAK,17-Dec-2024 02:10 PM,Rejected-Finance,L3,09-Sep-2025 01:05 PM,Finance,Opening,Bijaya Kumar Nayak,24-Feb-2025 12:18 PM,,BOQ Comparative Chart,Er P C Mohapatra EIC (Civil-cum-Roads) Odisha,Internal,Er A K Giri EIC CE Buildings I Ic Odisha Er B K Nayak Addl CE Buildings I Odisha Smt P Samal Financial Adviser,Bijaya Kumar Nayak,20-Feb-2025 01:28 PM,24-Feb-2025 11:45 AM,techsummary_519426.pdf (175.70 KB),Principal Secretary to Govt. Works Dept Odisha,Internal,EIC Civil cum Roads Odisha CE Buildings I Odisha FA cum Special Secy to Govt Works Dept Odisha,Managobinda Biswal,09-Sep-2025 01:05 PM,finsummary_519426.pdf (419.64 KB),EIC-CIVIL,2024_EICCL_107933_1,C.E. (B) - 22 / 2024-25,Construction of New Community Health Centre at Jajpur Road in District of Jajpur.,Technical,10 Nos. Bidders Received,Bijaya Kumar Nayak,20-Dec-2024 12:20 PM,,1.0,2694527.0,SAI SMRUTI INFRASTRUCTURE PVT. LTD.,INR,"136,594,360",AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2701955,M/s Lalitendu Satpathy,18-Dec-2024 01:19 PM,Rejected-Finance,L3,09-Sep-2025 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2703463,POOJA ASSOCIATES CONTRACT DIVN,19-Dec-2024 02:44 PM,Rejected-AOC,L2,23-Sep-2025 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2702510,PRITHUDIPTI BOSE,18-Dec-2024 03:46 PM,Rejected-Technical,Disqualified,20-Feb-2025 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2703771,RAJAT MOHAPATRA,19-Dec-2024 04:39 PM,Rejected-Finance,L3,09-Sep-2025 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2694527,SAI SMRUTI INFRASTRUCTURE PVT. LTD.,17-Dec-2024 07:01 PM,Accepted-AOC,L1,23-Sep-2025 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2703372,SUJIT KUMAR JENA,19-Dec-2024 12:43 PM,Rejected-Finance,L3,09-Sep-2025 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2694114,SUSHREESARADA CONSTRUCTION PRIVATE LIMITED,12-Dec-2024 06:58 PM,Rejected-Finance,L3,09-Sep-2025 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2691600,SUSHRITA MISHRA,16-Dec-2024 05:55 PM,Rejected-Finance,L3,09-Sep-2025 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2701181,TRIBHUBAN DAS,19-Dec-2024 04:49 PM,Rejected-Technical,Disqualified,20-Feb-2025 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
