S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage
1.0,ICICI BANK,05-Jun-2025 06:00 PM,17-Jun-2025 11:00 AM,05-Jun-2025 06:00 PM,16-Jun-2025 05:00 PM,NA ,NA ,05-Jun-2025 06:00 PM,16-Jun-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, EMD, GST, PAN, Paper cost and Other Documents as per DTCN",Rourkela Municipal Corporation,MC/RMC/23/2025,2025_RMC_114235_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"13,250",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,"Open Space Development in front of Loknath Mandir, C block, Koel Nagar",Works,Please refer Tender documents. ,NA ,"13,25,000",Civil Works - Others,NA ,Tender,90.0,45.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",AOC,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,02-Sep-2025 04:45 PM,techsummary_542275.pdf (3039.05 KB),1,2967806,ANIL BEHERA (S.C),15-Jun-2025 08:40 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:45 PM,Finance,EMD refund,Birendra Nanda,02-Sep-2025 03:57 PM,finance_542275.pdf,BOQ Comparative Chart,1.0,2969694.0,PRADEEP PATRA,INR,"1,126,368.4",03-Sep-2025,"INR 1,126,368.4",45.0,Manas Biswal,03-Sep-2025 04:08 PM,BID23.pdf (3039.00 KB),Awarded to Pradeep Patra,Rourkela Municipal Corporation,2025_RMC_114235_6,MC/RMC/23/2025,"Open Space Development in front of Loknath Mandir, C block, Koel Nagar",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,03-Sep-2025 03:40 PM,finsummary_542275.pdf (3039.05 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2969077,ANITA SETHI,16-Jun-2025 02:11 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2963598,ARADHYA CONSTRUCTION,12-Jun-2025 12:55 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2965392,ARATI TRIPATHY,13-Jun-2025 12:25 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2967709,DEBENDRA SWAIN,15-Jun-2025 06:57 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2961762,GOURI ROUT,11-Jun-2025 03:50 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2969452,MANORANJAN JENA,16-Jun-2025 03:47 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2969694,PRADEEP PATRA,16-Jun-2025 04:41 PM,Accepted-AOC,By The Tender Committee,03-Sep-2025 04:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2966649,RABINDRA KUMAR JENA,14-Jun-2025 01:10 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2968888,RATIKANTA SETHI,16-Jun-2025 01:35 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,2969074,SHREE JAGANNATH CONSTRUCTIONS,16-Jun-2025 02:09 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,2960911,SUJATA TRIPATHY,12-Jun-2025 02:33 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,2968569,SUSHIL KUMAR SINGH,16-Jun-2025 12:38 PM,Rejected-Technical,By The Tender Committee,02-Sep-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
