Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender Paper, RC, PAN, GST and other documents as per DTCN",Divisional Officer,"RURAL WORKS DIVISION, DHENKANAL",Construction of Additional Class Room First Floor Mahima Mahavidyalaya Higher Secondary School building at Joranda for the year 2024-25,Construction of Additional Class Room First Floor Mahima Mahavidyalaya Higher Secondary School building at Joranda for the year 2024-25,NA ,NA ,"16,94,038",Civil Works - Buildings,NA ,Tender,90.0,180.0,Dhenkanal,759001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, DHENKANAL",No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-ANGUL||RWDIVISION-DHENKANAL,Online DKL 02/2025-26,2025_CERWI_114772_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"16,940",Yes,fixed,,Nil,Nil,24-Jun-2025 11:00 AM,05-Jul-2025 11:00 AM,24-Jun-2025 11:00 AM,04-Jul-2025 05:00 PM,24-Jun-2025 11:00 AM ,03-Jul-2025 04:00 PM ,24-Jun-2025 11:00 AM,04-Jul-2025 05:00 PM,AOC,1,2980707,Ajoy Kumar Baisak,26-Jun-2025 11:19 PM,Rejected-Finance,Not Qualified,15-Sep-2025 06:38 PM,15-Sep-2025,"INR 1,440,102",180.0,Sonali Sucharita Rout,15-Sep-2025 06:43 PM,Joranda.pdf (401.00 KB),Award of Contract,SE,Internal,SE DAO and Estimator,Sonali Sucharita Rout,15-Sep-2025 06:28 PM,techsummary_544140.pdf (336.39 KB),CE RW I||RWCIRCLE-ANGUL||RWDIVISION-DHENKANAL,2025_CERWI_114772_1,Online DKL 02/2025-26,Construction of Additional Class Room First Floor Mahima Mahavidyalaya Higher Secondary School building at Joranda for the year 2024-25,SE,Internal,SE DAO And Estimator,Sonali Sucharita Rout,15-Sep-2025 06:38 PM,finsummary_544140.pdf (874.81 KB),Finance,opened,Swarnalata Dhal,06-Jul-2025 10:38 PM,,BOQ Comparative Chart,1.0,2981826.0,DILLIP KUMAR JENA,INR,"1,440,102",AOC
,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2986491,Akash Kumar Rout,02-Jul-2025 05:00 PM,Rejected-Finance,Not Qualified,15-Sep-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2987611,ANJAN KUMAR PARIDA,03-Jul-2025 01:10 PM,Rejected-Finance,Not Qualified,15-Sep-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2987287,Anupama Nayak,03-Jul-2025 11:22 AM,Rejected-Finance,Not Qualified,15-Sep-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2987224,BODHINATH JAGADISH CHANDRA,03-Jul-2025 09:32 AM,Rejected-Finance,Not Qualified,15-Sep-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2981826,DILLIP KUMAR JENA,28-Jun-2025 11:23 AM,Accepted-AOC,AOC,15-Sep-2025 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2988314,FAKIRA MOHAN MOHAPATRA,04-Jul-2025 10:31 AM,Rejected-Technical,License Validity Expired,15-Sep-2025 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2989039,JAYALAXMI NATH,04-Jul-2025 02:54 PM,Rejected-Finance,Not Qualified,15-Sep-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2988348,Liizarani Baral,04-Jul-2025 08:33 AM,Rejected-Finance,Not Qualified,15-Sep-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2988450,Manoranjan Behera,04-Jul-2025 10:27 AM,Rejected-Finance,Not Qualified,15-Sep-2025 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
