Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
EIC RW-II,Internal,CE Bridge and Buildings EE Bridges AO DAO,Kishor kumar Mishra,12-Mar-2024 10:39 AM,15-Mar-2024 11:00 AM,techsummary_492021.pdf (211.93 KB),Finance,Price bid opened,Dinabandhu Behura,16-Mar-2024 12:08 PM,,BOQ Comparative Chart,1.0,2452813.0,PRATAP PADHIARI,22-Feb-2024 02:04 PM,Rejected-Finance,2nd lowest,23-Sep-2025 06:59 PM,23-Sep-2025,"INR 217,077,062",730.0,Dinabandhu Behura,23-Sep-2025 07:10 PM,TantigahiJajpur.pdf (78.00 KB),1.0,2444260.0,SAILABALA INFRASTRUCTURE PRIVATE LIMITED,INR,"217,077,062",CE RW I,2024_CERWI_100942_3,Tender Online-14/2023-24 (Bridges),Construction of bridge over river TANTIGHAI from MDR -14 Sahaspur-Danrakul to Mohammed Jamapur Road in the district of Jajpur,Technical,Two bidders participated,Kishor kumar Mishra,23-Feb-2024 01:35 PM,,EIC RW-II,Internal,,Dinabandhu Behura,23-Sep-2025 06:59 PM,finsummary_492021.pdf (78.48 KB),AOC,Construction of bridge over river TANTIGHAI from MDR -14 Sahaspur-Danrakul to Mohammed Jamapur Road in the district of Jajpur,Construction of bridge over river TANTIGHAI from MDR -14 Sahaspur-Danrakul to Mohammed Jamapur Road in the district of Jajpur under BSY for the year 2023-24,Please refer Tender documents. ,NA ,"24,25,44,204",Civil Works - Bridges,NA ,Tender,90.0,730.0,Jajpur,751001.0,NA ,NA ,NA ,Office of EIC RW Odisha Bhubaneswar,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, GST, PAN, RC, Affidavit correctness certificate and no relation certificate","24,25,442",Yes,percentage,1.0%,Nil,Nil,10-Feb-2024 04:00 PM,23-Feb-2024 11:00 AM,10-Feb-2024 04:00 PM,22-Feb-2024 05:00 PM,10-Feb-2024 04:00 PM ,21-Feb-2024 02:00 PM ,10-Feb-2024 04:00 PM,22-Feb-2024 05:00 PM,15-Mar-2024 11:00 AM,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,CE RW I,Tender Online-14/2023-24 (Bridges),2024_CERWI_100942_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Chief Engineer Buildings and Bridges,Office of EIC RW Odisha Bhubaneswar,AOC
,,,,,,,,,,,,,2.0,2444260.0,SAILABALA INFRASTRUCTURE PRIVATE LIMITED,22-Feb-2024 12:43 PM,Accepted-AOC,Agreement no. 86P1 2024-25,23-Sep-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,"Labour licence, Work experience, Work in hand, ATO, Similar nature of work",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries owned obtained on hire and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
