Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Superintending Engineer prachi division,"Superintending Engineer Prachi Division, Bhubaneswar",1.0,ICICI BANK,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",SEPRD-04/2025-26,2025_CELBB_114118_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"12,800",Yes,fixed,,Nil,Nil,Construction of guard wall and repair of syphon from RD 2980 mtr. to RD 3800 mtr. of Jharpada Distributary,maintenance work,Please refer Tender documents. ,NA ,"12,73,048",Civil Works - Canal,NA ,Tender,90.0,NA ,pratapnagari,753011.0,NA ,NA ,NA ,SE PRACHI DIVISION,No ,No,05-Jun-2025 10:00 AM,17-Jun-2025 11:00 AM,05-Jun-2025 10:00 AM,16-Jun-2025 05:30 PM,NA ,NA ,05-Jun-2025 10:00 AM,16-Jun-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor R.C, PAN, GSTIN, Affidavits, NRC, undertaking and any other documents as per SBD/DTCN",AOC,"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,22-Jul-2025 12:40 PM,techsummary_541963.pdf (318.31 KB),"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,22-Jul-2025 12:42 PM,finsummary_541963.pdf (318.31 KB),Finance,Bid Opened,Raghunath Swain,17-Jun-2025 05:34 PM,,BOQ Comparative Chart,1.0,2969021.0,DEEPAK ROUTRAY,INR,"1,082,218.317","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",2025_CELBB_114118_20,SEPRD-04/2025-26,Construction of guard wall and repair of syphon from RD 2980 mtr. to RD 3800 mtr. of Jharpada Distributary,1,2967172,ARATI SWAIN,15-Jun-2025 10:54 AM,Rejected-Technical,not selected through Lottery,22-Jul-2025 12:40 PM,01-Sep-2025,"INR 1,082,218.317",120.0,Raghunath Swain,01-Sep-2025 05:48 PM,20.PDF (145.00 KB),AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2969672,ASHOK KUMAR PATRA,16-Jun-2025 04:41 PM,Rejected-Technical,not selected through Lottery,22-Jul-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2957428,BHARATI BARDHAN,11-Jun-2025 08:59 PM,Rejected-Technical,not selected through lottery,22-Jul-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2960206,BHOLANATH DASH,10-Jun-2025 06:52 PM,Rejected-Technical,not selected through lottery,22-Jul-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2961381,BIRANCHI NARAYAN PATRA,12-Jun-2025 08:42 PM,Rejected-Technical,not selected through lottery,22-Jul-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2969021,DEEPAK ROUTRAY,16-Jun-2025 02:07 PM,Accepted-AOC,Selected through Lottery,01-Sep-2025 05:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2953556,DIPIN KUMAR MOHANTY,16-Jun-2025 03:30 PM,Rejected-Technical,not selected through lottery,22-Jul-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2966884,Gopal Prasad Das,15-Jun-2025 01:06 PM,Rejected-Technical,not selected through lottery,22-Jul-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2965716,Jatindra Kumar Nayak,13-Jun-2025 03:22 PM,Rejected-Technical,not selected through lottery,22-Jul-2025 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2966229,JAYASHREE BEHERA,13-Jun-2025 09:04 PM,Rejected-Technical,not selected through lottery,22-Jul-2025 12:40 PM,,,,,,,AOC
