Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"7,100",Yes,fixed,,Nil,Nil,"EE RW (PH) DIVISION,BBSR","SE RW (PH) DIVISION,BBSR BEHIND ESPLANDE MALL,RASULGARH,751010",1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card","PH works(SI,SD AND WS) to Sub centre building at Desandh of Deogaon block in Balangir Dist in the F.Y.-2023-24","PH works(SI,SD AND WS) to Sub centre building at Desandh of Deogaon block in Balangir Dist in the F.Y.-2023-24",Please refer Tender documents. ,NA ,"7,05,005",Civil Works - Buildings,NA ,Tender,90.0,NA ,Desandh,767029.0,NA ,NA ,NA ,"O/O EE RW (PH) DIVISION ,BBSR",No ,No,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-15/2025-26,2025_CERWI_114506_34,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,24-Jun-2025 11:00 AM,04-Jul-2025 11:00 AM,24-Jun-2025 11:00 AM,03-Jul-2025 05:00 PM,NA ,NA ,24-Jun-2025 11:00 AM,03-Jul-2025 05:00 PM,AOC,Executive Engineer,Internal,,Anil Kumar Das,18-Jul-2025 01:36 PM,techsummary_543825.pdf (356.25 KB),Executive Engineer,Internal,,Anil Kumar Das,03-Sep-2025 02:07 PM,finsummary_543825.pdf (62.75 KB),Finance,COMPARATIVE STATEMENT,Anil Kumar Das,07-Jul-2025 01:04 PM,finance_543825.pdf,BOQ Comparative Chart,1,2987922,ASHOK KUMAR JOSHI,03-Jul-2025 04:12 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:07 PM,1.0,2985521.0,SAGARIKA RATH,INR,"599,325",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_114506_34,EERWPH-15/2025-26,"PH works(SI,SD AND WS) to Sub centre building at Desandh of Deogaon block in Balangir Dist in the F.Y.-2023-24",03-Sep-2025,"INR 599,325",90.0,Anil Kumar Das,04-Sep-2025 03:19 PM,5020.pdf (319.00 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2982585,DHIRAJ KUMAR AGRAWAL,29-Jun-2025 11:27 AM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:07 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2984953,GOURI MEHER,01-Jul-2025 11:54 AM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:07 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2985435,KISHOR CHANDRA RAULA,01-Jul-2025 04:11 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:07 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2982284,PRADEEP KUMAR SAHOO,30-Jun-2025 04:57 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:07 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2985721,RAHUL KUMAR SAHU,01-Jul-2025 07:24 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:07 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2987236,RAJENDRA PANDA,03-Jul-2025 03:01 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:07 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2987791,Rasmanjali Sa,03-Jul-2025 02:26 PM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:07 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2985521,SAGARIKA RATH,01-Jul-2025 05:06 PM,Accepted-AOC,Qualified in Transparency lottery,04-Sep-2025 03:19 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2987364,SROTASWINI BEHERA,03-Jul-2025 11:06 AM,Rejected-Finance,Not Qualified in Transparency lottery,03-Sep-2025 02:07 PM,,,,,,,,,,,,,,,,AOC
