Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Odisha University of Technology and Research,2025_OUTR_113281_1,OUTR/SIP/Env.Lab/2025-26/03,Supply of equipment for Environmental Engineering Laboratory,1.0,2930346.0,LAB CHEMICALS PRIVATE LIMITED,INR,"853,376",Dr D P Satapathy,Internal,"Dr Siprarani Pradhan, Dr Rosalin Dalai, Dr F Baliarsingh",NEELAKANTHA GURU,29-Jul-2025 10:26 AM,30-Jul-2025 10:00 AM,techsummary_539031.pdf (1263.09 KB),Prof. D P Satapathy,Internal,"DR. Siprarani Pradhan, Mrs. Rosalin Dalai, DR. Sabita Dash",Anjan Kumar Sahoo,03-Sep-2025 12:03 PM,finsummary_539031.pdf (568.31 KB),03-Sep-2025,"INR 1,053,180",45.0,Ashish Kumar Jena,06-Sep-2025 12:35 PM,POofEnvironmentalLab.pdf (2597.00 KB),Finance,Finance bid for 5 firms has been opened.,NEELAKANTHA GURU,26-Aug-2025 11:10 AM,finance_539031.pdf,BOQ Comparative Chart,1,2935939,Dinesh Scientific,27-May-2025 07:01 PM,Rejected-AOC,Rejected as not quoted the lowest price for any one of the item,06-Sep-2025 12:35 PM,Technical,total 5 participants admitted,NEELAKANTHA GURU,14-Jul-2025 03:10 PM,technical_539031.pdf,AOC,09-May-2025 06:00 PM,29-May-2025 11:00 AM,10-May-2025 10:00 AM,28-May-2025 09:00 AM,NA ,NA ,10-May-2025 06:00 PM,28-May-2025 09:00 AM,30-Jul-2025 10:00 AM,Regstrara,"OUTR, Bhubaneswar","16,500",Yes,fixed,,DDO OUTR,Bhubaneswar,Supply of equipment for Environmental Engineering Laboratory,Equipment are required for the environmental laboratory.,Please refer Tender documents. ,NA ,,Laboratory Equipment,NA ,Tender,120.0,NA ,"OUTR, BBSR",751029.0,NA ,NA ,NA ,"OUTR, BBSR",No ,No,Odisha University of Technology and Research,OUTR/SIP/Env.Lab/2025-26/03,2025_OUTR_113281_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Technical Bid-I,"1,000",DDO OUTR,Bhubaneswar,Yes,AOC
,,,,2.0,2932727.0,RASHMITA TRADERS,INR,"3,540",,,,,,,,,,,,,,,,,,,,,,,,,,2,2930346,LAB CHEMICALS PRIVATE LIMITED,23-May-2025 05:52 PM,Accepted-AOC,Quoted the lowest price for item in sl no 1 to 6,06-Sep-2025 12:35 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,2.0,Finance,.xls,Financial Bid-II,,,,,AOC
,,,,3.0,2934938.0,M/S SCIENCE SOLUTIONS,INR,"199,420",,,,,,,,,,,,,,,,,,,,,,,,,,3,2934938,M/S SCIENCE SOLUTIONS,27-May-2025 09:01 PM,Accepted-AOC,Quoted the lowest price for item in sl no 7,06-Sep-2025 12:35 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2932727,RASHMITA TRADERS,26-May-2025 12:45 PM,Accepted-AOC,Quoted the lowest price for item in sl no 9,06-Sep-2025 12:35 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2935529,SUHASINI PHARMACEUTICALS,27-May-2025 04:49 PM,Rejected-Finance,L2 Bidder for items in sl 01 to 06 L4 for item 07 and L3 for item 09,03-Sep-2025 12:03 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
