Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,10-Sep-2025 11:52 AM,techsummary_544216.pdf (1186.48 KB),1,2990136,ECO ELECTRIC POWER SOLUTIONS,05-Jul-2025 12:34 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:52 AM,Finance,EMD refund,Manas Biswal,10-Sep-2025 11:31 AM,finance_544216.pdf,BOQ Comparative Chart,Rourkela Municipal Corporation,2025_RMC_114799_4,MC/RMC/27/2025,"Provision of Street Lights infront of Ganesh Market at STI, Rourkela.",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,10-Sep-2025 11:59 AM,finsummary_544216.pdf (1186.48 KB),1.0,2991938.0,EDITION INTERNATIONAL,INR,"643,848.74",10-Sep-2025,"INR 643,848.74",30.0,Manas Biswal,10-Sep-2025 12:09 PM,BID27.pdf (1186.00 KB),Awarded to M/s Edition International,AOC,24-Jun-2025 06:00 PM,09-Jul-2025 11:00 AM,24-Jun-2025 06:00 PM,08-Jul-2025 05:00 PM,NA ,NA ,24-Jun-2025 06:00 PM,08-Jul-2025 05:00 PM,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN","4,000",Nil,Nil,No,"7,570",Yes,fixed,,Nil,Nil,"Provision of Street Lights infront of Ganesh Market at STI, Rourkela.",Electrical,Please refer Tender documents. ,NA ,"7,57,000",Electrical Works,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,Rourkela Municipal Corporation,MC/RMC/27/2025,2025_RMC_114799_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,2991938,EDITION INTERNATIONAL,07-Jul-2025 12:27 PM,Accepted-AOC,By The Tender Committee,10-Sep-2025 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2992872,ELECTRO POWER ENGG WORKS,08-Jul-2025 08:21 AM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2989317,GYANA RANJAN PANI,07-Jul-2025 11:57 AM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2992516,Hindusthan Electric Company,07-Jul-2025 06:15 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2988818,JBS ENTERPRISES,04-Jul-2025 03:07 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2990492,JUPITER ENGINEERS,05-Jul-2025 04:15 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2992002,KALINGA ELECTRICAL WORKS,07-Jul-2025 01:03 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2985097,MANOJ KUMAR BHUYAN,01-Jul-2025 12:41 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2992710,M/S AJAY KUMAR DAS,07-Jul-2025 09:12 PM,Rejected-Technical,By The Tender Committee,10-Sep-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
