Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
26-Sep-2025,"INR 22,224,688",300.0,Bikram Keshari Malla,26-Sep-2025 12:34 PM,WORKORDER.pdf (541.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 23.09.2025,1.0,3026163.0,RAMESWAR PANIGRAHI,INR,"22,224,688",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_115875_25,08/OPHWC/2025-26,Constn. of 8 F type Staff Qtrs. at Sarangagada Fire Station in Kandhamal District,1,3026542,ABHIMANYU NAIK,07-Aug-2025 06:50 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,13-Sep-2025 07:30 PM,Finance,financial bid opened,Bikram Keshari Malla,15-Sep-2025 11:04 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Srikanta Samal,13-Sep-2025 07:30 PM,15-Sep-2025 10:30 AM,techsummary_547066.pdf (212.42 KB),Technical,9 Nos. of bidders have been participated,Bikram Keshari Malla,12-Aug-2025 06:28 PM,,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,26-Sep-2025 12:25 PM,finsummary_547066.pdf (867.48 KB),AOC,Orissa State Police Housing and Welfare Corporation Ltd,08/OPHWC/2025-26,2025_OSPHW_115875_25,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"2,49,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,Constn. of 8 F type Staff Qtrs. at Sarangagada Fire Station in Kandhamal District,Building Work,Please refer Tender documents  ,NA ,"2,49,74,366",Civil Works - Buildings,NA ,Tender,90.0,300.0,Kandhamal,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"11,800",0.0,Nil,Nil,No,24-Jul-2025 09:00 AM,11-Aug-2025 10:30 AM,24-Jul-2025 09:00 AM,08-Aug-2025 05:00 PM,NA ,NA ,24-Jul-2025 09:00 AM,08-Aug-2025 05:00 PM,15-Sep-2025 10:30 AM,AOC
,,,,,,,,,,,,,,,,2,3028138,ASHOK KUMAR SETHI,08-Aug-2025 01:15 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,13-Sep-2025 07:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,3020909,DEBASISH MOHANTY,08-Aug-2025 04:17 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,13-Sep-2025 07:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,3028743,DIBYASUNDAR SAHOO,08-Aug-2025 04:23 PM,Rejected-Technical,Non submission of adequate similar nature of work as per DTCN Cl. No. 11 and 110(k),13-Sep-2025 07:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3020881,JOGENDRA KUMAR MOHANTY,08-Aug-2025 01:29 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,13-Sep-2025 07:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3025709,MS JAYARAM PRADHAN,07-Aug-2025 09:16 PM,Rejected-Finance,DUE TO L2 BIDDER,26-Sep-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,3028670,PRIYADARSHANEE ANUSHMITA PANDA,08-Aug-2025 03:45 PM,Rejected-Finance,DUE TO L3 BIDDER,26-Sep-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,3026163,RAMESWAR PANIGRAHI,06-Aug-2025 07:09 PM,Accepted-AOC,QUALIFIED BIDDER,26-Sep-2025 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9,3027784,SUSANTA KUMAR SAHOO,08-Aug-2025 11:44 AM,Rejected-Finance,DUE TO L2 BIDDER,26-Sep-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
