Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,All are admitted,Raj Kumar Meher,24-Jul-2025 08:43 PM,,BOQ Comparative Chart,1.0,3004467.0,ALOK KUMAR PRADHAN,INR,"3,138,149",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,2025_CERWI_115374_4,EERWDGH-Online-02 of 2025-26,Construction of New Sub-Centre Building at Jharakandhal under Barkote block in the dist of Deogarh,SE,Internal,,Subash Chandra Besra,24-Sep-2025 10:54 AM,finsummary_545808.pdf (300.12 KB),SE,Internal,,Subash Chandra Besra,24-Sep-2025 10:49 AM,techsummary_545808.pdf (300.12 KB),27-Sep-2025,"INR 3,138,149",180.0,Laxman Kumar Soren,27-Sep-2025 10:59 PM,Jhara.pdf (296.00 KB),1,3006608,AKHILA KUMAR PURTI,21-Jul-2025 03:37 PM,Rejected-AOC,Loss the agreement,27-Sep-2025 10:59 PM,AOC,"36,915",Yes,percentage,1.0%,Nil,Nil,EE RW Division Deogarh,O/o the EE RW Division Deogarh,Construction of New Sub-Centre Building at Jharakandhal under Barkote block in the dist of Deogarh,Civil Work,Please refer Tender documents. ,NA ,"36,91,505",Civil Works - Buildings,NA ,Tender,90.0,180.0,Deogarh,768119.0,NA ,NA ,NA ,O/o the EE RW Division Deogarh,No ,No,11-Jul-2025 12:00 PM,22-Jul-2025 11:00 AM,11-Jul-2025 12:00 PM,21-Jul-2025 05:00 PM,11-Jul-2025 12:00 PM ,19-Jul-2025 05:00 PM ,11-Jul-2025 12:00 PM,21-Jul-2025 05:00 PM,1.0,ICICI BANK,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,EERWDGH-Online-02 of 2025-26,2025_CERWI_115374_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3004467,ALOK KUMAR PRADHAN,19-Jul-2025 06:50 PM,Accepted-AOC,Signed the agreement,27-Sep-2025 10:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,TCN,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3006835,BANESWAR MUNDA,21-Jul-2025 01:37 PM,Rejected-AOC,Loss the agreement,27-Sep-2025 10:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3004171,LIZA CHOUDHARY,20-Jul-2025 11:21 PM,Rejected-AOC,Loss the agreement,27-Sep-2025 10:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2998146,PADMALAYA DHARUA,15-Jul-2025 08:40 PM,Rejected-AOC,Loss the agreement,27-Sep-2025 10:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3003586,PRABIN KUMAR NATH SHARMA,18-Jul-2025 08:38 PM,Rejected-AOC,Loss the agreement,27-Sep-2025 10:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2997848,RUTURAJ NAYAK,14-Jul-2025 11:18 PM,Rejected-AOC,Loss the agreement,27-Sep-2025 10:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3005341,SANTANU KUMAR PANI,21-Jul-2025 10:17 AM,Rejected-AOC,Loss the agreement,27-Sep-2025 10:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
