Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, CONTRACTOR REGISTRATION CERTIFICATE, PAN, GSTIN, AFFIDAVIT, ETC",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-12/2024-25,2025_CERWI_110315_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"8,100",Yes,percentage,1.0%,Nil,Nil,"O/o EE R.W.DIVISION-II,BHADRAK","O/o EE R.W.DIVISION-II,BHADRA",07-Feb-2025 02:00 PM,14-Feb-2025 11:00 AM,07-Feb-2025 02:00 PM,13-Feb-2025 05:00 PM,07-Feb-2025 02:00 PM ,12-Feb-2025 03:00 PM ,07-Feb-2025 02:00 PM,13-Feb-2025 05:00 PM,Construction of Compound wall and approach road at SC Patuli for the year 2024-25,Construction of Compound wall and approach road at SC Patuli for the year 2024-25,Please refer Tender documents. ,NA ,"8,10,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,AOC,1,2809767,Amaresh Kumar Biswal,11-Feb-2025 12:45 PM,Accepted-AOC,Selected through transparent lottery system,10-Sep-2025 12:24 PM,10-Sep-2025,"INR 688,980.39",60.0,Saraseebala Behera,10-Sep-2025 12:24 PM,wo4.pdf (658.00 KB),Executive Engineer,Internal,,Saraseebala Behera,10-Sep-2025 12:06 PM,techsummary_529124.pdf (840.95 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_110315_4,SE/BDK-II/TCN-12/2024-25,Construction of Compound wall and approach road at SC Patuli for the year 2024-25,Executive Engineer,Internal,,Saraseebala Behera,10-Sep-2025 12:18 PM,finsummary_529124.pdf (854.85 KB),Finance,Total 12 bidders accepted,Lambodar Naik,19-Feb-2025 01:30 PM,,BOQ Comparative Chart,1.0,2809767.0,Amaresh Kumar Biswal,INR,"688,980.39",AOC
,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2802853,BAIDHAR BHARATI,07-Feb-2025 07:47 PM,Rejected-AOC,rejected,10-Sep-2025 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2810308,Banamali Prusty,11-Feb-2025 03:47 PM,Rejected-AOC,rejected,10-Sep-2025 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2815018,Bidyadhar Sahoo,13-Feb-2025 11:20 AM,Rejected-AOC,rejected,10-Sep-2025 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2814131,Gouranga Jena,12-Feb-2025 07:03 PM,Rejected-AOC,rejected,10-Sep-2025 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2815350,PRABHU PRASAD HATI,13-Feb-2025 03:13 PM,Rejected-AOC,rejected,10-Sep-2025 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2808073,PRADEEP KUMAR PATRA,12-Feb-2025 11:10 AM,Rejected-AOC,rejected,10-Sep-2025 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2816302,PRASANTA KUMAR ROUT,13-Feb-2025 04:33 PM,Rejected-AOC,rejected,10-Sep-2025 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2802882,PRATAP KUMAR MOHAPATRA,07-Feb-2025 05:32 PM,Rejected-AOC,rejected,10-Sep-2025 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2811515,PRAVAKAR NAYAK,11-Feb-2025 10:24 PM,Rejected-AOC,rejected,10-Sep-2025 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
