Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
16-Aug-2025 11:45 AM,29-Aug-2025 11:30 AM,16-Aug-2025 11:45 AM,26-Aug-2025 05:00 PM,16-Aug-2025 11:45 AM ,22-Aug-2025 05:00 PM ,16-Aug-2025 11:45 AM,26-Aug-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,RELEVANT DOCUMENTS AS PER DTCN,"17,615",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,SUPERINTENDING ENGINEER PH DIVISION BHAWANIPATNA,BHAWANIPATNA,"6,000",0.0,Nil,Nil,No,"Supply , installation , testing and commissioning of flowmeters in zonal reservoirs with other ancillary work in Dharamgarh NAC","Supply , installation , testing and commissioning of flowmeters in zonal reservoirs with other ancillary work in Dharamgarh NAC",RELEVANT DOCUMETS AS PER DTCN ,NA ,"17,61,471",Civil Works - Water Works,NA ,Tender,120.0,60.0,DHARAMGARH,166015.0,NA ,NA ,NA ,BHAWANIPATNA,No ,No,PHEO||PH Circle Bhawanipatna||PH Division Bhawanipatna,SEPH BHPT 13 of 2025-26,2025_PHEO_116942_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1.0,3049468.0,ANUBHABA PRADHANI,INR,"1,497,426",PHEO||PH Circle Bhawanipatna||PH Division Bhawanipatna,2025_PHEO_116942_2,SEPH BHPT 13 of 2025-26,"Supply , installation , testing and commissioning of flowmeters in zonal reservoirs with other ancillary work in Dharamgarh NAC",ACE PH BHAWANIPATNA,Internal,,Subrat Kumar Das,26-Sep-2025 07:59 PM,techsummary_549396.pdf (697.71 KB),26-Sep-2025,"INR 1,497,426",60.0,Subrat Kumar Das,26-Sep-2025 08:08 PM,agreeME.pdf (394.00 KB),work order placed on dtd 25.09.2025,ACE PH BHAWANIPATNA,Internal,,Subrat Kumar Das,26-Sep-2025 08:04 PM,finsummary_549396.pdf (872.82 KB),Finance,opened,Subrat Kumar Das,30-Aug-2025 11:57 AM,finance_549396.pdf,BOQ Comparative Chart,1,3048706,ABHIMANYU CHHATRIA,26-Aug-2025 03:49 PM,Rejected-AOC,L2,26-Sep-2025 08:09 PM,AOC
,,,,,,,,,,.xls,BOQ,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3040075,ALEKH CHANDRA DAS,18-Aug-2025 02:30 PM,Rejected-AOC,L2,26-Sep-2025 08:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3049409,ANKITA SAHU,26-Aug-2025 11:59 AM,Rejected-AOC,L2,26-Sep-2025 08:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3049468,ANUBHABA PRADHANI,26-Aug-2025 11:34 AM,Accepted-AOC,L1,26-Sep-2025 08:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3049751,ASCENSOR LIFTS AND AUTOMATION PRIVATE LIMITED,26-Aug-2025 01:14 PM,Rejected-AOC,L2,26-Sep-2025 08:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3049798,CIMCON SOFTWARE INDIA PRIVATE LIMITED,26-Aug-2025 02:54 PM,Rejected-Technical,Technically Not Qualified,26-Sep-2025 07:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3048896,ELEADEL,26-Aug-2025 11:02 AM,Rejected-AOC,L2,26-Sep-2025 08:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3047604,KRUSHNA JENA,25-Aug-2025 02:32 PM,Rejected-AOC,L2,26-Sep-2025 08:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3041610,MAA TARINI CONSTRUCTION,26-Aug-2025 11:20 AM,Rejected-AOC,L2,26-Sep-2025 08:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3047410,MANOJ KUMAR PADHI,25-Aug-2025 05:36 PM,Rejected-AOC,L2,26-Sep-2025 08:09 PM,AOC
