EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,11,2965794,LITALI PARIDA,13-Jun-2025 05:16 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,12,2965358,MAA ENTERPRISE,13-Jun-2025 03:21 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,13,2962232,NARAYANI AGENCY,13-Jun-2025 11:47 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,14,2960365,NIRANJAN SWAIN,12-Jun-2025 08:36 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,15,2956403,NIRMALYA BARIK,10-Jun-2025 07:09 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,16,2959880,PABITRA KUMAR ROUT,12-Jun-2025 04:47 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,17,2951420,PABITRA MOHAN SAHOO,07-Jun-2025 07:31 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,18,2965869,PAYAL MUDULI,13-Jun-2025 04:36 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,19,2954769,PRAMOD KUMAR SENAPATI,09-Jun-2025 06:33 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,20,2962432,PRASANTA KUMAR PRADHAN,11-Jun-2025 08:25 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,21,2955902,PRASANT KUMAR PRADHAN,07-Jun-2025 09:22 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,22,2951638,PRATIMA NAYAK,07-Jun-2025 04:26 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,23,2960272,RAKESH KUMAR SENAPATI,10-Jun-2025 07:12 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,24,2965671,RANJAN KUMAR SETHY,13-Jun-2025 02:55 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,25,2950748,ROJALINI ROUT,09-Jun-2025 03:44 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,26,2959579,RUSHI PRASAD MISHRA,11-Jun-2025 06:38 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,27,2961846,SAMIR RANJAN MOHANTY,11-Jun-2025 04:23 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,28,2960845,SANATAN KANDI,13-Jun-2025 12:17 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,29,2962400,SANKAR PARIDA,11-Jun-2025 07:54 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,30,2951977,SARAT CHANDRA PALAURI,08-Jun-2025 09:19 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,31,2965447,SASMITA JENA,13-Jun-2025 12:53 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,32,2952474,SUDHAKAR MALLICK,10-Jun-2025 08:22 PM,Accepted-AOC,"L1 bid of Sri SUDHAKAR MALLICK selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",13-Sep-2025 06:23 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,33,2958894,TAPAN KUMAR SETHY,12-Jun-2025 08:29 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
