EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"2,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN PAN Contractor R.C Affidavits Undertakings and any other document as per SBD/DTCN,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",e-Procurement Notice No.- 01 of 2025-26,2025_CELBB_113941_48,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer., Nimapara Irr Divn.","Office of the Superintending Engineer Nimapara Irrigation Division, Nimapara Dist- Puri",02-Jun-2025 11:00 AM,16-Jun-2025 11:00 AM,02-Jun-2025 11:00 AM,13-Jun-2025 05:30 PM,02-Jun-2025 11:00 AM ,10-Jun-2025 05:30 PM ,02-Jun-2025 11:00 AM,13-Jun-2025 05:30 PM,"2,000",0.0,Nil,Nil,No,"NID-48- M/R Kakatpur Disty. from RD 16.400km. to 22.100Km., Nasikeswar Minor, Ratanpur Minor.","M/R Kakatpur Disty. from RD 16.400km. to 22.100Km., Nasikeswar Minor, Ratanpur Minor.",Please refer Tender Documents ,NA ,"2,47,695",Civil Works - Canal,Canal ,Tender,90.0,120.0,Nimapara,752106.0,NA ,NA ,NA ,"S.E., Nimapara Irr Divn. Nimapara",No ,No,AOC,"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",Baikuntha Dalai,27-Jul-2025 11:18 AM,finsummary_541684.pdf (3046.59 KB),"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",Sangram Keshari Mohanty,26-Jul-2025 12:47 PM,techsummary_541684.pdf (24.26 KB),13-Sep-2025,"INR 210,566",120.0,Pritam Pothal,13-Sep-2025 06:23 PM,NID48.pdf (1008.00 KB),"L1 bid of Sri SUDHAKAR MALLICK selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",1,2965046,BANABIBHARI NAYAK,13-Jun-2025 06:52 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",2025_CELBB_113941_48,e-Procurement Notice No.- 01 of 2025-26,"NID-48- M/R Kakatpur Disty. from RD 16.400km. to 22.100Km., Nasikeswar Minor, Ratanpur Minor.",1.0,2952474.0,SUDHAKAR MALLICK,INR,"210,566",Finance,All the bids are downloaded successfully.,Sangram Keshari Mohanty,24-Jun-2025 08:31 PM,finance_541684.pdf,BOQ Comparative Chart,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2961728,BANSHI DHAR LENKA,11-Jun-2025 03:34 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2962279,BATA KRUSHNA PATRA,11-Jun-2025 10:04 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2962100,HEMANTA KUMAR MOHANTY,13-Jun-2025 07:02 AM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2964853,HRUSIKESH SWAIN,12-Jun-2025 09:32 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2963549,ITISHREE RAUT,12-Jun-2025 11:27 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2962075,JITUNA SAHOO,13-Jun-2025 12:27 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2965530,KAILASH CHANDRA NAYAK,13-Jun-2025 01:30 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2956988,KAILASH CHANDRA SAHOO,09-Jun-2025 04:04 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2956502,KRUSHNA CHANDRA SWAIN,09-Jun-2025 08:28 PM,Rejected-Finance,Not won in the transparent Lottery,27-Jul-2025 11:18 AM,,,,,,,,,,,,,,,,AOC
