Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Divisional Officer,"RURAL WORKS DIVISION, MOHANA","46,300",Yes,fixed,,Nil,Nil,Construction of Sub-Centre building at Tangili under 15th Finance Grant for the year 2023-24,Construction of Sub-Centre building at Tangili under 15th Finance Grant for the year 2023-24,NA ,NA ,"46,20,899",Civil Works - Buildings,NA ,Tender,90.0,180.0,MOHANA,761015.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MOHANA",No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit,GSTIN,PAN,RC,AnnualTurnover,experience,machinery and other papers as per DTCN,BOQ",04-Jul-2025 11:00 AM,18-Jul-2025 11:00 AM,04-Jul-2025 11:00 AM,17-Jul-2025 05:00 PM,04-Jul-2025 11:00 AM ,15-Jul-2025 05:00 PM ,04-Jul-2025 11:00 AM,17-Jul-2025 05:00 PM,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,01/MOHANA/2025-26,2025_CERWI_114969_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,2025_CERWI_114969_1,01/MOHANA/2025-26,Construction of Sub-Centre building at Tangili under 15th Finance Grant for the year 2023-24,Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,02-Sep-2025 07:59 PM,finsummary_544681.pdf (1132.09 KB),Finance,ok,Bidyut Prabha Padhy,02-Sep-2025 07:51 PM,,BOQ Comparative Chart,1.0,3002312.0,Kasinath Prusty,INR,"3,928,226",02-Sep-2025,"INR 3,928,226",180.0,Bidyut Prabha Padhy,02-Sep-2025 08:02 PM,Tangili.pdf (1132.00 KB),Successful Bidder,1,3001843,AMAR KUMAR SAHU,17-Jul-2025 10:55 AM,Rejected-AOC,All documents submitted.,02-Sep-2025 08:02 PM,Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,02-Sep-2025 07:54 PM,techsummary_544681.pdf (1132.09 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3002003,JITENDRA KUMAR PATI,17-Jul-2025 12:24 PM,Rejected-AOC,All documents submitted.,02-Sep-2025 08:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3002013,KALIA SETHY,17-Jul-2025 01:12 PM,Rejected-AOC,All documents submitted.,02-Sep-2025 08:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3002312,Kasinath Prusty,17-Jul-2025 02:51 PM,Accepted-AOC,Successful Bidder,02-Sep-2025 08:02 PM,,,,,,,AOC
